astyanax_mexicanus ENSAMXG00000033111
danio_rerio ENSDARG00000088444
poecilia_formosa ENSPFOG00000002350
poecilia_mexicana ENSPMEG00000019662
kryptolebias_marmoratus ENSKMAG00000016567
haplochromis_burtoni ENSHBUG00000014139
pundamilia_nyererei ENSPNYG00000021777
amphiprion_ocellaris ENSAOCG00000018044
labrus_bergylta ENSLBEG00000024748
seriola_dumerili ENSSDUG00000005050
seriola_lalandi_dorsalis ENSSLDG00000005842
monopterus_albus ENSMALG00000003810
cynoglossus_semilaevis ENSCSEG00000003136
paramormyrops_kingsleyae ENSPKIG00000015623
acanthochromis_polyacanthus ENSAPOG00000021266
stegastes_partitus ENSSPAG00000015884
maylandia_zebra ENSMZEG00005012523
astatotilapia_calliptera ENSACLG00000002597
haplochromis_burtoni ENSHBUG00000017054
pundamilia_nyererei ENSPNYG00000008823
neolamprologus_brichardi ENSNBRG00000006728
labrus_bergylta ENSLBEG00000004011
seriola_lalandi_dorsalis ENSSLDG00000002543
lepisosteus_oculatus ENSLOCG00000015754
ciona_savignyi ENSCSAVG00000006242
