choloepus_hoffmanni ENSCHOG00000009706
dasypus_novemcinctus ENSDNOG00000018427
loxodonta_africana ENSLAFG00000001195
procavia_capensis ENSPCAG00000010380
echinops_telfairi ENSETEG00000019734
pteropus_vampyrus ENSPVAG00000008846
myotis_lucifugus ENSMLUG00000008922
equus_caballus ENSECAG00000012289
equus_asinus_asinus ENSEASG00005011109
capra_hircus ENSCHIG00000020973
ovis_aries ENSOARG00000009883
bos_mutus ENSBMUG00000020104
bos_taurus ENSBTAG00000014478
bison_bison_bison ENSBBBG00000010223
tursiops_truncatus ENSTTRG00000016234
vicugna_pacos ENSVPAG00000006282
ursus_americanus ENSUAMG00000023803
ursus_maritimus ENSUMAG00000009540
ailuropoda_melanoleuca ENSAMEG00000015432
neovison_vison ENSNVIG00000020101
mustela_putorius_furo ENSMPUG00000010249
canis_lupus_dingo ENSCAFG00020003347
canis_lupus_familiaris ENSCAFG00000012056
vulpes_vulpes ENSVVUG00000009743
panthera_pardus ENSPPRG00000024898
panthera_tigris_altaica ENSPTIG00000019845
felis_catus ENSFCAG00000002712
sorex_araneus ENSSARG00000000845
erinaceus_europaeus ENSEEUG00000006869
pan_troglodytes ENSPTRG00000006992
pan_paniscus ENSPPAG00000001276
homo_sapiens ENSG00000140265
gorilla_gorilla ENSGGOG00000002879
pongo_abelii ENSPPYG00000006412
nomascus_leucogenys ENSNLEG00000004938
macaca_fascicularis ENSMFAG00000000216
macaca_mulatta ENSMMUG00000017070
macaca_nemestrina ENSMNEG00000021685
mandrillus_leucophaeus ENSMLEG00000033011
cercocebus_atys ENSCATG00000018270
papio_anubis ENSPANG00000018475
theropithecus_gelada ENSTGEG00000005997
chlorocebus_sabaeus ENSCSAG00000009079
piliocolobus_tephrosceles ENSPTEG00000020703
piliocolobus_tephrosceles ENSPTEG00000014647
colobus_angolensis_palliatus ENSCANG00000029307
rhinopithecus_roxellana ENSRROG00000044248
rhinopithecus_bieti ENSRBIG00000034962
saimiri_boliviensis_boliviensis ENSSBOG00000034742
cebus_capucinus_imitator ENSCCAG00000035753
callithrix_jacchus ENSCJAG00000002903
aotus_nancymaae ENSANAG00000030603
carlito_syrichta ENSTSYG00000004828
propithecus_coquereli ENSPCOG00000022057
microcebus_murinus ENSMICG00000010051
prolemur_simus ENSPSMG00000008143
otolemur_garnettii ENSOGAG00000000128
tupaia_belangeri ENSTBEG00000010257
peromyscus_maniculatus_bairdii ENSPEMG00000009676
microtus_ochrogaster ENSMOCG00000001426
cricetulus_griseus_crigri_1.0 ENSCGRG00000016494
cricetulus_griseus_crigri-picr ENSCGRG00015020578
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017534
mesocricetus_auratus ENSMAUG00000009959
mus_spicilegus ENSMSIG00000028517
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050619
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024184
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025626
rattus_norvegicus ENSRNOG00000012419
castor_canadensis ENSCCNG00000014205
cavia_porcellus ENSCPOG00000001782
cavia_aperea ENSCAPG00000017820
chinchilla_lanigera ENSCLAG00000009248
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012145
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005737
urocitellus_parryii ENSUPAG00010011982
ictidomys_tridecemlineatus ENSSTOG00000006892
spermophilus_dauricus ENSSDAG00000016410
marmota_marmota_marmota ENSMMMG00000018814
ochotona_princeps ENSOPRG00000015139
fukomys_damarensis ENSFDAG00000009639
octodon_degus ENSODEG00000016691
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025100
meriones_unguiculatus ENSMUGG00000020769
nannospalax_galili ENSNGAG00000000021
oryctolagus_cuniculus ENSOCUG00000011265
sus_scrofa ENSSSCG00000036032
sus_scrofa ENSSSCG00000004709
otolemur_garnettii ENSOGAG00000026306
phascolarctos_cinereus ENSPCIG00000018336
sarcophilus_harrisii ENSSHAG00000012821
monodelphis_domestica ENSMODG00000017820
ornithorhynchus_anatinus ENSOANG00000007331
sarcophilus_harrisii ENSSHAG00000005539
ornithorhynchus_anatinus ENSOANG00000010234
gallus_gallus ENSGALG00000046739
