equus_caballus ENSECAG00000034920
ovis_aries ENSOARG00000012125
theropithecus_gelada ENSTGEG00000018968
piliocolobus_tephrosceles ENSPTEG00000011101
castor_canadensis ENSCCNG00000011916
ursus_maritimus ENSUMAG00000025630
ursus_americanus ENSUAMG00000023704
neovison_vison ENSNVIG00000007725
dasypus_novemcinctus ENSDNOG00000041167
dasypus_novemcinctus ENSDNOG00000025613
cebus_capucinus_imitator ENSCCAG00000013274
saimiri_boliviensis_boliviensis ENSSBOG00000029917
saimiri_boliviensis_boliviensis ENSSBOG00000025216
pongo_abelii ENSPPYG00000011496
homo_sapiens ENSG00000221859
pan_troglodytes ENSPTRG00000013983
nomascus_leucogenys ENSNLEG00000035625
theropithecus_gelada ENSTGEG00000018944
papio_anubis ENSPANG00000000561
theropithecus_gelada ENSTGEG00000019089
piliocolobus_tephrosceles ENSPTEG00000010919
rhinopithecus_roxellana ENSRROG00000045098
macaca_fascicularis ENSMFAG00000032341
macaca_nemestrina ENSMNEG00000043599
cebus_capucinus_imitator ENSCCAG00000019747
aotus_nancymaae ENSANAG00000032475
colobus_angolensis_palliatus ENSCANG00000041314
piliocolobus_tephrosceles ENSPTEG00000011023
cercocebus_atys ENSCATG00000040066
mandrillus_leucophaeus ENSMLEG00000038502
papio_anubis ENSPANG00000006270
theropithecus_gelada ENSTGEG00000019012
macaca_fascicularis ENSMFAG00000032246
macaca_nemestrina ENSMNEG00000016816
macaca_mulatta ENSMMUG00000022558
macaca_fascicularis ENSMFAG00000031564
homo_sapiens ENSG00000272804
gorilla_gorilla ENSGGOG00000044027
pongo_abelii ENSPPYG00000011493
pan_troglodytes ENSPTRG00000046656
nomascus_leucogenys ENSNLEG00000027551
carlito_syrichta ENSTSYG00000033147
otolemur_garnettii ENSOGAG00000033488
urocitellus_parryii ENSUPAG00010023949
pteropus_vampyrus ENSPVAG00000024138
ochotona_princeps ENSOPRG00000001311
urocitellus_parryii ENSUPAG00010023947
notamacropus_eugenii ENSMEUG00000000071
notamacropus_eugenii ENSMEUG00000002055
ornithorhynchus_anatinus ENSOANG00000015569
