chrysemys_picta_bellii ENSCPBG00000026510
pelodiscus_sinensis ENSPSIG00000016505
pogona_vitticeps ENSPVIG00000015506
anolis_carolinensis ENSACAG00000028643
sphenodon_punctatus ENSSPUG00000000146
latimeria_chalumnae ENSLACG00000008010
danio_rerio ENSDARG00000043562
astyanax_mexicanus ENSAMXG00000038112
poecilia_formosa ENSPFOG00000007367
poecilia_mexicana ENSPMEG00000011103
poecilia_latipinna ENSPLAG00000015857
poecilia_reticulata ENSPREG00000001977
xiphophorus_maculatus ENSXMAG00000015470
xiphophorus_couchianus ENSXCOG00000013417
gambusia_affinis ENSGAFG00000012364
cyprinodon_variegatus ENSCVAG00000011180
fundulus_heteroclitus ENSFHEG00000007411
kryptolebias_marmoratus ENSKMAG00000016685
oryzias_latipes_asm223469v1 ENSORLG00015019779
oryzias_latipes_asm223467v1 ENSORLG00000003827
oryzias_latipes_asm223471v1 ENSORLG00020014337
oryzias_melastigma ENSOMEG00000013417
amphiprion_percula ENSAPEG00000000758
amphiprion_ocellaris ENSAOCG00000009408
acanthochromis_polyacanthus ENSAPOG00000005863
stegastes_partitus ENSSPAG00000021095
haplochromis_burtoni ENSHBUG00000006615
pundamilia_nyererei ENSPNYG00000009968
maylandia_zebra ENSMZEG00005019989
astatotilapia_calliptera ENSACLG00000025686
neolamprologus_brichardi ENSNBRG00000011774
oreochromis_niloticus ENSONIG00000001142
amphilophus_citrinellus ENSACIG00000011311
mola_mola ENSMMOG00000007405
tetraodon_nigroviridis ENSTNIG00000007445
labrus_bergylta ENSLBEG00000007406
anabas_testudineus ENSATEG00000012188
mastacembelus_armatus ENSMAMG00000022058
seriola_lalandi_dorsalis ENSSLDG00000016643
seriola_dumerili ENSSDUG00000019677
scophthalmus_maximus ENSSMAG00000019711
gasterosteus_aculeatus ENSGACG00000000057
cynoglossus_semilaevis ENSCSEG00000000455
periophthalmus_magnuspinnatus ENSPMGG00000002971
hippocampus_comes ENSHCOG00000014407
gadus_morhua ENSGMOG00000014665
esox_lucius ENSELUG00000015263
scleropages_formosus ENSSFOG00015007539
lepisosteus_oculatus ENSLOCG00000000024
petromyzon_marinus ENSPMAG00000004842
drosophila_melanogaster FBgn0261446
saccharomyces_cerevisiae_strain_s288c YKL071W
