scophthalmus_maximus ENSSMAG00000003998
mola_mola ENSMMOG00000010848
poecilia_mexicana ENSPMEG00000015913
poecilia_formosa ENSPFOG00000012601
poecilia_latipinna ENSPLAG00000008452
poecilia_reticulata ENSPREG00000010448
xiphophorus_maculatus ENSXMAG00000008419
xiphophorus_couchianus ENSXCOG00000009993
gambusia_affinis ENSGAFG00000020940
fundulus_heteroclitus ENSFHEG00000001229
cyprinodon_variegatus ENSCVAG00000013734
kryptolebias_marmoratus ENSKMAG00000006527
pundamilia_nyererei ENSPNYG00000014122
maylandia_zebra ENSMZEG00005024593
astatotilapia_calliptera ENSACLG00000004037
haplochromis_burtoni ENSHBUG00000006032
neolamprologus_brichardi ENSNBRG00000014068
oreochromis_niloticus ENSONIG00000014848
astatotilapia_calliptera ENSACLG00000004277
neolamprologus_brichardi ENSNBRG00000014089
amphilophus_citrinellus ENSACIG00000023664
amphiprion_percula ENSAPEG00000019365
amphiprion_ocellaris ENSAOCG00000008744
acanthochromis_polyacanthus ENSAPOG00000019004
stegastes_partitus ENSSPAG00000011551
anabas_testudineus ENSATEG00000004532
cynoglossus_semilaevis ENSCSEG00000012605
mastacembelus_armatus ENSMAMG00000015128
takifugu_rubripes ENSTRUG00000017322
tetraodon_nigroviridis ENSTNIG00000009911
oryzias_latipes_asm223469v1 ENSORLG00015019773
oryzias_latipes_asm223471v1 ENSORLG00020014746
oryzias_latipes_asm223467v1 ENSORLG00000003416
oryzias_melastigma ENSOMEG00000011689
labrus_bergylta ENSLBEG00000002701
gasterosteus_aculeatus ENSGACG00000020548
monopterus_albus ENSMALG00000009933
seriola_lalandi_dorsalis ENSSLDG00000022486
seriola_dumerili ENSSDUG00000014951
esox_lucius ENSELUG00000000261
lepisosteus_oculatus ENSLOCG00000000255
xenopus_tropicalis ENSXETG00000026002
spermophilus_dauricus ENSSDAG00000006181
marmota_marmota_marmota ENSMMMG00000021928
ictidomys_tridecemlineatus ENSSTOG00000003534
urocitellus_parryii ENSUPAG00010000596
chinchilla_lanigera ENSCLAG00000005352
octodon_degus ENSODEG00000005967
cavia_aperea ENSCAPG00000010680
cavia_porcellus ENSCPOG00000003921
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018797
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000642
fukomys_damarensis ENSFDAG00000004039
peromyscus_maniculatus_bairdii ENSPEMG00000000331
microtus_ochrogaster ENSMOCG00000012447
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024417
cricetulus_griseus_crigri-picr ENSCGRG00015017520
cricetulus_griseus_crigri_1.0 ENSCGRG00000013004
mesocricetus_auratus ENSMAUG00000009604
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029659
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029050
mus_spicilegus ENSMSIG00000023188
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028052
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024618
rattus_norvegicus ENSRNOG00000000906
nannospalax_galili ENSNGAG00000021713
castor_canadensis ENSCCNG00000019071
dipodomys_ordii ENSDORG00000008557
jaculus_jaculus ENSJJAG00000017396
oryctolagus_cuniculus ENSOCUG00000016718
ochotona_princeps ENSOPRG00000001883
microcebus_murinus ENSMICG00000011156
prolemur_simus ENSPSMG00000017788
propithecus_coquereli ENSPCOG00000020360
otolemur_garnettii ENSOGAG00000034882
rhinopithecus_bieti ENSRBIG00000034036
rhinopithecus_roxellana ENSRROG00000039395
piliocolobus_tephrosceles ENSPTEG00000020252
colobus_angolensis_palliatus ENSCANG00000037650
cercocebus_atys ENSCATG00000028177
papio_anubis ENSPANG00000021857
chlorocebus_sabaeus ENSCSAG00000017948
theropithecus_gelada ENSTGEG00000021143
macaca_mulatta ENSMMUG00000013346
macaca_fascicularis ENSMFAG00000035649
macaca_nemestrina ENSMNEG00000033678
pan_paniscus ENSPPAG00000035081
pan_troglodytes ENSPTRG00000005758
gorilla_gorilla ENSGGOG00000009867
homo_sapiens ENSG00000102802
pongo_abelii ENSPPYG00000005256
nomascus_leucogenys ENSNLEG00000000801
cebus_capucinus_imitator ENSCCAG00000036009
saimiri_boliviensis_boliviensis ENSSBOG00000014983
callithrix_jacchus ENSCJAG00000018674
aotus_nancymaae ENSANAG00000009121
sorex_araneus ENSSARG00000004837
erinaceus_europaeus ENSEEUG00000008284
ovis_aries ENSOARG00000011803
capra_hircus ENSCHIG00000019733
bos_taurus ENSBTAG00000008271
sus_scrofa ENSSSCG00000009331
equus_asinus_asinus ENSEASG00005022391
equus_caballus ENSECAG00000014702
ursus_americanus ENSUAMG00000017940
ailuropoda_melanoleuca ENSAMEG00000008847
canis_lupus_dingo ENSCAFG00020025105
canis_lupus_familiaris ENSCAFG00000006579
vulpes_vulpes ENSVVUG00000009731
mustela_putorius_furo ENSMPUG00000004549
neovison_vison ENSNVIG00000022498
panthera_tigris_altaica ENSPTIG00000018319
panthera_pardus ENSPPRG00000000734
felis_catus ENSFCAG00000007544
myotis_lucifugus ENSMLUG00000008786
pteropus_vampyrus ENSPVAG00000001553
echinops_telfairi ENSETEG00000002904
bison_bison_bison ENSBBBG00000002541
bos_mutus ENSBMUG00000022857
vicugna_pacos ENSVPAG00000010877
tursiops_truncatus ENSTTRG00000011142
ursus_maritimus ENSUMAG00000017210
carlito_syrichta ENSTSYG00000027723
choloepus_hoffmanni ENSCHOG00000010448
dasypus_novemcinctus ENSDNOG00000017594
loxodonta_africana ENSLAFG00000018412
mandrillus_leucophaeus ENSMLEG00000028781
phascolarctos_cinereus ENSPCIG00000012205
notamacropus_eugenii ENSMEUG00000013750
sarcophilus_harrisii ENSSHAG00000015995
monodelphis_domestica ENSMODG00000009294
ornithorhynchus_anatinus ENSOANG00000015471
gopherus_agassizii ENSGAGG00000021916
chelonoidis_abingdonii ENSCABG00000008092
chrysemys_picta_bellii ENSCPBG00000020425
pelodiscus_sinensis ENSPSIG00000008069
crocodylus_porosus ENSCPRG00005011713
pogona_vitticeps ENSPVIG00000020968
anolis_carolinensis ENSACAG00000005068
notechis_scutatus ENSNSUG00000012845
salvator_merianae ENSSMRG00000013102
sphenodon_punctatus ENSSPUG00000013525
latimeria_chalumnae ENSLACG00000000304
petromyzon_marinus ENSPMAG00000006660
ciona_intestinalis ENSCING00000003919
ciona_savignyi ENSCSAVG00000006677
