mola_mola ENSMMOG00000018875
gasterosteus_aculeatus ENSGACG00000013525
labrus_bergylta ENSLBEG00000004017
hippocampus_comes ENSHCOG00000008247
anabas_testudineus ENSATEG00000018675
monopterus_albus ENSMALG00000013389
seriola_dumerili ENSSDUG00000020159
seriola_lalandi_dorsalis ENSSLDG00000011007
scophthalmus_maximus ENSSMAG00000009849
cynoglossus_semilaevis ENSCSEG00000015507
periophthalmus_magnuspinnatus ENSPMGG00000009458
acanthochromis_polyacanthus ENSAPOG00000021037
stegastes_partitus ENSSPAG00000006762
oreochromis_niloticus ENSONIG00000021287
oryzias_melastigma ENSOMEG00000023238
esox_lucius ENSELUG00000007296
scleropages_formosus ENSSFOG00015015660
canis_lupus_dingo ENSCAFG00020016874
canis_lupus_familiaris ENSCAFG00000000434
vulpes_vulpes ENSVVUG00000008942
sorex_araneus ENSSARG00000008919
ailuropoda_melanoleuca ENSAMEG00000019470
mustela_putorius_furo ENSMPUG00000019013
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020647
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017450
cavia_porcellus ENSCPOG00000002841
cavia_aperea ENSCAPG00000007579
dasypus_novemcinctus ENSDNOG00000015832
choloepus_hoffmanni ENSCHOG00000006116
meleagris_gallopavo ENSMGAG00000015473
numida_meleagris ENSNMEG00000000588
scleropages_formosus ENSSFOG00015010269
paramormyrops_kingsleyae ENSPKIG00000018021
seriola_lalandi_dorsalis ENSSLDG00000022851
cynoglossus_semilaevis ENSCSEG00000007733
pundamilia_nyererei ENSPNYG00000015325
haplochromis_burtoni ENSHBUG00000018811
maylandia_zebra ENSMZEG00005001088
kryptolebias_marmoratus ENSKMAG00000020757
takifugu_rubripes ENSTRUG00000006362
esox_lucius ENSELUG00000023860
ictalurus_punctatus ENSIPUG00000008822
anolis_carolinensis ENSACAG00000017725
notechis_scutatus ENSNSUG00000003404
salvator_merianae ENSSMRG00000003206
labrus_bergylta ENSLBEG00000002570
tursiops_truncatus ENSTTRG00000002913
capra_hircus ENSCHIG00000010759
sus_scrofa ENSSSCG00000023672
pteropus_vampyrus ENSPVAG00000001644
dipodomys_ordii ENSDORG00000027440
dasypus_novemcinctus ENSDNOG00000011024
pelodiscus_sinensis ENSPSIG00000001677
cyprinodon_variegatus ENSCVAG00000017328
sphenodon_punctatus ENSSPUG00000005338
eptatretus_burgeri ENSEBUG00000002394
ciona_intestinalis ENSCING00000015955
ciona_savignyi ENSCSAVG00000008022
drosophila_melanogaster FBgn0034485
