mus_spicilegus ENSMSIG00000017516
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033222
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026377
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025427
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026871
microtus_ochrogaster ENSMOCG00000008415
nannospalax_galili ENSNGAG00000018882
jaculus_jaculus ENSJJAG00000015225
dipodomys_ordii ENSDORG00000013781
spermophilus_dauricus ENSSDAG00000020633
marmota_marmota_marmota ENSMMMG00000015196
ictidomys_tridecemlineatus ENSSTOG00000010927
urocitellus_parryii ENSUPAG00010013148
oryctolagus_cuniculus ENSOCUG00000000613
ochotona_princeps ENSOPRG00000006492
tupaia_belangeri ENSTBEG00000003483
prolemur_simus ENSPSMG00000015117
propithecus_coquereli ENSPCOG00000000551
otolemur_garnettii ENSOGAG00000009039
pan_paniscus ENSPPAG00000027542
pan_troglodytes ENSPTRG00000001162
homo_sapiens ENSG00000116830
gorilla_gorilla ENSGGOG00000015790
pongo_abelii ENSPPYG00000000976
nomascus_leucogenys ENSNLEG00000005209
rhinopithecus_bieti ENSRBIG00000042651
rhinopithecus_roxellana ENSRROG00000013287
colobus_angolensis_palliatus ENSCANG00000032079
mandrillus_leucophaeus ENSMLEG00000041549
macaca_nemestrina ENSMNEG00000042285
theropithecus_gelada ENSTGEG00000007666
cebus_capucinus_imitator ENSCCAG00000032675
saimiri_boliviensis_boliviensis ENSSBOG00000022555
aotus_nancymaae ENSANAG00000020654
erinaceus_europaeus ENSEEUG00000012083
sorex_araneus ENSSARG00000007562
equus_caballus ENSECAG00000012474
myotis_lucifugus ENSMLUG00000013908
pteropus_vampyrus ENSPVAG00000014881
bos_mutus ENSBMUG00000016453
bos_taurus ENSBTAG00000015392
bison_bison_bison ENSBBBG00000012568
capra_hircus ENSCHIG00000020785
ovis_aries ENSOARG00000020266
tursiops_truncatus ENSTTRG00000012884
sus_scrofa ENSSSCG00000006733
vicugna_pacos ENSVPAG00000008276
felis_catus ENSFCAG00000001981
neovison_vison ENSNVIG00000000301
procavia_capensis ENSPCAG00000005343
loxodonta_africana ENSLAFG00000006808
echinops_telfairi ENSETEG00000015619
choloepus_hoffmanni ENSCHOG00000002993
phascolarctos_cinereus ENSPCIG00000003483
notamacropus_eugenii ENSMEUG00000000052
monodelphis_domestica ENSMODG00000005145
sarcophilus_harrisii ENSSHAG00000018195
ornithorhynchus_anatinus ENSOANG00000001132
pogona_vitticeps ENSPVIG00000019653
notechis_scutatus ENSNSUG00000010478
sphenodon_punctatus ENSSPUG00000008489
gallus_gallus ENSGALG00000015249
gallus_gallus ENSGALG00000047209
meleagris_gallopavo ENSMGAG00000014354
anas_platyrhynchos_platyrhynchos ENSAPLG00000010324
manacus_vitellinus ENSMVIG00005011358
lonchura_striata_domestica ENSLSDG00000005589
apteryx_rowi ENSARWG00000015867
apteryx_owenii ENSAOWG00000005443
pelodiscus_sinensis ENSPSIG00000005266
xenopus_tropicalis ENSXETG00000022003
gambusia_affinis ENSGAFG00000004358
poecilia_reticulata ENSPREG00000001280
neolamprologus_brichardi ENSNBRG00000011914
seriola_dumerili ENSSDUG00000013617
scophthalmus_maximus ENSSMAG00000007532
monopterus_albus ENSMALG00000017262
tetraodon_nigroviridis ENSTNIG00000015679
takifugu_rubripes ENSTRUG00000015592
eptatretus_burgeri ENSEBUG00000013316
eptatretus_burgeri ENSEBUG00000013524
ciona_intestinalis ENSCING00000024889
ciona_intestinalis ENSCING00000006431
ciona_savignyi ENSCSAVG00000002857
drosophila_melanogaster FBgn0002542
