bos_taurus ENSBTAG00000050205
bos_mutus ENSBMUG00000007472
sus_scrofa ENSSSCG00000031305
vulpes_vulpes ENSVVUG00000005169
neovison_vison ENSNVIG00000015839
equus_caballus ENSECAG00000031750
equus_asinus_asinus ENSEASG00005012000
mesocricetus_auratus ENSMAUG00000017408
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003181
mus_spicilegus ENSMSIG00000004608
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018798
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017953
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029712
jaculus_jaculus ENSJJAG00000011505
ictidomys_tridecemlineatus ENSSTOG00000034311
urocitellus_parryii ENSUPAG00010014316
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015528
piliocolobus_tephrosceles ENSPTEG00000027056
theropithecus_gelada ENSTGEG00000024323
prolemur_simus ENSPSMG00000018070
