chinchilla_lanigera ENSCLAG00000001443
cavia_aperea ENSCAPG00000010739
octodon_degus ENSODEG00000008114
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002477
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015481
fukomys_damarensis ENSFDAG00000006706
castor_canadensis ENSCCNG00000001207
oryctolagus_cuniculus ENSOCUG00000009098
ochotona_princeps ENSOPRG00000004484
carlito_syrichta ENSTSYG00000011767
mandrillus_leucophaeus ENSMLEG00000004885
dasypus_novemcinctus ENSDNOG00000005756
cavia_porcellus ENSCPOG00000015746
chelonoidis_abingdonii ENSCABG00000015413
prolemur_simus ENSPSMG00000012210
microcebus_murinus ENSMICG00000012298
propithecus_coquereli ENSPCOG00000017458
otolemur_garnettii ENSOGAG00000004343
homo_sapiens ENSG00000148842
gorilla_gorilla ENSGGOG00000013254
pan_paniscus ENSPPAG00000031457
pan_troglodytes ENSPTRG00000002904
pongo_abelii ENSPPYG00000002615
nomascus_leucogenys ENSNLEG00000015219
piliocolobus_tephrosceles ENSPTEG00000004804
colobus_angolensis_palliatus ENSCANG00000033232
rhinopithecus_roxellana ENSRROG00000041690
rhinopithecus_bieti ENSRBIG00000037414
papio_anubis ENSPANG00000020976
cercocebus_atys ENSCATG00000041464
theropithecus_gelada ENSTGEG00000021510
macaca_fascicularis ENSMFAG00000037915
macaca_mulatta ENSMMUG00000003747
macaca_nemestrina ENSMNEG00000032018
chlorocebus_sabaeus ENSCSAG00000005384
cebus_capucinus_imitator ENSCCAG00000023803
saimiri_boliviensis_boliviensis ENSSBOG00000030131
callithrix_jacchus ENSCJAG00000018118
aotus_nancymaae ENSANAG00000020034
tupaia_belangeri ENSTBEG00000017481
peromyscus_maniculatus_bairdii ENSPEMG00000017920
microtus_ochrogaster ENSMOCG00000015680
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022341
cricetulus_griseus_crigri-picr ENSCGRG00015020569
mesocricetus_auratus ENSMAUG00000016097
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023966
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064105
mus_spicilegus ENSMSIG00000031498
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023045
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014535
rattus_norvegicus ENSRNOG00000020113
meriones_unguiculatus ENSMUGG00000015689
nannospalax_galili ENSNGAG00000021894
jaculus_jaculus ENSJJAG00000024042
ictidomys_tridecemlineatus ENSSTOG00000014497
spermophilus_dauricus ENSSDAG00000021908
urocitellus_parryii ENSUPAG00010020490
marmota_marmota_marmota ENSMMMG00000023389
tursiops_truncatus ENSTTRG00000012626
sus_scrofa ENSSSCG00000010593
bos_mutus ENSBMUG00000001127
bos_taurus ENSBTAG00000012857
bison_bison_bison ENSBBBG00000005962
capra_hircus ENSCHIG00000016492
ovis_aries ENSOARG00000002693
myotis_lucifugus ENSMLUG00000023959
equus_caballus ENSECAG00000018159
equus_asinus_asinus ENSEASG00005015189
pteropus_vampyrus ENSPVAG00000011313
mustela_putorius_furo ENSMPUG00000016848
neovison_vison ENSNVIG00000017046
ailuropoda_melanoleuca ENSAMEG00000017878
ursus_maritimus ENSUMAG00000023515
canis_lupus_familiaris ENSCAFG00000010310
canis_lupus_dingo ENSCAFG00020010267
vulpes_vulpes ENSVVUG00000004323
panthera_pardus ENSPPRG00000003743
panthera_tigris_altaica ENSPTIG00000007177
felis_catus ENSFCAG00000022183
loxodonta_africana ENSLAFG00000012051
procavia_capensis ENSPCAG00000000927
erinaceus_europaeus ENSEEUG00000001625
echinops_telfairi ENSETEG00000016463
ursus_americanus ENSUAMG00000028147
castor_canadensis ENSCCNG00000003714
dasypus_novemcinctus ENSDNOG00000000149
phascolarctos_cinereus ENSPCIG00000028980
notamacropus_eugenii ENSMEUG00000016243
monodelphis_domestica ENSMODG00000011165
sarcophilus_harrisii ENSSHAG00000018509
ornithorhynchus_anatinus ENSOANG00000001643
pogona_vitticeps ENSPVIG00000013809
notechis_scutatus ENSNSUG00000006339
salvator_merianae ENSSMRG00000007300
anolis_carolinensis ENSACAG00000004555
sphenodon_punctatus ENSSPUG00000011002
junco_hyemalis ENSJHYG00000002517
zonotrichia_albicollis ENSZALG00000006353
lonchura_striata_domestica ENSLSDG00000005189
ficedula_albicollis ENSFALG00000008736
lepidothrix_coronata ENSLCOG00000016458
calidris_pygmaea ENSCPGG00000005367
calidris_pugnax ENSCPUG00000000519
anser_brachyrhynchus ENSABRG00000007326
taeniopygia_guttata ENSTGUG00000010244
serinus_canaria ENSSCAG00000016453
parus_major ENSPMJG00000004847
cyanistes_caeruleus ENSCCEG00000001879
manacus_vitellinus ENSMVIG00005000372
meleagris_gallopavo ENSMGAG00000016951
anas_platyrhynchos_platyrhynchos ENSAPLG00000013829
melopsittacus_undulatus ENSMUNG00000010816
apteryx_haastii ENSAHAG00000002034
apteryx_owenii ENSAOWG00000004775
apteryx_rowi ENSARWG00000000648
dromaius_novaehollandiae ENSDNVG00000013916
nothoprocta_perdicaria ENSNPEG00000011401
gallus_gallus ENSGALG00000008160
coturnix_japonica ENSCJPG00005019993
numida_meleagris ENSNMEG00000013548
crocodylus_porosus ENSCPRG00005012858
gopherus_agassizii ENSGAGG00000024276
chelonoidis_abingdonii ENSCABG00000012617
chrysemys_picta_bellii ENSCPBG00000024495
pelodiscus_sinensis ENSPSIG00000004321
xenopus_tropicalis ENSXETG00000009464
xenopus_tropicalis ENSXETG00000009473
latimeria_chalumnae ENSLACG00000003923
pygocentrus_nattereri ENSPNAG00000010318
astyanax_mexicanus ENSAMXG00000018762
ictalurus_punctatus ENSIPUG00000022677
danio_rerio ENSDARG00000078733
paramormyrops_kingsleyae ENSPKIG00000001150
paramormyrops_kingsleyae ENSPKIG00000002307
fundulus_heteroclitus ENSFHEG00000023134
cyprinodon_variegatus ENSCVAG00000010102
xiphophorus_maculatus ENSXMAG00000000054
xiphophorus_couchianus ENSXCOG00000012445
gambusia_affinis ENSGAFG00000012748
poecilia_mexicana ENSPMEG00000018922
poecilia_formosa ENSPFOG00000005465
poecilia_latipinna ENSPLAG00000014611
poecilia_reticulata ENSPREG00000000470
cyprinodon_variegatus ENSCVAG00000018655
kryptolebias_marmoratus ENSKMAG00000021059
oryzias_latipes_asm223469v1 ENSORLG00015001784
oryzias_latipes_asm223467v1 ENSORLG00000012918
oryzias_latipes_asm223471v1 ENSORLG00020003826
oryzias_melastigma ENSOMEG00000011258
mastacembelus_armatus ENSMAMG00000009701
monopterus_albus ENSMALG00000004213
anabas_testudineus ENSATEG00000020907
seriola_dumerili ENSSDUG00000021457
seriola_lalandi_dorsalis ENSSLDG00000010430
labrus_bergylta ENSLBEG00000009710
maylandia_zebra ENSMZEG00005008760
haplochromis_burtoni ENSHBUG00000020136
pundamilia_nyererei ENSPNYG00000003274
astatotilapia_calliptera ENSACLG00000018611
astatotilapia_calliptera ENSACLG00000018650
pundamilia_nyererei ENSPNYG00000003686
neolamprologus_brichardi ENSNBRG00000021863
oreochromis_niloticus ENSONIG00000018828
amphilophus_citrinellus ENSACIG00000006633
stegastes_partitus ENSSPAG00000017422
gasterosteus_aculeatus ENSGACG00000018261
hippocampus_comes ENSHCOG00000015891
tetraodon_nigroviridis ENSTNIG00000012089
tetraodon_nigroviridis ENSTNIG00000001542
takifugu_rubripes ENSTRUG00000014689
mola_mola ENSMMOG00000007593
amphiprion_ocellaris ENSAOCG00000021810
amphiprion_percula ENSAPEG00000020499
acanthochromis_polyacanthus ENSAPOG00000015454
stegastes_partitus ENSSPAG00000018856
periophthalmus_magnuspinnatus ENSPMGG00000022758
scophthalmus_maximus ENSSMAG00000006481
cynoglossus_semilaevis ENSCSEG00000010981
gadus_morhua ENSGMOG00000015597
esox_lucius ENSELUG00000004339
scleropages_formosus ENSSFOG00015003692
pygocentrus_nattereri ENSPNAG00000001058
astyanax_mexicanus ENSAMXG00000012039
ictalurus_punctatus ENSIPUG00000024452
danio_rerio ENSDARG00000061195
lepisosteus_oculatus ENSLOCG00000011756
