fundulus_heteroclitus ENSFHEG00000007589
cyprinodon_variegatus ENSCVAG00000008449
poecilia_formosa ENSPFOG00000012168
poecilia_mexicana ENSPMEG00000023512
poecilia_reticulata ENSPREG00000004282
poecilia_latipinna ENSPLAG00000021752
xiphophorus_maculatus ENSXMAG00000016695
xiphophorus_couchianus ENSXCOG00000020805
gambusia_affinis ENSGAFG00000021990
kryptolebias_marmoratus ENSKMAG00000003722
oryzias_latipes_asm223471v1 ENSORLG00020014957
oryzias_latipes_asm223469v1 ENSORLG00015007820
oryzias_latipes_asm223467v1 ENSORLG00000027162
oryzias_melastigma ENSOMEG00000012223
tetraodon_nigroviridis ENSTNIG00000016016
takifugu_rubripes ENSTRUG00000016953
mola_mola ENSMMOG00000012129
mastacembelus_armatus ENSMAMG00000023216
monopterus_albus ENSMALG00000010481
anabas_testudineus ENSATEG00000016815
amphiprion_ocellaris ENSAOCG00000002192
amphiprion_percula ENSAPEG00000002926
acanthochromis_polyacanthus ENSAPOG00000016465
stegastes_partitus ENSSPAG00000005386
labrus_bergylta ENSLBEG00000011303
seriola_dumerili ENSSDUG00000022414
seriola_lalandi_dorsalis ENSSLDG00000010462
scophthalmus_maximus ENSSMAG00000009301
astatotilapia_calliptera ENSACLG00000003520
maylandia_zebra ENSMZEG00005006651
pundamilia_nyererei ENSPNYG00000001886
haplochromis_burtoni ENSHBUG00000005442
oreochromis_niloticus ENSONIG00000008573
neolamprologus_brichardi ENSNBRG00000000711
amphilophus_citrinellus ENSACIG00000019253
cynoglossus_semilaevis ENSCSEG00000015493
gasterosteus_aculeatus ENSGACG00000004563
periophthalmus_magnuspinnatus ENSPMGG00000005767
gadus_morhua ENSGMOG00000017065
esox_lucius ENSELUG00000007703
pygocentrus_nattereri ENSPNAG00000029972
astyanax_mexicanus ENSAMXG00000005738
ictalurus_punctatus ENSIPUG00000007229
danio_rerio ENSDARG00000069261
octodon_degus ENSODEG00000010513
