bos_mutus ENSBMUG00000024456
bos_taurus ENSBTAG00000052354
bison_bison_bison ENSBBBG00000009198
ovis_aries ENSOARG00000008353
tursiops_truncatus ENSTTRG00000012191
vicugna_pacos ENSVPAG00000002117
equus_asinus_asinus ENSEASG00005004307
neovison_vison ENSNVIG00000009761
canis_lupus_familiaris ENSCAFG00000029104
ailuropoda_melanoleuca ENSAMEG00000019099
panthera_tigris_altaica ENSPTIG00000001622
panthera_pardus ENSPPRG00000018187
felis_catus ENSFCAG00000040441
cavia_porcellus ENSCPOG00000033718
chinchilla_lanigera ENSCLAG00000004060
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021399
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019961
marmota_marmota_marmota ENSMMMG00000014120
spermophilus_dauricus ENSSDAG00000014881
urocitellus_parryii ENSUPAG00010019695
ictidomys_tridecemlineatus ENSSTOG00000028596
castor_canadensis ENSCCNG00000004919
prolemur_simus ENSPSMG00000009754
prolemur_simus ENSPSMG00000010942
microcebus_murinus ENSMICG00000041783
cricetulus_griseus_crigri-picr ENSCGRG00015026273
cricetulus_griseus_crigri-picr ENSCGRG00015017298
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006732
cricetulus_griseus_crigri_1.0 ENSCGRG00000018792
peromyscus_maniculatus_bairdii ENSPEMG00000015135
mus_spicilegus ENSMSIG00000031565
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029110
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000052419
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028110
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021866
meriones_unguiculatus ENSMUGG00000022408
ochotona_princeps ENSOPRG00000018754
otolemur_garnettii ENSOGAG00000029997
callithrix_jacchus ENSCJAG00000022992
cebus_capucinus_imitator ENSCCAG00000007418
aotus_nancymaae ENSANAG00000031320
pan_paniscus ENSPPAG00000019976
pan_troglodytes ENSPTRG00000051687
gorilla_gorilla ENSGGOG00000003081
homo_sapiens ENSG00000214194
pongo_abelii ENSPPYG00000017923
nomascus_leucogenys ENSNLEG00000030553
macaca_fascicularis ENSMFAG00000009056
papio_anubis ENSPANG00000031865
chlorocebus_sabaeus ENSCSAG00000011096
theropithecus_gelada ENSTGEG00000015363
mandrillus_leucophaeus ENSMLEG00000027512
cercocebus_atys ENSCATG00000005575
colobus_angolensis_palliatus ENSCANG00000003273
piliocolobus_tephrosceles ENSPTEG00000021880
rhinopithecus_roxellana ENSRROG00000011208
saimiri_boliviensis_boliviensis ENSSBOG00000007409
dasypus_novemcinctus ENSDNOG00000024630
choloepus_hoffmanni ENSCHOG00000012760
notamacropus_eugenii ENSMEUG00000012353
apteryx_haastii ENSAHAG00000010241
dromaius_novaehollandiae ENSDNVG00000001751
sphenodon_punctatus ENSSPUG00000007297
