xiphophorus_maculatus ENSXMAG00000009585
xiphophorus_couchianus ENSXCOG00000009882
gambusia_affinis ENSGAFG00000006115
poecilia_formosa ENSPFOG00000004043
poecilia_latipinna ENSPLAG00000007534
poecilia_mexicana ENSPMEG00000013662
poecilia_reticulata ENSPREG00000020209
fundulus_heteroclitus ENSFHEG00000004013
cyprinodon_variegatus ENSCVAG00000017657
kryptolebias_marmoratus ENSKMAG00000007906
oryzias_melastigma ENSOMEG00000008845
oryzias_melastigma ENSOMEG00000008880
oryzias_latipes_asm223469v1 ENSORLG00015000653
oryzias_latipes_asm223467v1 ENSORLG00000008348
oryzias_latipes_asm223471v1 ENSORLG00020015388
mola_mola ENSMMOG00000003449
labrus_bergylta ENSLBEG00000016193
gasterosteus_aculeatus ENSGACG00000002879
monopterus_albus ENSMALG00000000690
mastacembelus_armatus ENSMAMG00000023086
anabas_testudineus ENSATEG00000011997
amphiprion_ocellaris ENSAOCG00000011040
amphiprion_percula ENSAPEG00000020947
acanthochromis_polyacanthus ENSAPOG00000019512
stegastes_partitus ENSSPAG00000011371
astatotilapia_calliptera ENSACLG00000025666
maylandia_zebra ENSMZEG00005021685
haplochromis_burtoni ENSHBUG00000019200
oreochromis_niloticus ENSONIG00000014215
pundamilia_nyererei ENSPNYG00000002399
maylandia_zebra ENSMZEG00005025306
neolamprologus_brichardi ENSNBRG00000023556
amphilophus_citrinellus ENSACIG00000022547
seriola_dumerili ENSSDUG00000013899
seriola_lalandi_dorsalis ENSSLDG00000005929
scophthalmus_maximus ENSSMAG00000015482
tetraodon_nigroviridis ENSTNIG00000010109
takifugu_rubripes ENSTRUG00000009591
cynoglossus_semilaevis ENSCSEG00000014422
periophthalmus_magnuspinnatus ENSPMGG00000009692
gadus_morhua ENSGMOG00000016880
hippocampus_comes ENSHCOG00000008331
esox_lucius ENSELUG00000000580
pygocentrus_nattereri ENSPNAG00000019034
astyanax_mexicanus ENSAMXG00000001208
ictalurus_punctatus ENSIPUG00000012943
danio_rerio ENSDARG00000063474
esox_lucius ENSELUG00000009556
paramormyrops_kingsleyae ENSPKIG00000007502
scleropages_formosus ENSSFOG00015014317
phascolarctos_cinereus ENSPCIG00000025106
notamacropus_eugenii ENSMEUG00000011568
sarcophilus_harrisii ENSSHAG00000000921
monodelphis_domestica ENSMODG00000007772
chinchilla_lanigera ENSCLAG00000003828
octodon_degus ENSODEG00000003588
cavia_porcellus ENSCPOG00000014908
cavia_aperea ENSCAPG00000015789
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000482
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011784
fukomys_damarensis ENSFDAG00000012238
urocitellus_parryii ENSUPAG00010007435
spermophilus_dauricus ENSSDAG00000012667
ictidomys_tridecemlineatus ENSSTOG00000007338
marmota_marmota_marmota ENSMMMG00000001982
castor_canadensis ENSCCNG00000020667
dipodomys_ordii ENSDORG00000011683
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014750
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067851
mus_spicilegus ENSMSIG00000008834
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013947
