monodelphis_domestica ENSMODG00000023819
xenopus_tropicalis ENSXETG00000033392
pygocentrus_nattereri ENSPNAG00000010014
astyanax_mexicanus ENSAMXG00000035193
ictalurus_punctatus ENSIPUG00000022426
danio_rerio ENSDARG00000089112
esox_lucius ENSELUG00000022443
scleropages_formosus ENSSFOG00015019339
danio_rerio ENSDARG00000086847
hippocampus_comes ENSHCOG00000012014
periophthalmus_magnuspinnatus ENSPMGG00000014985
seriola_lalandi_dorsalis ENSSLDG00000022052
scophthalmus_maximus ENSSMAG00000004735
mastacembelus_armatus ENSMAMG00000009173
poecilia_mexicana ENSPMEG00000010518
poecilia_formosa ENSPFOG00000020318
poecilia_reticulata ENSPREG00000015497
xiphophorus_maculatus ENSXMAG00000020213
gambusia_affinis ENSGAFG00000010146
cyprinodon_variegatus ENSCVAG00000015303
oryzias_latipes_asm223471v1 ENSORLG00020017584
oryzias_latipes_asm223467v1 ENSORLG00000024756
oryzias_latipes_asm223469v1 ENSORLG00015002666
maylandia_zebra ENSMZEG00005007489
astatotilapia_calliptera ENSACLG00000001999
haplochromis_burtoni ENSHBUG00000017708
amphilophus_citrinellus ENSACIG00000001136
amphiprion_percula ENSAPEG00000003860
amphiprion_ocellaris ENSAOCG00000009744
acanthochromis_polyacanthus ENSAPOG00000012848
stegastes_partitus ENSSPAG00000018261
gasterosteus_aculeatus ENSGACG00000012594
esox_lucius ENSELUG00000001457
pygocentrus_nattereri ENSPNAG00000008619
astyanax_mexicanus ENSAMXG00000025750
ictalurus_punctatus ENSIPUG00000024183
danio_rerio ENSDARG00000068657
scleropages_formosus ENSSFOG00015019747
lepisosteus_oculatus ENSLOCG00000017672
cyprinodon_variegatus ENSCVAG00000001493
xenopus_tropicalis ENSXETG00000034292
danio_rerio ENSDARG00000014975
caenorhabditis_elegans_strain_n2 WBGene00008116
