xiphophorus_maculatus ENSXMAG00000021522
xiphophorus_couchianus ENSXCOG00000016869
gambusia_affinis ENSGAFG00000012037
poecilia_latipinna ENSPLAG00000003000
cyprinodon_variegatus ENSCVAG00000012096
fundulus_heteroclitus ENSFHEG00000010934
kryptolebias_marmoratus ENSKMAG00000013216
oryzias_melastigma ENSOMEG00000004644
labrus_bergylta ENSLBEG00000014014
monopterus_albus ENSMALG00000011213
mastacembelus_armatus ENSMAMG00000013287
cynoglossus_semilaevis ENSCSEG00000011845
cynoglossus_semilaevis ENSCSEG00000015579
scophthalmus_maximus ENSSMAG00000010510
amphiprion_ocellaris ENSAOCG00000021760
amphiprion_percula ENSAPEG00000020813
stegastes_partitus ENSSPAG00000021945
astatotilapia_calliptera ENSACLG00000002805
maylandia_zebra ENSMZEG00005017083
pundamilia_nyererei ENSPNYG00000018929
haplochromis_burtoni ENSHBUG00000012533
neolamprologus_brichardi ENSNBRG00000004242
amphilophus_citrinellus ENSACIG00000020687
seriola_dumerili ENSSDUG00000014959
seriola_lalandi_dorsalis ENSSLDG00000001997
anabas_testudineus ENSATEG00000005639
mola_mola ENSMMOG00000018162
hippocampus_comes ENSHCOG00000015513
esox_lucius ENSELUG00000011175
