eptatretus_burgeri ENSEBUG00000015858
petromyzon_marinus ENSPMAG00000002572
anser_brachyrhynchus ENSABRG00000009748
anas_platyrhynchos_platyrhynchos ENSAPLG00000027938
gallus_gallus ENSGALG00000004969
coturnix_japonica ENSCJPG00005012867
meleagris_gallopavo ENSMGAG00000004964
numida_meleagris ENSNMEG00000013438
lepidothrix_coronata ENSLCOG00000012189
manacus_vitellinus ENSMVIG00005001552
calidris_pygmaea ENSCPGG00000011833
calidris_pugnax ENSCPUG00000005452
melopsittacus_undulatus ENSMUNG00000011715
dromaius_novaehollandiae ENSDNVG00000001683
nothoprocta_perdicaria ENSNPEG00000005586
apteryx_owenii ENSAOWG00000015281
apteryx_rowi ENSARWG00000008305
apteryx_haastii ENSAHAG00000016633
crocodylus_porosus ENSCPRG00005019177
gopherus_agassizii ENSGAGG00000009507
chelonoidis_abingdonii ENSCABG00000022127
chrysemys_picta_bellii ENSCPBG00000026368
pelodiscus_sinensis ENSPSIG00000011745
sphenodon_punctatus ENSSPUG00000018140
taeniopygia_guttata ENSTGUG00000004111
lonchura_striata_domestica ENSLSDG00000009213
serinus_canaria ENSSCAG00000011112
junco_hyemalis ENSJHYG00000003927
zonotrichia_albicollis ENSZALG00000009450
taeniopygia_guttata ENSTGUG00000016943
ficedula_albicollis ENSFALG00000000010
parus_major ENSPMJG00000005043
cyanistes_caeruleus ENSCCEG00000024381
anolis_carolinensis ENSACAG00000013457
pogona_vitticeps ENSPVIG00000008329
salvator_merianae ENSSMRG00000019576
notechis_scutatus ENSNSUG00000005883
phascolarctos_cinereus ENSPCIG00000002040
notamacropus_eugenii ENSMEUG00000002342
sarcophilus_harrisii ENSSHAG00000006738
monodelphis_domestica ENSMODG00000006199
cricetulus_griseus_crigri_1.0 ENSCGRG00000013206
cricetulus_griseus_crigri-picr ENSCGRG00015003385
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010158
mesocricetus_auratus ENSMAUG00000018049
peromyscus_maniculatus_bairdii ENSPEMG00000026166
microtus_ochrogaster ENSMOCG00000013297
mus_spicilegus ENSMSIG00000031934
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030317
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029778
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028750
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022501
rattus_norvegicus ENSRNOG00000007955
meriones_unguiculatus ENSMUGG00000021082
nannospalax_galili ENSNGAG00000021746
jaculus_jaculus ENSJJAG00000015654
castor_canadensis ENSCCNG00000011450
dipodomys_ordii ENSDORG00000009509
chinchilla_lanigera ENSCLAG00000005949
octodon_degus ENSODEG00000002023
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000848
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001851
fukomys_damarensis ENSFDAG00000015866
cavia_porcellus ENSCPOG00000021191
vicugna_pacos ENSVPAG00000011058
ursus_maritimus ENSUMAG00000017853
mandrillus_leucophaeus ENSMLEG00000040251
cercocebus_atys ENSCATG00000034145
macaca_fascicularis ENSMFAG00000044354
macaca_nemestrina ENSMNEG00000028992
macaca_mulatta ENSMMUG00000001127
papio_anubis ENSPANG00000001070
theropithecus_gelada ENSTGEG00000016405
chlorocebus_sabaeus ENSCSAG00000009845
rhinopithecus_bieti ENSRBIG00000032580
