calidris_pugnax ENSCPUG00000017768
serinus_canaria ENSSCAG00000007802
apteryx_rowi ENSARWG00000006554
apteryx_owenii ENSAOWG00000005708
gopherus_agassizii ENSGAGG00000001596
rhinopithecus_roxellana ENSRROG00000013524
rhinopithecus_bieti ENSRBIG00000038539
rhinopithecus_bieti ENSRBIG00000029459
pan_troglodytes ENSPTRG00000047608
pan_paniscus ENSPPAG00000031560
gorilla_gorilla ENSGGOG00000026912
rhinopithecus_roxellana ENSRROG00000033990
rhinopithecus_bieti ENSRBIG00000040854
urocitellus_parryii ENSUPAG00010012646
meriones_unguiculatus ENSMUGG00000006581
