castor_canadensis ENSCCNG00000022221
dipodomys_ordii ENSDORG00000026831
mus_spicilegus ENSMSIG00000017070
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027468
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026489
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028820
rattus_norvegicus ENSRNOG00000013865
meriones_unguiculatus ENSMUGG00000025822
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024852
cricetulus_griseus_crigri_1.0 ENSCGRG00000013156
cricetulus_griseus_crigri-picr ENSCGRG00015007967
mesocricetus_auratus ENSMAUG00000003185
microtus_ochrogaster ENSMOCG00000017189
peromyscus_maniculatus_bairdii ENSPEMG00000009346
nannospalax_galili ENSNGAG00000008959
jaculus_jaculus ENSJJAG00000024131
chinchilla_lanigera ENSCLAG00000010163
octodon_degus ENSODEG00000004986
cavia_porcellus ENSCPOG00000006597
cavia_aperea ENSCAPG00000013673
fukomys_damarensis ENSFDAG00000016547
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013975
urocitellus_parryii ENSUPAG00010000770
ictidomys_tridecemlineatus ENSSTOG00000007662
spermophilus_dauricus ENSSDAG00000012905
marmota_marmota_marmota ENSMMMG00000008076
oryctolagus_cuniculus ENSOCUG00000016602
ochotona_princeps ENSOPRG00000006817
tupaia_belangeri ENSTBEG00000003711
pan_paniscus ENSPPAG00000032166
pan_troglodytes ENSPTRG00000000515
homo_sapiens ENSG00000163867
gorilla_gorilla ENSGGOG00000009644
pongo_abelii ENSPPYG00000001562
nomascus_leucogenys ENSNLEG00000003530
macaca_fascicularis ENSMFAG00000031368
macaca_mulatta ENSMMUG00000005000
macaca_nemestrina ENSMNEG00000040593
cercocebus_atys ENSCATG00000033137
mandrillus_leucophaeus ENSMLEG00000041873
theropithecus_gelada ENSTGEG00000018219
papio_anubis ENSPANG00000007234
piliocolobus_tephrosceles ENSPTEG00000020784
colobus_angolensis_palliatus ENSCANG00000034532
rhinopithecus_roxellana ENSRROG00000038464
rhinopithecus_bieti ENSRBIG00000034768
cebus_capucinus_imitator ENSCCAG00000012015
saimiri_boliviensis_boliviensis ENSSBOG00000001654
callithrix_jacchus ENSCJAG00000001408
aotus_nancymaae ENSANAG00000028623
carlito_syrichta ENSTSYG00000005579
propithecus_coquereli ENSPCOG00000028491
prolemur_simus ENSPSMG00000021165
microcebus_murinus ENSMICG00000013831
otolemur_garnettii ENSOGAG00000003533
ursus_americanus ENSUAMG00000023840
ursus_maritimus ENSUMAG00000008096
ailuropoda_melanoleuca ENSAMEG00000000868
neovison_vison ENSNVIG00000011609
canis_lupus_familiaris ENSCAFG00000003599
canis_lupus_dingo ENSCAFG00020010705
vulpes_vulpes ENSVVUG00000000957
panthera_pardus ENSPPRG00000004314
panthera_tigris_altaica ENSPTIG00000020730
felis_catus ENSFCAG00000029307
sorex_araneus ENSSARG00000004209
pteropus_vampyrus ENSPVAG00000002623
myotis_lucifugus ENSMLUG00000024173
equus_asinus_asinus ENSEASG00005012005
equus_caballus ENSECAG00000012042
bos_mutus ENSBMUG00000021455
bos_taurus ENSBTAG00000021948
bison_bison_bison ENSBBBG00000021438
capra_hircus ENSCHIG00000027001
ovis_aries ENSOARG00000019432
tursiops_truncatus ENSTTRG00000009066
sus_scrofa ENSSSCG00000034618
vicugna_pacos ENSVPAG00000006957
loxodonta_africana ENSLAFG00000001769
procavia_capensis ENSPCAG00000012447
echinops_telfairi ENSETEG00000002633
choloepus_hoffmanni ENSCHOG00000000414
dasypus_novemcinctus ENSDNOG00000004515
