mastacembelus_armatus ENSMAMG00000004764
monopterus_albus ENSMALG00000021532
anabas_testudineus ENSATEG00000020335
seriola_lalandi_dorsalis ENSSLDG00000021476
seriola_lalandi_dorsalis ENSSLDG00000005226
seriola_dumerili ENSSDUG00000017162
scophthalmus_maximus ENSSMAG00000008353
xiphophorus_maculatus ENSXMAG00000020252
xiphophorus_couchianus ENSXCOG00000020582
gambusia_affinis ENSGAFG00000021798
poecilia_formosa ENSPFOG00000020587
poecilia_formosa ENSPFOG00000020588
poecilia_latipinna ENSPLAG00000013048
poecilia_mexicana ENSPMEG00000010127
poecilia_reticulata ENSPREG00000019019
fundulus_heteroclitus ENSFHEG00000009732
cyprinodon_variegatus ENSCVAG00000014801
kryptolebias_marmoratus ENSKMAG00000002517
oryzias_latipes_asm223471v1 ENSORLG00020019771
oryzias_latipes_asm223467v1 ENSORLG00000011979
oryzias_latipes_asm223469v1 ENSORLG00015010568
oryzias_melastigma ENSOMEG00000012037
astatotilapia_calliptera ENSACLG00000027865
maylandia_zebra ENSMZEG00005017702
pundamilia_nyererei ENSPNYG00000014893
haplochromis_burtoni ENSHBUG00000013502
neolamprologus_brichardi ENSNBRG00000005790
oreochromis_niloticus ENSONIG00000020442
amphilophus_citrinellus ENSACIG00000000075
amphiprion_ocellaris ENSAOCG00000001333
amphiprion_percula ENSAPEG00000009108
acanthochromis_polyacanthus ENSAPOG00000010304
stegastes_partitus ENSSPAG00000014710
takifugu_rubripes ENSTRUG00000019732
tetraodon_nigroviridis ENSTNIG00000012169
mola_mola ENSMMOG00000017766
labrus_bergylta ENSLBEG00000001266
gasterosteus_aculeatus ENSGACG00000011461
cynoglossus_semilaevis ENSCSEG00000013749
hippocampus_comes ENSHCOG00000009824
periophthalmus_magnuspinnatus ENSPMGG00000016914
esox_lucius ENSELUG00000004287
pygocentrus_nattereri ENSPNAG00000029760
astyanax_mexicanus ENSAMXG00000024862
ictalurus_punctatus ENSIPUG00000024109
danio_rerio ENSDARG00000052121
paramormyrops_kingsleyae ENSPKIG00000021925
scleropages_formosus ENSSFOG00015003344
lepisosteus_oculatus ENSLOCG00000017315
anser_brachyrhynchus ENSABRG00000017743
anas_platyrhynchos_platyrhynchos ENSAPLG00000011769
gallus_gallus ENSGALG00000046408
meleagris_gallopavo ENSMGAG00000015796
numida_meleagris ENSNMEG00000009303
zonotrichia_albicollis ENSZALG00000013597
junco_hyemalis ENSJHYG00000011083
serinus_canaria ENSSCAG00000003622
taeniopygia_guttata ENSTGUG00000010148
lonchura_striata_domestica ENSLSDG00000015733
cyanistes_caeruleus ENSCCEG00000019564
parus_major ENSPMJG00000010027
ficedula_albicollis ENSFALG00000014365
manacus_vitellinus ENSMVIG00005007584
lepidothrix_coronata ENSLCOG00000013045
calidris_pygmaea ENSCPGG00000003727
calidris_pugnax ENSCPUG00000019321
melopsittacus_undulatus ENSMUNG00000004798
apteryx_haastii ENSAHAG00000011741
apteryx_owenii ENSAOWG00000001528
apteryx_rowi ENSARWG00000002590
dromaius_novaehollandiae ENSDNVG00000002372
nothoprocta_perdicaria ENSNPEG00000011402
crocodylus_porosus ENSCPRG00005011203
gopherus_agassizii ENSGAGG00000007563
chelonoidis_abingdonii ENSCABG00000014609
chrysemys_picta_bellii ENSCPBG00000012547
pelodiscus_sinensis ENSPSIG00000001813
anolis_carolinensis ENSACAG00000005102
pogona_vitticeps ENSPVIG00000017190
notechis_scutatus ENSNSUG00000008967
salvator_merianae ENSSMRG00000004809
sphenodon_punctatus ENSSPUG00000019087
castor_canadensis ENSCCNG00000028951
dipodomys_ordii ENSDORG00000027476
mus_spicilegus ENSMSIG00000004837
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024911
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032864
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024001
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025437
rattus_norvegicus ENSRNOG00000004623
meriones_unguiculatus ENSMUGG00000003614
