anas_platyrhynchos_platyrhynchos ENSAPLG00000027771
meleagris_gallopavo ENSMGAG00000013931
melopsittacus_undulatus ENSMUNG00000005146
dromaius_novaehollandiae ENSDNVG00000010553
ornithorhynchus_anatinus ENSOANG00000028638
anolis_carolinensis ENSACAG00000016346
chelonoidis_abingdonii ENSCABG00000005560
chelonoidis_abingdonii ENSCABG00000005558
cyanistes_caeruleus ENSCCEG00000014561
ornithorhynchus_anatinus ENSOANG00000004442
canis_lupus_familiaris ENSCAFG00000032345
oryzias_latipes_asm223471v1 ENSORLG00020014659
