ursus_maritimus ENSUMAG00000015388
ursus_americanus ENSUAMG00000012334
vulpes_vulpes ENSVVUG00000010096
canis_lupus_dingo ENSCAFG00020003031
neovison_vison ENSNVIG00000014092
panthera_pardus ENSPPRG00000017849
felis_catus ENSFCAG00000031452
vicugna_pacos ENSVPAG00000005966
tursiops_truncatus ENSTTRG00000011427
sorex_araneus ENSSARG00000010127
equus_asinus_asinus ENSEASG00005020924
equus_caballus ENSECAG00000039436
bison_bison_bison ENSBBBG00000012411
bos_taurus ENSBTAG00000025226
ovis_aries ENSOARG00000013639
capra_hircus ENSCHIG00000007518
erinaceus_europaeus ENSEEUG00000012434
panthera_tigris_altaica ENSPTIG00000004400
ailuropoda_melanoleuca ENSAMEG00000020140
pteropus_vampyrus ENSPVAG00000009690
microcebus_murinus ENSMICG00000014785
prolemur_simus ENSPSMG00000019257
nomascus_leucogenys ENSNLEG00000033233
aotus_nancymaae ENSANAG00000016486
pan_paniscus ENSPPAG00000018186
pan_troglodytes ENSPTRG00000049527
homo_sapiens ENSG00000182700
gorilla_gorilla ENSGGOG00000040159
pongo_abelii ENSPPYG00000015849
rhinopithecus_bieti ENSRBIG00000001118
rhinopithecus_roxellana ENSRROG00000026912
colobus_angolensis_palliatus ENSCANG00000038538
piliocolobus_tephrosceles ENSPTEG00000030825
macaca_fascicularis ENSMFAG00000018295
macaca_mulatta ENSMMUG00000040157
macaca_nemestrina ENSMNEG00000018399
papio_anubis ENSPANG00000030616
chlorocebus_sabaeus ENSCSAG00000000494
mandrillus_leucophaeus ENSMLEG00000003387
cercocebus_atys ENSCATG00000021454
theropithecus_gelada ENSTGEG00000024756
saimiri_boliviensis_boliviensis ENSSBOG00000019044
callithrix_jacchus ENSCJAG00000043302
cebus_capucinus_imitator ENSCCAG00000019928
ictidomys_tridecemlineatus ENSSTOG00000019598
urocitellus_parryii ENSUPAG00010022131
ochotona_princeps ENSOPRG00000006628
spermophilus_dauricus ENSSDAG00000016095
marmota_marmota_marmota ENSMMMG00000010213
cricetulus_griseus_crigri-picr ENSCGRG00015003104
cricetulus_griseus_crigri_1.0 ENSCGRG00000019332
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005066
mesocricetus_auratus ENSMAUG00000006054
peromyscus_maniculatus_bairdii ENSPEMG00000004181
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000110185
mus_spicilegus ENSMSIG00000029918
rattus_norvegicus ENSRNOG00000049067
meriones_unguiculatus ENSMUGG00000023783
nannospalax_galili ENSNGAG00000016182
dipodomys_ordii ENSDORG00000024838
octodon_degus ENSODEG00000018907
fukomys_damarensis ENSFDAG00000002387
propithecus_coquereli ENSPCOG00000026657
otolemur_garnettii ENSOGAG00000003373
carlito_syrichta ENSTSYG00000008348
tupaia_belangeri ENSTBEG00000006964
echinops_telfairi ENSETEG00000005111
procavia_capensis ENSPCAG00000013196
