capra_hircus ENSCHIG00000006391
ovis_aries ENSOARG00000004690
bos_mutus ENSBMUG00000014435
bos_taurus ENSBTAG00000003901
bison_bison_bison ENSBBBG00000001709
sus_scrofa ENSSSCG00000007252
tursiops_truncatus ENSTTRG00000014808
vicugna_pacos ENSVPAG00000010241
equus_caballus ENSECAG00000012102
ursus_americanus ENSUAMG00000023461
ursus_maritimus ENSUMAG00000024174
ailuropoda_melanoleuca ENSAMEG00000013257
neovison_vison ENSNVIG00000018344
mustela_putorius_furo ENSMPUG00000017868
canis_lupus_dingo ENSCAFG00020004474
canis_lupus_familiaris ENSCAFG00000007268
vulpes_vulpes ENSVVUG00000005117
panthera_pardus ENSPPRG00000014375
panthera_tigris_altaica ENSPTIG00000015474
felis_catus ENSFCAG00000007779
pteropus_vampyrus ENSPVAG00000015884
myotis_lucifugus ENSMLUG00000016384
erinaceus_europaeus ENSEEUG00000013168
sorex_araneus ENSSARG00000010313
rhinopithecus_roxellana ENSRROG00000000772
rhinopithecus_bieti ENSRBIG00000040209
rhinopithecus_bieti ENSRBIG00000033773
rhinopithecus_roxellana ENSRROG00000024123
colobus_angolensis_palliatus ENSCANG00000026885
piliocolobus_tephrosceles ENSPTEG00000005603
theropithecus_gelada ENSTGEG00000007505
papio_anubis ENSPANG00000013451
cercocebus_atys ENSCATG00000029815
mandrillus_leucophaeus ENSMLEG00000030375
macaca_mulatta ENSMMUG00000019474
macaca_fascicularis ENSMFAG00000040834
macaca_nemestrina ENSMNEG00000038981
chlorocebus_sabaeus ENSCSAG00000012573
pan_troglodytes ENSPTRG00000013384
pan_paniscus ENSPPAG00000034470
homo_sapiens ENSG00000088305
gorilla_gorilla ENSGGOG00000009533
pongo_abelii ENSPPYG00000010911
nomascus_leucogenys ENSNLEG00000009819
cebus_capucinus_imitator ENSCCAG00000020225
cebus_capucinus_imitator ENSCCAG00000027701
callithrix_jacchus ENSCJAG00000015617
saimiri_boliviensis_boliviensis ENSSBOG00000030711
aotus_nancymaae ENSANAG00000025386
cebus_capucinus_imitator ENSCCAG00000022714
aotus_nancymaae ENSANAG00000019513
carlito_syrichta ENSTSYG00000002000
propithecus_coquereli ENSPCOG00000025216
prolemur_simus ENSPSMG00000005201
microcebus_murinus ENSMICG00000006679
otolemur_garnettii ENSOGAG00000004720
tupaia_belangeri ENSTBEG00000010961
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011060
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013012
fukomys_damarensis ENSFDAG00000012781
chinchilla_lanigera ENSCLAG00000017043
octodon_degus ENSODEG00000011753
cavia_porcellus ENSCPOG00000024858
ictidomys_tridecemlineatus ENSSTOG00000006657
ictidomys_tridecemlineatus ENSSTOG00000031472
spermophilus_dauricus ENSSDAG00000000458
urocitellus_parryii ENSUPAG00010019383
marmota_marmota_marmota ENSMMMG00000023686
castor_canadensis ENSCCNG00000001775
dipodomys_ordii ENSDORG00000012834
mus_spicilegus ENSMSIG00000018600
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025412
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027478
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024491
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025934
rattus_norvegicus ENSRNOG00000010625
meriones_unguiculatus ENSMUGG00000013159
microtus_ochrogaster ENSMOCG00000015271
peromyscus_maniculatus_bairdii ENSPEMG00000005898
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012078
cricetulus_griseus_crigri_1.0 ENSCGRG00000009419
cricetulus_griseus_crigri-picr ENSCGRG00015001739
meriones_unguiculatus ENSMUGG00000013176
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000082079
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009911
cricetulus_griseus_crigri-picr ENSCGRG00015001606
cricetulus_griseus_crigri_1.0 ENSCGRG00000008095
peromyscus_maniculatus_bairdii ENSPEMG00000022892
nannospalax_galili ENSNGAG00000021463
jaculus_jaculus ENSJJAG00000000621
oryctolagus_cuniculus ENSOCUG00000017835
ochotona_princeps ENSOPRG00000006680
loxodonta_africana ENSLAFG00000016965
procavia_capensis ENSPCAG00000000810
echinops_telfairi ENSETEG00000020313
dasypus_novemcinctus ENSDNOG00000023970
choloepus_hoffmanni ENSCHOG00000006839
phascolarctos_cinereus ENSPCIG00000025372
monodelphis_domestica ENSMODG00000019447
sarcophilus_harrisii ENSSHAG00000005171
ornithorhynchus_anatinus ENSOANG00000012120
anolis_carolinensis ENSACAG00000009773
pogona_vitticeps ENSPVIG00000000699
notechis_scutatus ENSNSUG00000010976
salvator_merianae ENSSMRG00000019551
sphenodon_punctatus ENSSPUG00000018931
anser_brachyrhynchus ENSABRG00000020884
anas_platyrhynchos_platyrhynchos ENSAPLG00000003607
gallus_gallus ENSGALG00000041461
coturnix_japonica ENSCJPG00005005284
meleagris_gallopavo ENSMGAG00000007414
numida_meleagris ENSNMEG00000016349
calidris_pygmaea ENSCPGG00000018380
calidris_pugnax ENSCPUG00000005579
manacus_vitellinus ENSMVIG00005005873
lepidothrix_coronata ENSLCOG00000010082
cyanistes_caeruleus ENSCCEG00000003849
parus_major ENSPMJG00000006074
ficedula_albicollis ENSFALG00000005358
taeniopygia_guttata ENSTGUG00000006412
lonchura_striata_domestica ENSLSDG00000007526
serinus_canaria ENSSCAG00000014202
junco_hyemalis ENSJHYG00000014546
zonotrichia_albicollis ENSZALG00000003755
taeniopygia_guttata ENSTGUG00000014939
apteryx_haastii ENSAHAG00000016425
apteryx_owenii ENSAOWG00000003797
apteryx_rowi ENSARWG00000011132
dromaius_novaehollandiae ENSDNVG00000004655
melopsittacus_undulatus ENSMUNG00000005753
nothoprocta_perdicaria ENSNPEG00000007550
crocodylus_porosus ENSCPRG00005007963
chelonoidis_abingdonii ENSCABG00000003950
gopherus_agassizii ENSGAGG00000022511
chrysemys_picta_bellii ENSCPBG00000027461
chrysemys_picta_bellii ENSCPBG00000011536
chelonoidis_abingdonii ENSCABG00000009489
pelodiscus_sinensis ENSPSIG00000006741
latimeria_chalumnae ENSLACG00000008388
tetraodon_nigroviridis ENSTNIG00000006823
tetraodon_nigroviridis ENSTNIG00000006824
takifugu_rubripes ENSTRUG00000012300
mola_mola ENSMMOG00000010610
cynoglossus_semilaevis ENSCSEG00000018277
fundulus_heteroclitus ENSFHEG00000016435
cyprinodon_variegatus ENSCVAG00000006856
xiphophorus_maculatus ENSXMAG00000009115
xiphophorus_couchianus ENSXCOG00000016814
poecilia_formosa ENSPFOG00000011151
poecilia_latipinna ENSPLAG00000006264
poecilia_mexicana ENSPMEG00000016023
poecilia_reticulata ENSPREG00000019660
gambusia_affinis ENSGAFG00000001656
amphiprion_ocellaris ENSAOCG00000014387
amphiprion_percula ENSAPEG00000021522
acanthochromis_polyacanthus ENSAPOG00000011282
stegastes_partitus ENSSPAG00000020785
astatotilapia_calliptera ENSACLG00000009337
pundamilia_nyererei ENSPNYG00000023855
maylandia_zebra ENSMZEG00005026838
haplochromis_burtoni ENSHBUG00000013316
neolamprologus_brichardi ENSNBRG00000009140
oreochromis_niloticus ENSONIG00000014841
amphilophus_citrinellus ENSACIG00000009003
seriola_dumerili ENSSDUG00000007305
seriola_lalandi_dorsalis ENSSLDG00000000618
scophthalmus_maximus ENSSMAG00000016844
oryzias_latipes_asm223469v1 ENSORLG00015018199
oryzias_latipes_asm223467v1 ENSORLG00000020242
oryzias_latipes_asm223471v1 ENSORLG00020003729
oryzias_melastigma ENSOMEG00000008096
cynoglossus_semilaevis ENSCSEG00000008919
monopterus_albus ENSMALG00000001295
mastacembelus_armatus ENSMAMG00000007937
anabas_testudineus ENSATEG00000024805
gasterosteus_aculeatus ENSGACG00000010273
hippocampus_comes ENSHCOG00000004544
periophthalmus_magnuspinnatus ENSPMGG00000014283
gadus_morhua ENSGMOG00000015045
esox_lucius ENSELUG00000002917
pygocentrus_nattereri ENSPNAG00000015899
astyanax_mexicanus ENSAMXG00000019567
ictalurus_punctatus ENSIPUG00000011108
danio_rerio ENSDARG00000036791
scleropages_formosus ENSSFOG00015000767
paramormyrops_kingsleyae ENSPKIG00000004443
lepisosteus_oculatus ENSLOCG00000005701
paramormyrops_kingsleyae ENSPKIG00000004979
scleropages_formosus ENSSFOG00015020637
poecilia_mexicana ENSPMEG00000002853
xiphophorus_couchianus ENSXCOG00000001576
sphenodon_punctatus ENSSPUG00000015666
labrus_bergylta ENSLBEG00000010635
eptatretus_burgeri ENSEBUG00000007129
