myotis_lucifugus ENSMLUG00000024132
jaculus_jaculus ENSJJAG00000015032
octodon_degus ENSODEG00000017579
oryctolagus_cuniculus ENSOCUG00000023902
ochotona_princeps ENSOPRG00000018793
choloepus_hoffmanni ENSCHOG00000000523
dasypus_novemcinctus ENSDNOG00000036721
loxodonta_africana ENSLAFG00000020551
rhinopithecus_bieti ENSRBIG00000007299
rhinopithecus_roxellana ENSRROG00000035507
piliocolobus_tephrosceles ENSPTEG00000021844
colobus_angolensis_palliatus ENSCANG00000023382
macaca_fascicularis ENSMFAG00000000651
macaca_mulatta ENSMMUG00000039101
macaca_nemestrina ENSMNEG00000035538
mandrillus_leucophaeus ENSMLEG00000039113
papio_anubis ENSPANG00000010902
theropithecus_gelada ENSTGEG00000011943
cercocebus_atys ENSCATG00000011829
chlorocebus_sabaeus ENSCSAG00000016692
pan_paniscus ENSPPAG00000038951
pan_troglodytes ENSPTRG00000034409
homo_sapiens ENSG00000152684
gorilla_gorilla ENSGGOG00000012635
pongo_abelii ENSPPYG00000015451
nomascus_leucogenys ENSNLEG00000035970
cebus_capucinus_imitator ENSCCAG00000035600
callithrix_jacchus ENSCJAG00000035190
saimiri_boliviensis_boliviensis ENSSBOG00000036140
aotus_nancymaae ENSANAG00000014096
carlito_syrichta ENSTSYG00000005203
microcebus_murinus ENSMICG00000044040
prolemur_simus ENSPSMG00000001502
propithecus_coquereli ENSPCOG00000021178
otolemur_garnettii ENSOGAG00000027940
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005932
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017627
fukomys_damarensis ENSFDAG00000002076
cavia_porcellus ENSCPOG00000027406
chinchilla_lanigera ENSCLAG00000005043
urocitellus_parryii ENSUPAG00010005244
spermophilus_dauricus ENSSDAG00000023114
marmota_marmota_marmota ENSMMMG00000009680
ictidomys_tridecemlineatus ENSSTOG00000027378
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024665
cricetulus_griseus_crigri_1.0 ENSCGRG00000004570
cricetulus_griseus_crigri-picr ENSCGRG00015020845
mesocricetus_auratus ENSMAUG00000009770
microtus_ochrogaster ENSMOCG00000017554
peromyscus_maniculatus_bairdii ENSPEMG00000015584
mus_spicilegus ENSMSIG00000000038
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019793
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042275
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018915
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015985
rattus_norvegicus ENSRNOG00000061128
meriones_unguiculatus ENSMUGG00000026427
nannospalax_galili ENSNGAG00000019331
castor_canadensis ENSCCNG00000008286
ovis_aries ENSOARG00000008324
capra_hircus ENSCHIG00000016410
bos_mutus ENSBMUG00000019928
bos_taurus ENSBTAG00000003268
bison_bison_bison ENSBBBG00000007696
sus_scrofa ENSSSCG00000016884
