mola_mola ENSMMOG00000013960
takifugu_rubripes ENSTRUG00000022648
labrus_bergylta ENSLBEG00000023448
monopterus_albus ENSMALG00000000070
mastacembelus_armatus ENSMAMG00000018795
anabas_testudineus ENSATEG00000024055
anabas_testudineus ENSATEG00000014861
scophthalmus_maximus ENSSMAG00000016317
cynoglossus_semilaevis ENSCSEG00000005166
seriola_dumerili ENSSDUG00000002598
seriola_lalandi_dorsalis ENSSLDG00000024993
amphiprion_percula ENSAPEG00000016184
amphiprion_ocellaris ENSAOCG00000014765
acanthochromis_polyacanthus ENSAPOG00000017426
stegastes_partitus ENSSPAG00000010786
maylandia_zebra ENSMZEG00005020155
astatotilapia_calliptera ENSACLG00000024357
pundamilia_nyererei ENSPNYG00000008491
haplochromis_burtoni ENSHBUG00000010223
neolamprologus_brichardi ENSNBRG00000004808
oreochromis_niloticus ENSONIG00000002206
amphilophus_citrinellus ENSACIG00000021492
xiphophorus_maculatus ENSXMAG00000016679
gambusia_affinis ENSGAFG00000019201
poecilia_formosa ENSPFOG00000008974
poecilia_latipinna ENSPLAG00000023523
poecilia_mexicana ENSPMEG00000005083
poecilia_reticulata ENSPREG00000022814
fundulus_heteroclitus ENSFHEG00000016188
cyprinodon_variegatus ENSCVAG00000013778
kryptolebias_marmoratus ENSKMAG00000014236
oryzias_latipes_asm223467v1 ENSORLG00000004677
oryzias_latipes_asm223469v1 ENSORLG00015006570
oryzias_latipes_asm223471v1 ENSORLG00020014698
oryzias_melastigma ENSOMEG00000004010
hippocampus_comes ENSHCOG00000020375
esox_lucius ENSELUG00000007785
pygocentrus_nattereri ENSPNAG00000017852
astyanax_mexicanus ENSAMXG00000040131
ictalurus_punctatus ENSIPUG00000014594
astyanax_mexicanus ENSAMXG00000015187
danio_rerio ENSDARG00000056961
paramormyrops_kingsleyae ENSPKIG00000012329
lepisosteus_oculatus ENSLOCG00000001300
amphiprion_ocellaris ENSAOCG00000001110
stegastes_partitus ENSSPAG00000007156
maylandia_zebra ENSMZEG00005014426
astatotilapia_calliptera ENSACLG00000015315
haplochromis_burtoni ENSHBUG00000003313
oryzias_latipes_asm223471v1 ENSORLG00020020230
oryzias_latipes_asm223467v1 ENSORLG00000004038
oryzias_latipes_asm223469v1 ENSORLG00015015981
poecilia_formosa ENSPFOG00000014486
danio_rerio ENSDARG00000086851
chrysemys_picta_bellii ENSCPBG00000009819
gopherus_agassizii ENSGAGG00000022891
chelonoidis_abingdonii ENSCABG00000021787
pelodiscus_sinensis ENSPSIG00000013126
crocodylus_porosus ENSCPRG00005014955
sphenodon_punctatus ENSSPUG00000009149
numida_meleagris ENSNMEG00000017460
gallus_gallus ENSGALG00000052799
meleagris_gallopavo ENSMGAG00000006968
gallus_gallus ENSGALG00000004878
anas_platyrhynchos_platyrhynchos ENSAPLG00000005509
anser_brachyrhynchus ENSABRG00000006398
calidris_pugnax ENSCPUG00000019874
calidris_pygmaea ENSCPGG00000007747
lonchura_striata_domestica ENSLSDG00000016363
taeniopygia_guttata ENSTGUG00000002214
junco_hyemalis ENSJHYG00000004672
zonotrichia_albicollis ENSZALG00000010732
serinus_canaria ENSSCAG00000003346
cyanistes_caeruleus ENSCCEG00000012460
parus_major ENSPMJG00000009236
ficedula_albicollis ENSFALG00000003840
lepidothrix_coronata ENSLCOG00000008232
manacus_vitellinus ENSMVIG00005011198
apteryx_haastii ENSAHAG00000017687
apteryx_rowi ENSARWG00000013291
apteryx_owenii ENSAOWG00000010502
dromaius_novaehollandiae ENSDNVG00000018153
salvator_merianae ENSSMRG00000007887
ornithorhynchus_anatinus ENSOANG00000032196
phascolarctos_cinereus ENSPCIG00000009159
xenopus_tropicalis ENSXETG00000013442
latimeria_chalumnae ENSLACG00000010945
