sus_scrofa ENSSSCG00000038793
canis_lupus_dingo ENSCAFG00020024918
colobus_angolensis_palliatus ENSCANG00000030933
rhinopithecus_roxellana ENSRROG00000039973
theropithecus_gelada ENSTGEG00000013617
pan_troglodytes ENSPTRG00000047758
pan_paniscus ENSPPAG00000024178
gorilla_gorilla ENSGGOG00000042517
aotus_nancymaae ENSANAG00000037861
meriones_unguiculatus ENSMUGG00000022945
panthera_tigris_altaica ENSPTIG00000006325
capra_hircus ENSCHIG00000021328
bos_taurus ENSBTAG00000052361
bos_mutus ENSBMUG00000017599
prolemur_simus ENSPSMG00000023999
