monodelphis_domestica ENSMODG00000019545
phascolarctos_cinereus ENSPCIG00000009901
sarcophilus_harrisii ENSSHAG00000012264
ovis_aries ENSOARG00000018747
capra_hircus ENSCHIG00000022078
bos_taurus ENSBTAG00000001376
bos_mutus ENSBMUG00000016172
bison_bison_bison ENSBBBG00000009638
sus_scrofa ENSSSCG00000007191
ursus_americanus ENSUAMG00000006567
ursus_maritimus ENSUMAG00000001373
ailuropoda_melanoleuca ENSAMEG00000014153
neovison_vison ENSNVIG00000010112
mustela_putorius_furo ENSMPUG00000017939
canis_lupus_familiaris ENSCAFG00000006827
canis_lupus_dingo ENSCAFG00020003941
vulpes_vulpes ENSVVUG00000008057
panthera_pardus ENSPPRG00000007575
panthera_tigris_altaica ENSPTIG00000006165
felis_catus ENSFCAG00000027506
equus_asinus_asinus ENSEASG00005003556
equus_caballus ENSECAG00000023531
myotis_lucifugus ENSMLUG00000008566
tupaia_belangeri ENSTBEG00000013257
dasypus_novemcinctus ENSDNOG00000033441
loxodonta_africana ENSLAFG00000027962
pan_paniscus ENSPPAG00000009647
pan_troglodytes ENSPTRG00000013160
homo_sapiens ENSG00000244588
gorilla_gorilla ENSGGOG00000003368
nomascus_leucogenys ENSNLEG00000009376
pongo_abelii ENSPPYG00000010856
rhinopithecus_bieti ENSRBIG00000038890
rhinopithecus_roxellana ENSRROG00000032569
piliocolobus_tephrosceles ENSPTEG00000033985
colobus_angolensis_palliatus ENSCANG00000037653
theropithecus_gelada ENSTGEG00000010127
papio_anubis ENSPANG00000018782
cercocebus_atys ENSCATG00000041428
mandrillus_leucophaeus ENSMLEG00000034187
macaca_mulatta ENSMMUG00000018159
macaca_nemestrina ENSMNEG00000042878
macaca_fascicularis ENSMFAG00000032243
chlorocebus_sabaeus ENSCSAG00000010561
saimiri_boliviensis_boliviensis ENSSBOG00000021804
cebus_capucinus_imitator ENSCCAG00000024151
callithrix_jacchus ENSCJAG00000020893
aotus_nancymaae ENSANAG00000028990
carlito_syrichta ENSTSYG00000029957
propithecus_coquereli ENSPCOG00000002930
microcebus_murinus ENSMICG00000014367
prolemur_simus ENSPSMG00000000712
otolemur_garnettii ENSOGAG00000014582
chinchilla_lanigera ENSCLAG00000000160
octodon_degus ENSODEG00000000769
cavia_aperea ENSCAPG00000000260
cavia_porcellus ENSCPOG00000000464
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018570
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002337
fukomys_damarensis ENSFDAG00000005059
spermophilus_dauricus ENSSDAG00000005097
marmota_marmota_marmota ENSMMMG00000023858
urocitellus_parryii ENSUPAG00010018392
ictidomys_tridecemlineatus ENSSTOG00000025206
castor_canadensis ENSCCNG00000001961
dipodomys_ordii ENSDORG00000025118
mus_spicilegus ENSMSIG00000016546
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025359
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074704
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024438
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025881
rattus_norvegicus ENSRNOG00000022335
meriones_unguiculatus ENSMUGG00000007652
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022488
cricetulus_griseus_crigri_1.0 ENSCGRG00000003674
cricetulus_griseus_crigri-picr ENSCGRG00015004358
mesocricetus_auratus ENSMAUG00000001086
peromyscus_maniculatus_bairdii ENSPEMG00000023240
microtus_ochrogaster ENSMOCG00000001417
nannospalax_galili ENSNGAG00000020061
jaculus_jaculus ENSJJAG00000018022
oryctolagus_cuniculus ENSOCUG00000003130
ochotona_princeps ENSOPRG00000003515
echinops_telfairi ENSETEG00000007444
sorex_araneus ENSSARG00000009006
ornithorhynchus_anatinus ENSOANG00000020314
crocodylus_porosus ENSCPRG00005007499
crocodylus_porosus ENSCPRG00005007496
anser_brachyrhynchus ENSABRG00000004368
anas_platyrhynchos_platyrhynchos ENSAPLG00000009865
gallus_gallus ENSGALG00000006186
meleagris_gallopavo ENSMGAG00000008017
coturnix_japonica ENSCJPG00005005850
numida_meleagris ENSNMEG00000016155
taeniopygia_guttata ENSTGUG00000006892
lonchura_striata_domestica ENSLSDG00000006613
cyanistes_caeruleus ENSCCEG00000000061
parus_major ENSPMJG00000007021
zonotrichia_albicollis ENSZALG00000003678
junco_hyemalis ENSJHYG00000013604
ficedula_albicollis ENSFALG00000005773
manacus_vitellinus ENSMVIG00005005691
lepidothrix_coronata ENSLCOG00000014018
melopsittacus_undulatus ENSMUNG00000003378
calidris_pygmaea ENSCPGG00000000148
calidris_pugnax ENSCPUG00000006314
apteryx_owenii ENSAOWG00000002276
apteryx_haastii ENSAHAG00000010093
apteryx_rowi ENSARWG00000009762
dromaius_novaehollandiae ENSDNVG00000003828
dromaius_novaehollandiae ENSDNVG00000003817
nothoprocta_perdicaria ENSNPEG00000008050
gopherus_agassizii ENSGAGG00000009339
gopherus_agassizii ENSGAGG00000009338
chelonoidis_abingdonii ENSCABG00000016996
chrysemys_picta_bellii ENSCPBG00000027645
pelodiscus_sinensis ENSPSIG00000016319
pogona_vitticeps ENSPVIG00000011389
anolis_carolinensis ENSACAG00000008407
notechis_scutatus ENSNSUG00000005134
sphenodon_punctatus ENSSPUG00000018681
sphenodon_punctatus ENSSPUG00000018679
