junco_hyemalis ENSJHYG00000009180
cyanistes_caeruleus ENSCCEG00000019530
lonchura_striata_domestica ENSLSDG00000012332
ficedula_albicollis ENSFALG00000010630
parus_major ENSPMJG00000007286
lepidothrix_coronata ENSLCOG00000005330
calidris_pugnax ENSCPUG00000002587
calidris_pygmaea ENSCPGG00000016247
gallus_gallus ENSGALG00000041454
meleagris_gallopavo ENSMGAG00000014078
coturnix_japonica ENSCJPG00005012252
numida_meleagris ENSNMEG00000007235
anser_brachyrhynchus ENSABRG00000011654
melopsittacus_undulatus ENSMUNG00000010461
apteryx_owenii ENSAOWG00000007420
apteryx_rowi ENSARWG00000013679
apteryx_haastii ENSAHAG00000000746
dromaius_novaehollandiae ENSDNVG00000007028
gopherus_agassizii ENSGAGG00000010729
chelonoidis_abingdonii ENSCABG00000003418
gopherus_agassizii ENSGAGG00000018834
chrysemys_picta_bellii ENSCPBG00000010847
pogona_vitticeps ENSPVIG00000009135
anolis_carolinensis ENSACAG00000008029
salvator_merianae ENSSMRG00000013051
notechis_scutatus ENSNSUG00000005469
notamacropus_eugenii ENSMEUG00000008520
notamacropus_eugenii ENSMEUG00000001279
phascolarctos_cinereus ENSPCIG00000025236
sarcophilus_harrisii ENSSHAG00000007509
monodelphis_domestica ENSMODG00000015850
monodelphis_domestica ENSMODG00000027850
ornithorhynchus_anatinus ENSOANG00000015836
erinaceus_europaeus ENSEEUG00000005098
sorex_araneus ENSSARG00000003748
echinops_telfairi ENSETEG00000012543
propithecus_coquereli ENSPCOG00000025150
prolemur_simus ENSPSMG00000005403
microcebus_murinus ENSMICG00000004108
microcebus_murinus ENSMICG00000030149
microcebus_murinus ENSMICG00000036558
otolemur_garnettii ENSOGAG00000015182
carlito_syrichta ENSTSYG00000010643
castor_canadensis ENSCCNG00000021877
dipodomys_ordii ENSDORG00000010021
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020661
mus_spicilegus ENSMSIG00000029189
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017575
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029336
rattus_norvegicus ENSRNOG00000026649
meriones_unguiculatus ENSMUGG00000017054
cricetulus_griseus_crigri_1.0 ENSCGRG00000011337
cricetulus_griseus_crigri-picr ENSCGRG00015026756
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020172
mesocricetus_auratus ENSMAUG00000012211
microtus_ochrogaster ENSMOCG00000020449
microtus_ochrogaster ENSMOCG00000012986
peromyscus_maniculatus_bairdii ENSPEMG00000006987
peromyscus_maniculatus_bairdii ENSPEMG00000026272
nannospalax_galili ENSNGAG00000004262
jaculus_jaculus ENSJJAG00000002007
chinchilla_lanigera ENSCLAG00000011272
octodon_degus ENSODEG00000000117
cavia_porcellus ENSCPOG00000020900
cavia_aperea ENSCAPG00000006958
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018839
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014901
fukomys_damarensis ENSFDAG00000017260
ictidomys_tridecemlineatus ENSSTOG00000022154
urocitellus_parryii ENSUPAG00010008081
spermophilus_dauricus ENSSDAG00000023926
marmota_marmota_marmota ENSMMMG00000021507
loxodonta_africana ENSLAFG00000013263
procavia_capensis ENSPCAG00000006990
choloepus_hoffmanni ENSCHOG00000008237
pan_paniscus ENSPPAG00000037925
pan_troglodytes ENSPTRG00000011723
gorilla_gorilla ENSGGOG00000012524
homo_sapiens ENSG00000119772
pongo_abelii ENSPPYG00000012591
nomascus_leucogenys ENSNLEG00000026822
aotus_nancymaae ENSANAG00000037790
macaca_mulatta ENSMMUG00000013565
macaca_fascicularis ENSMFAG00000031180
macaca_nemestrina ENSMNEG00000038454
mandrillus_leucophaeus ENSMLEG00000034751
theropithecus_gelada ENSTGEG00000020589
papio_anubis ENSPANG00000009987
chlorocebus_sabaeus ENSCSAG00000008584
rhinopithecus_roxellana ENSRROG00000033151
rhinopithecus_bieti ENSRBIG00000031793
colobus_angolensis_palliatus ENSCANG00000037245
cercocebus_atys ENSCATG00000003150
chlorocebus_sabaeus ENSCSAG00000008593
piliocolobus_tephrosceles ENSPTEG00000037907
ornithorhynchus_anatinus ENSOANG00000029145
cebus_capucinus_imitator ENSCCAG00000037628
saimiri_boliviensis_boliviensis ENSSBOG00000027618
callithrix_jacchus ENSCJAG00000008172
aotus_nancymaae ENSANAG00000034513
ovis_aries ENSOARG00000018298
capra_hircus ENSCHIG00000014247
bos_mutus ENSBMUG00000006671
bos_taurus ENSBTAG00000021143
bison_bison_bison ENSBBBG00000004490
sus_scrofa ENSSSCG00000029413
ursus_americanus ENSUAMG00000009642
ursus_maritimus ENSUMAG00000022397
