phascolarctos_cinereus ENSPCIG00000020658
notamacropus_eugenii ENSMEUG00000012536
monodelphis_domestica ENSMODG00000017626
sarcophilus_harrisii ENSSHAG00000006113
equus_caballus ENSECAG00000037648
equus_asinus_asinus ENSEASG00005000974
myotis_lucifugus ENSMLUG00000001582
ursus_americanus ENSUAMG00000027499
ursus_maritimus ENSUMAG00000017224
ailuropoda_melanoleuca ENSAMEG00000004499
neovison_vison ENSNVIG00000015270
canis_lupus_dingo ENSCAFG00020003438
canis_lupus_familiaris ENSCAFG00000003002
vulpes_vulpes ENSVVUG00000005166
panthera_pardus ENSPPRG00000022670
panthera_tigris_altaica ENSPTIG00000019965
felis_catus ENSFCAG00000013919
pteropus_vampyrus ENSPVAG00000015940
bison_bison_bison ENSBBBG00000001497
bos_mutus ENSBMUG00000010249
bos_taurus ENSBTAG00000019698
capra_hircus ENSCHIG00000020895
ovis_aries ENSOARG00000020206
sus_scrofa ENSSSCG00000036395
tursiops_truncatus ENSTTRG00000005896
vicugna_pacos ENSVPAG00000003021
erinaceus_europaeus ENSEEUG00000001319
sorex_araneus ENSSARG00000000180
castor_canadensis ENSCCNG00000007931
dipodomys_ordii ENSDORG00000024253
mus_spicilegus ENSMSIG00000009780
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078577
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027399
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026422
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028751
rattus_norvegicus ENSRNOG00000012340
meriones_unguiculatus ENSMUGG00000007387
cricetulus_griseus_crigri_1.0 ENSCGRG00000010378
cricetulus_griseus_crigri-picr ENSCGRG00015003702
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013255
mesocricetus_auratus ENSMAUG00000005482
peromyscus_maniculatus_bairdii ENSPEMG00000018032
microtus_ochrogaster ENSMOCG00000008800
nannospalax_galili ENSNGAG00000000988
jaculus_jaculus ENSJJAG00000006506
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001910
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012956
fukomys_damarensis ENSFDAG00000010426
octodon_degus ENSODEG00000008442
chinchilla_lanigera ENSCLAG00000013078
cavia_porcellus ENSCPOG00000004615
ictidomys_tridecemlineatus ENSSTOG00000004814
urocitellus_parryii ENSUPAG00010016423
spermophilus_dauricus ENSSDAG00000003919
marmota_marmota_marmota ENSMMMG00000002664
oryctolagus_cuniculus ENSOCUG00000017275
pan_paniscus ENSPPAG00000028744
pan_troglodytes ENSPTRG00000000586
homo_sapiens ENSG00000188800
gorilla_gorilla ENSGGOG00000015048
pongo_abelii ENSPPYG00000001493
nomascus_leucogenys ENSNLEG00000012130
macaca_nemestrina ENSMNEG00000034686
macaca_fascicularis ENSMFAG00000038683
macaca_mulatta ENSMMUG00000045919
chlorocebus_sabaeus ENSCSAG00000001144
theropithecus_gelada ENSTGEG00000023938
papio_anubis ENSPANG00000006394
cercocebus_atys ENSCATG00000044427
mandrillus_leucophaeus ENSMLEG00000034301
colobus_angolensis_palliatus ENSCANG00000028982
piliocolobus_tephrosceles ENSPTEG00000029605
rhinopithecus_roxellana ENSRROG00000041961
rhinopithecus_bieti ENSRBIG00000037974
saimiri_boliviensis_boliviensis ENSSBOG00000036191
cebus_capucinus_imitator ENSCCAG00000028511
callithrix_jacchus ENSCJAG00000002830
aotus_nancymaae ENSANAG00000033235
carlito_syrichta ENSTSYG00000013510
propithecus_coquereli ENSPCOG00000009437
microcebus_murinus ENSMICG00000014156
prolemur_simus ENSPSMG00000012917
otolemur_garnettii ENSOGAG00000002767
tupaia_belangeri ENSTBEG00000004400
dasypus_novemcinctus ENSDNOG00000045954
choloepus_hoffmanni ENSCHOG00000002243
procavia_capensis ENSPCAG00000003447
echinops_telfairi ENSETEG00000015448
loxodonta_africana ENSLAFG00000015728
