choloepus_hoffmanni ENSCHOG00000002905
loxodonta_africana ENSLAFG00000025748
equus_asinus_asinus ENSEASG00005001623
equus_caballus ENSECAG00000005259
equus_caballus ENSECAG00000005004
canis_lupus_dingo ENSCAFG00020009465
canis_lupus_familiaris ENSCAFG00000030351
canis_lupus_dingo ENSCAFG00020009435
canis_lupus_familiaris ENSCAFG00000032552
vulpes_vulpes ENSVVUG00000024450
neovison_vison ENSNVIG00000001291
myotis_lucifugus ENSMLUG00000025410
bos_mutus ENSBMUG00000019385
bison_bison_bison ENSBBBG00000005737
gorilla_gorilla ENSGGOG00000010084
homo_sapiens ENSG00000183389
pan_paniscus ENSPPAG00000019397
pan_troglodytes ENSPTRG00000003273
pongo_abelii ENSPPYG00000003556
macaca_nemestrina ENSMNEG00000038450
macaca_fascicularis ENSMFAG00000040125
macaca_mulatta ENSMMUG00000013978
theropithecus_gelada ENSTGEG00000021059
chlorocebus_sabaeus ENSCSAG00000019340
rhinopithecus_bieti ENSRBIG00000040992
rhinopithecus_roxellana ENSRROG00000001426
piliocolobus_tephrosceles ENSPTEG00000038244
cebus_capucinus_imitator ENSCCAG00000010692
saimiri_boliviensis_boliviensis ENSSBOG00000034881
callithrix_jacchus ENSCJAG00000047977
aotus_nancymaae ENSANAG00000021719
carlito_syrichta ENSTSYG00000027316
prolemur_simus ENSPSMG00000014037
otolemur_garnettii ENSOGAG00000026929
cricetulus_griseus_crigri-picr ENSCGRG00015011043
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007102
peromyscus_maniculatus_bairdii ENSPEMG00000014888
mus_spicilegus ENSMSIG00000013588
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044120
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031327
meriones_unguiculatus ENSMUGG00000011737
nannospalax_galili ENSNGAG00000007882
spermophilus_dauricus ENSSDAG00000021613
ictidomys_tridecemlineatus ENSSTOG00000015291
marmota_marmota_marmota ENSMMMG00000007974
marmota_marmota_marmota ENSMMMG00000014613
theropithecus_gelada ENSTGEG00000021098
macaca_mulatta ENSMMUG00000040939
castor_canadensis ENSCCNG00000002079
dipodomys_ordii ENSDORG00000023235
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047225
mus_spicilegus ENSMSIG00000013571
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030217
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030218
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013433
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013432
rattus_norvegicus ENSRNOG00000017366
meriones_unguiculatus ENSMUGG00000000300
peromyscus_maniculatus_bairdii ENSPEMG00000005422
microtus_ochrogaster ENSMOCG00000013204
cricetulus_griseus_crigri-picr ENSCGRG00015011057
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012677
cricetulus_griseus_crigri_1.0 ENSCGRG00000018922
jaculus_jaculus ENSJJAG00000011878
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021233
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021323
octodon_degus ENSODEG00000019606
ictidomys_tridecemlineatus ENSSTOG00000030362
marmota_marmota_marmota ENSMMMG00000014651
urocitellus_parryii ENSUPAG00010006089
spermophilus_dauricus ENSSDAG00000021607
aotus_nancymaae ENSANAG00000027487
oryctolagus_cuniculus ENSOCUG00000006619
notamacropus_eugenii ENSMEUG00000003009
monodelphis_domestica ENSMODG00000011287
sarcophilus_harrisii ENSSHAG00000001121
microcebus_murinus ENSMICG00000045298
tupaia_belangeri ENSTBEG00000009438
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024880
cricetulus_griseus_crigri_1.0 ENSCGRG00000006957
cricetulus_griseus_crigri-picr ENSCGRG00015011037
mesocricetus_auratus ENSMAUG00000020299
microtus_ochrogaster ENSMOCG00000001983
peromyscus_maniculatus_bairdii ENSPEMG00000015213
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000059768
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041885
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031326
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030216
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013431
rattus_norvegicus ENSRNOG00000017362
meriones_unguiculatus ENSMUGG00000011743
nannospalax_galili ENSNGAG00000009977
castor_canadensis ENSCCNG00000002087
ictidomys_tridecemlineatus ENSSTOG00000003642
urocitellus_parryii ENSUPAG00010019961
marmota_marmota_marmota ENSMMMG00000014571
myotis_lucifugus ENSMLUG00000007024
pteropus_vampyrus ENSPVAG00000010941
ovis_aries ENSOARG00000018921
erinaceus_europaeus ENSEEUG00000014984
sorex_araneus ENSSARG00000000379
dasypus_novemcinctus ENSDNOG00000019686
sarcophilus_harrisii ENSSHAG00000016056
sarcophilus_harrisii ENSSHAG00000000738
notamacropus_eugenii ENSMEUG00000007240
monodelphis_domestica ENSMODG00000027711
microtus_ochrogaster ENSMOCG00000011458
procavia_capensis ENSPCAG00000007286
