pan_paniscus ENSPPAG00000036578
pan_troglodytes ENSPTRG00000012210
homo_sapiens ENSG00000144026
gorilla_gorilla ENSGGOG00000016374
pongo_abelii ENSPPYG00000012052
nomascus_leucogenys ENSNLEG00000029875
macaca_nemestrina ENSMNEG00000015287
macaca_fascicularis ENSMFAG00000034668
macaca_mulatta ENSMMUG00000022923
papio_anubis ENSPANG00000026450
cercocebus_atys ENSCATG00000027786
mandrillus_leucophaeus ENSMLEG00000018264
theropithecus_gelada ENSTGEG00000010593
piliocolobus_tephrosceles ENSPTEG00000027128
colobus_angolensis_palliatus ENSCANG00000029219
rhinopithecus_bieti ENSRBIG00000014389
rhinopithecus_roxellana ENSRROG00000044163
saimiri_boliviensis_boliviensis ENSSBOG00000023865
cebus_capucinus_imitator ENSCCAG00000035120
callithrix_jacchus ENSCJAG00000043223
aotus_nancymaae ENSANAG00000026385
carlito_syrichta ENSTSYG00000009690
microcebus_murinus ENSMICG00000011286
prolemur_simus ENSPSMG00000017389
propithecus_coquereli ENSPCOG00000013595
otolemur_garnettii ENSOGAG00000029536
castor_canadensis ENSCCNG00000010232
castor_canadensis ENSCCNG00000010227
sus_scrofa ENSSSCG00000031072
vicugna_pacos ENSVPAG00000003676
bos_mutus ENSBMUG00000024836
bos_taurus ENSBTAG00000001947
bison_bison_bison ENSBBBG00000025371
capra_hircus ENSCHIG00000023386
ovis_aries ENSOARG00000014179
tursiops_truncatus ENSTTRG00000004966
sorex_araneus ENSSARG00000013807
equus_asinus_asinus ENSEASG00005005275
equus_caballus ENSECAG00000018052
ursus_maritimus ENSUMAG00000012083
ursus_americanus ENSUAMG00000011172
ailuropoda_melanoleuca ENSAMEG00000009782
mustela_putorius_furo ENSMPUG00000009163
neovison_vison ENSNVIG00000015727
canis_lupus_familiaris ENSCAFG00000030377
canis_lupus_dingo ENSCAFG00020019655
vulpes_vulpes ENSVVUG00000027417
panthera_pardus ENSPPRG00000004711
panthera_tigris_altaica ENSPTIG00000012060
felis_catus ENSFCAG00000010686
procavia_capensis ENSPCAG00000009164
