notamacropus_eugenii ENSMEUG00000008697
sarcophilus_harrisii ENSSHAG00000002710
monodelphis_domestica ENSMODG00000002248
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032707
mus_spicilegus ENSMSIG00000020038
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033430
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031589
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023187
rattus_norvegicus ENSRNOG00000010712
meriones_unguiculatus ENSMUGG00000000290
peromyscus_maniculatus_bairdii ENSPEMG00000004753
microtus_ochrogaster ENSMOCG00000013512
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014122
cricetulus_griseus_crigri-picr ENSCGRG00015012909
cricetulus_griseus_crigri_1.0 ENSCGRG00000014106
nannospalax_galili ENSNGAG00000014041
jaculus_jaculus ENSJJAG00000021994
urocitellus_parryii ENSUPAG00010003814
marmota_marmota_marmota ENSMMMG00000012629
ictidomys_tridecemlineatus ENSSTOG00000023669
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010045
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015483
fukomys_damarensis ENSFDAG00000007346
cavia_porcellus ENSCPOG00000019874
chinchilla_lanigera ENSCLAG00000011045
octodon_degus ENSODEG00000013617
dipodomys_ordii ENSDORG00000004783
oryctolagus_cuniculus ENSOCUG00000015563
ochotona_princeps ENSOPRG00000012569
tupaia_belangeri ENSTBEG00000005080
castor_canadensis ENSCCNG00000029444
pteropus_vampyrus ENSPVAG00000006744
myotis_lucifugus ENSMLUG00000015124
ursus_americanus ENSUAMG00000017556
ursus_maritimus ENSUMAG00000014570
ailuropoda_melanoleuca ENSAMEG00000005340
mustela_putorius_furo ENSMPUG00000009867
neovison_vison ENSNVIG00000019513
canis_lupus_familiaris ENSCAFG00000020066
canis_lupus_dingo ENSCAFG00020001740
vulpes_vulpes ENSVVUG00000024676
panthera_pardus ENSPPRG00000003454
panthera_tigris_altaica ENSPTIG00000007735
felis_catus ENSFCAG00000026562
capra_hircus ENSCHIG00000021323
capra_hircus ENSCHIG00000011618
ovis_aries ENSOARG00000007001
bos_taurus ENSBTAG00000015686
bos_mutus ENSBMUG00000021861
bison_bison_bison ENSBBBG00000019911
bison_bison_bison ENSBBBG00000024748
bison_bison_bison ENSBBBG00000019908
sus_scrofa ENSSSCG00000002703
vicugna_pacos ENSVPAG00000003717
tursiops_truncatus ENSTTRG00000001222
erinaceus_europaeus ENSEEUG00000007208
sorex_araneus ENSSARG00000011510
equus_asinus_asinus ENSEASG00005013503
equus_caballus ENSECAG00000010776
propithecus_coquereli ENSPCOG00000026318
microcebus_murinus ENSMICG00000041861
prolemur_simus ENSPSMG00000011755
otolemur_garnettii ENSOGAG00000005909
otolemur_garnettii ENSOGAG00000025189
mandrillus_leucophaeus ENSMLEG00000027600
colobus_angolensis_palliatus ENSCANG00000035679
nomascus_leucogenys ENSNLEG00000013093
macaca_mulatta ENSMMUG00000005756
macaca_fascicularis ENSMFAG00000034117
macaca_nemestrina ENSMNEG00000039437
papio_anubis ENSPANG00000002888
theropithecus_gelada ENSTGEG00000014542
cercocebus_atys ENSCATG00000038084
chlorocebus_sabaeus ENSCSAG00000003658
rhinopithecus_roxellana ENSRROG00000040437
rhinopithecus_bieti ENSRBIG00000032872
piliocolobus_tephrosceles ENSPTEG00000000047
pan_troglodytes ENSPTRG00000008365
pan_paniscus ENSPPAG00000043242
gorilla_gorilla ENSGGOG00000005519
homo_sapiens ENSG00000166848
cebus_capucinus_imitator ENSCCAG00000024796
callithrix_jacchus ENSCJAG00000014196
saimiri_boliviensis_boliviensis ENSSBOG00000029556
aotus_nancymaae ENSANAG00000026841
carlito_syrichta ENSTSYG00000004386
dasypus_novemcinctus ENSDNOG00000019915
choloepus_hoffmanni ENSCHOG00000006206
loxodonta_africana ENSLAFG00000027292
procavia_capensis ENSPCAG00000010868
echinops_telfairi ENSETEG00000005496
ornithorhynchus_anatinus ENSOANG00000008181
chelonoidis_abingdonii ENSCABG00000014142
gopherus_agassizii ENSGAGG00000023833
chrysemys_picta_bellii ENSCPBG00000026972
junco_hyemalis ENSJHYG00000011059
serinus_canaria ENSSCAG00000010337
taeniopygia_guttata ENSTGUG00000008393
lonchura_striata_domestica ENSLSDG00000013446
zonotrichia_albicollis ENSZALG00000003865
parus_major ENSPMJG00000012046
ficedula_albicollis ENSFALG00000002567
lepidothrix_coronata ENSLCOG00000014284
calidris_pugnax ENSCPUG00000011046
calidris_pygmaea ENSCPGG00000008359
anas_platyrhynchos_platyrhynchos ENSAPLG00000001704
anser_brachyrhynchus ENSABRG00000006737
gallus_gallus ENSGALG00000000903
coturnix_japonica ENSCJPG00005004078
numida_meleagris ENSNMEG00000007698
nothoprocta_perdicaria ENSNPEG00000005664
pogona_vitticeps ENSPVIG00000011314
anolis_carolinensis ENSACAG00000007708
sphenodon_punctatus ENSSPUG00000004990
xenopus_tropicalis ENSXETG00000012487
latimeria_chalumnae ENSLACG00000013116
cynoglossus_semilaevis ENSCSEG00000021642
periophthalmus_magnuspinnatus ENSPMGG00000013469
takifugu_rubripes ENSTRUG00000015497
tetraodon_nigroviridis ENSTNIG00000014804
amphiprion_percula ENSAPEG00000004909
amphiprion_ocellaris ENSAOCG00000022275
acanthochromis_polyacanthus ENSAPOG00000011492
stegastes_partitus ENSSPAG00000007898
oryzias_latipes_asm223469v1 ENSORLG00015015241
oryzias_latipes_asm223467v1 ENSORLG00000030181
oryzias_latipes_asm223471v1 ENSORLG00020019345
oryzias_melastigma ENSOMEG00000021039
kryptolebias_marmoratus ENSKMAG00000010190
gasterosteus_aculeatus ENSGACG00000001667
mastacembelus_armatus ENSMAMG00000014815
anabas_testudineus ENSATEG00000024978
seriola_lalandi_dorsalis ENSSLDG00000015857
seriola_dumerili ENSSDUG00000015403
scophthalmus_maximus ENSSMAG00000014344
labrus_bergylta ENSLBEG00000025082
haplochromis_burtoni ENSHBUG00000009716
astatotilapia_calliptera ENSACLG00000016591
maylandia_zebra ENSMZEG00005013908
oreochromis_niloticus ENSONIG00000014328
pundamilia_nyererei ENSPNYG00000018835
neolamprologus_brichardi ENSNBRG00000021508
amphilophus_citrinellus ENSACIG00000019021
xiphophorus_maculatus ENSXMAG00000017329
xiphophorus_couchianus ENSXCOG00000013523
poecilia_latipinna ENSPLAG00000016418
poecilia_mexicana ENSPMEG00000003585
poecilia_formosa ENSPFOG00000013189
poecilia_reticulata ENSPREG00000006290
gambusia_affinis ENSGAFG00000012589
cyprinodon_variegatus ENSCVAG00000012307
fundulus_heteroclitus ENSFHEG00000022968
monopterus_albus ENSMALG00000007872
hippocampus_comes ENSHCOG00000019832
pygocentrus_nattereri ENSPNAG00000029738
astyanax_mexicanus ENSAMXG00000004094
ictalurus_punctatus ENSIPUG00000007768
danio_rerio ENSDARG00000103977
paramormyrops_kingsleyae ENSPKIG00000010564
esox_lucius ENSELUG00000018389
mola_mola ENSMMOG00000010732
scleropages_formosus ENSSFOG00015020955
lepisosteus_oculatus ENSLOCG00000013378
eptatretus_burgeri ENSEBUG00000006511
