tursiops_truncatus ENSTTRG00000013782
vicugna_pacos ENSVPAG00000004909
equus_asinus_asinus ENSEASG00005002376
equus_caballus ENSECAG00000010313
ursus_americanus ENSUAMG00000018594
ursus_maritimus ENSUMAG00000018162
neovison_vison ENSNVIG00000007859
mustela_putorius_furo ENSMPUG00000017853
canis_lupus_dingo ENSCAFG00020017971
canis_lupus_familiaris ENSCAFG00000031993
vulpes_vulpes ENSVVUG00000013483
panthera_pardus ENSPPRG00000005551
panthera_tigris_altaica ENSPTIG00000010365
felis_catus ENSFCAG00000042009
felis_catus ENSFCAG00000028628
sorex_araneus ENSSARG00000010899
mandrillus_leucophaeus ENSMLEG00000040383
cercocebus_atys ENSCATG00000032415
macaca_nemestrina ENSMNEG00000037790
macaca_mulatta ENSMMUG00000047697
papio_anubis ENSPANG00000033036
theropithecus_gelada ENSTGEG00000006698
chlorocebus_sabaeus ENSCSAG00000004166
colobus_angolensis_palliatus ENSCANG00000033514
piliocolobus_tephrosceles ENSPTEG00000012200
rhinopithecus_bieti ENSRBIG00000028681
rhinopithecus_roxellana ENSRROG00000044808
pan_paniscus ENSPPAG00000028861
pan_troglodytes ENSPTRG00000010907
gorilla_gorilla ENSGGOG00000013141
homo_sapiens ENSG00000181666
pongo_abelii ENSPPYG00000009912
nomascus_leucogenys ENSNLEG00000027421
saimiri_boliviensis_boliviensis ENSSBOG00000017286
cebus_capucinus_imitator ENSCCAG00000035202
aotus_nancymaae ENSANAG00000030258
carlito_syrichta ENSTSYG00000003011
microcebus_murinus ENSMICG00000010166
prolemur_simus ENSPSMG00000001991
propithecus_coquereli ENSPCOG00000027707
otolemur_garnettii ENSOGAG00000015925
ictidomys_tridecemlineatus ENSSTOG00000033428
urocitellus_parryii ENSUPAG00010021319
macaca_fascicularis ENSMFAG00000000061
ursus_maritimus ENSUMAG00000019864
dasypus_novemcinctus ENSDNOG00000033077
choloepus_hoffmanni ENSCHOG00000001271
procavia_capensis ENSPCAG00000008046
