sphenodon_punctatus ENSSPUG00000018930
pogona_vitticeps ENSPVIG00000013160
manacus_vitellinus ENSMVIG00005000202
manacus_vitellinus ENSMVIG00005006870
lepidothrix_coronata ENSLCOG00000012741
melopsittacus_undulatus ENSMUNG00000015475
calidris_pygmaea ENSCPGG00000012460
calidris_pugnax ENSCPUG00000003775
parus_major ENSPMJG00000009679
cyanistes_caeruleus ENSCCEG00000005901
ficedula_albicollis ENSFALG00000001073
lonchura_striata_domestica ENSLSDG00000004781
serinus_canaria ENSSCAG00000008234
anas_platyrhynchos_platyrhynchos ENSAPLG00000017001
anser_brachyrhynchus ENSABRG00000009331
apteryx_owenii ENSAOWG00000001719
apteryx_rowi ENSARWG00000010997
apteryx_haastii ENSAHAG00000016518
dromaius_novaehollandiae ENSDNVG00000003791
nothoprocta_perdicaria ENSNPEG00000009134
gallus_gallus ENSGALG00000040681
meleagris_gallopavo ENSMGAG00000016019
coturnix_japonica ENSCJPG00005016231
numida_meleagris ENSNMEG00000003333
crocodylus_porosus ENSCPRG00005013370
gopherus_agassizii ENSGAGG00000003744
chelonoidis_abingdonii ENSCABG00000006121
chrysemys_picta_bellii ENSCPBG00000024180
pelodiscus_sinensis ENSPSIG00000000196
xenopus_tropicalis ENSXETG00000008488
latimeria_chalumnae ENSLACG00000018366
scleropages_formosus ENSSFOG00015011474
paramormyrops_kingsleyae ENSPKIG00000019205
scleropages_formosus ENSSFOG00015017535
paramormyrops_kingsleyae ENSPKIG00000024009
poecilia_formosa ENSPFOG00000020846
poecilia_reticulata ENSPREG00000006682
xiphophorus_maculatus ENSXMAG00000020118
kryptolebias_marmoratus ENSKMAG00000013539
oryzias_latipes_asm223469v1 ENSORLG00015003417
oryzias_latipes_asm223467v1 ENSORLG00000020773
oryzias_melastigma ENSOMEG00000022032
oreochromis_niloticus ENSONIG00000020770
poecilia_mexicana ENSPMEG00000009687
poecilia_latipinna ENSPLAG00000006861
xiphophorus_couchianus ENSXCOG00000013372
haplochromis_burtoni ENSHBUG00000020470
cyprinodon_variegatus ENSCVAG00000007274
gasterosteus_aculeatus ENSGACG00000015703
seriola_lalandi_dorsalis ENSSLDG00000012730
mola_mola ENSMMOG00000006010
stegastes_partitus ENSSPAG00000019687
amphiprion_ocellaris ENSAOCG00000018518
cynoglossus_semilaevis ENSCSEG00000004037
monopterus_albus ENSMALG00000008049
mastacembelus_armatus ENSMAMG00000020615
anabas_testudineus ENSATEG00000000519
labrus_bergylta ENSLBEG00000011878
gadus_morhua ENSGMOG00000009763
esox_lucius ENSELUG00000010971
danio_rerio ENSDARG00000102982
pygocentrus_nattereri ENSPNAG00000020490
astyanax_mexicanus ENSAMXG00000033288
ictalurus_punctatus ENSIPUG00000006451
gasterosteus_aculeatus ENSGACG00000004310
anabas_testudineus ENSATEG00000017517
maylandia_zebra ENSMZEG00005007273
astatotilapia_calliptera ENSACLG00000002561
pundamilia_nyererei ENSPNYG00000004251
haplochromis_burtoni ENSHBUG00000002148
neolamprologus_brichardi ENSNBRG00000021177
oreochromis_niloticus ENSONIG00000021090
amphilophus_citrinellus ENSACIG00000003049
poecilia_formosa ENSPFOG00000022058
poecilia_mexicana ENSPMEG00000006872
poecilia_latipinna ENSPLAG00000001794
poecilia_reticulata ENSPREG00000008147
xiphophorus_couchianus ENSXCOG00000020822
xiphophorus_maculatus ENSXMAG00000019895
gambusia_affinis ENSGAFG00000015243
fundulus_heteroclitus ENSFHEG00000006696
cyprinodon_variegatus ENSCVAG00000009343
kryptolebias_marmoratus ENSKMAG00000004550
oryzias_latipes_asm223471v1 ENSORLG00020015604
oryzias_latipes_asm223467v1 ENSORLG00000003738
oryzias_melastigma ENSOMEG00000011129
mastacembelus_armatus ENSMAMG00000023196
monopterus_albus ENSMALG00000011600
labrus_bergylta ENSLBEG00000010097
amphiprion_percula ENSAPEG00000004622
amphiprion_ocellaris ENSAOCG00000010845
acanthochromis_polyacanthus ENSAPOG00000016181
stegastes_partitus ENSSPAG00000012390
periophthalmus_magnuspinnatus ENSPMGG00000005684
hippocampus_comes ENSHCOG00000011176
seriola_dumerili ENSSDUG00000022622
esox_lucius ENSELUG00000008708
takifugu_rubripes ENSTRUG00000002493
ictalurus_punctatus ENSIPUG00000011505
lepisosteus_oculatus ENSLOCG00000017917
stegastes_partitus ENSSPAG00000019702
cynoglossus_semilaevis ENSCSEG00000015184
eptatretus_burgeri ENSEBUG00000008491
petromyzon_marinus ENSPMAG00000005936
scleropages_formosus ENSSFOG00015017522
ciona_savignyi ENSCSAVG00000010243
