sphenodon_punctatus ENSSPUG00000010790
anolis_carolinensis ENSACAG00000014305
chelonoidis_abingdonii ENSCABG00000007245
gopherus_agassizii ENSGAGG00000016528
chrysemys_picta_bellii ENSCPBG00000012734
pteropus_vampyrus ENSPVAG00000017222
erinaceus_europaeus ENSEEUG00000012522
canis_lupus_dingo ENSCAFG00020017700
ursus_maritimus ENSUMAG00000011120
castor_canadensis ENSCCNG00000028366
dipodomys_ordii ENSDORG00000025818
cavia_aperea ENSCAPG00000016526
cavia_porcellus ENSCPOG00000013815
chinchilla_lanigera ENSCLAG00000010796
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011101
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007532
fukomys_damarensis ENSFDAG00000017917
octodon_degus ENSODEG00000014256
pongo_abelii ENSPPYG00000007253
myotis_lucifugus ENSMLUG00000012924
jaculus_jaculus ENSJJAG00000004574
dasypus_novemcinctus ENSDNOG00000025039
bos_taurus ENSBTAG00000026319
bos_mutus ENSBMUG00000022501
bison_bison_bison ENSBBBG00000007665
capra_hircus ENSCHIG00000012171
ovis_aries ENSOARG00000005092
tursiops_truncatus ENSTTRG00000005491
sus_scrofa ENSSSCG00000040342
equus_caballus ENSECAG00000012414
equus_asinus_asinus ENSEASG00005014060
mustela_putorius_furo ENSMPUG00000012495
neovison_vison ENSNVIG00000025026
felis_catus ENSFCAG00000014161
ursus_americanus ENSUAMG00000024125
ailuropoda_melanoleuca ENSAMEG00000015026
canis_lupus_familiaris ENSCAFG00000017007
vulpes_vulpes ENSVVUG00000026071
panthera_pardus ENSPPRG00000001822
panthera_tigris_altaica ENSPTIG00000018002
sorex_araneus ENSSARG00000005850
prolemur_simus ENSPSMG00000020082
propithecus_coquereli ENSPCOG00000022108
microcebus_murinus ENSMICG00000010244
otolemur_garnettii ENSOGAG00000032117
macaca_nemestrina ENSMNEG00000021537
aotus_nancymaae ENSANAG00000023843
carlito_syrichta ENSTSYG00000032377
ictidomys_tridecemlineatus ENSSTOG00000001511
urocitellus_parryii ENSUPAG00010009447
spermophilus_dauricus ENSSDAG00000007226
marmota_marmota_marmota ENSMMMG00000023742
oryctolagus_cuniculus ENSOCUG00000024192
ochotona_princeps ENSOPRG00000009580
cricetulus_griseus_crigri_1.0 ENSCGRG00000005946
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022098
cricetulus_griseus_crigri-picr ENSCGRG00015025283
mesocricetus_auratus ENSMAUG00000010959
microtus_ochrogaster ENSMOCG00000018070
peromyscus_maniculatus_bairdii ENSPEMG00000004098
mus_spicilegus ENSMSIG00000027678
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031589
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046378
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030475
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013685
rattus_norvegicus ENSRNOG00000027213
meriones_unguiculatus ENSMUGG00000012453
nannospalax_galili ENSNGAG00000011859
pan_troglodytes ENSPTRG00000007974
pan_paniscus ENSPPAG00000035046
homo_sapiens ENSG00000174939
gorilla_gorilla ENSGGOG00000015624
nomascus_leucogenys ENSNLEG00000007601
macaca_fascicularis ENSMFAG00000042406
macaca_mulatta ENSMMUG00000018992
chlorocebus_sabaeus ENSCSAG00000006126
mandrillus_leucophaeus ENSMLEG00000043039
cercocebus_atys ENSCATG00000034154
theropithecus_gelada ENSTGEG00000013648
papio_anubis ENSPANG00000016355
piliocolobus_tephrosceles ENSPTEG00000024620
colobus_angolensis_palliatus ENSCANG00000012348
rhinopithecus_bieti ENSRBIG00000033286
rhinopithecus_roxellana ENSRROG00000031532
saimiri_boliviensis_boliviensis ENSSBOG00000022080
callithrix_jacchus ENSCJAG00000007108
cebus_capucinus_imitator ENSCCAG00000025422
aotus_nancymaae ENSANAG00000032189
loxodonta_africana ENSLAFG00000029524
procavia_capensis ENSPCAG00000005847
echinops_telfairi ENSETEG00000018815
phascolarctos_cinereus ENSPCIG00000025134
notamacropus_eugenii ENSMEUG00000014992
monodelphis_domestica ENSMODG00000015723
sarcophilus_harrisii ENSSHAG00000010018
stegastes_partitus ENSSPAG00000009284
amphiprion_ocellaris ENSAOCG00000018363
amphilophus_citrinellus ENSACIG00000008225
scophthalmus_maximus ENSSMAG00000010670
cynoglossus_semilaevis ENSCSEG00000013528
seriola_dumerili ENSSDUG00000017555
seriola_lalandi_dorsalis ENSSLDG00000006787
mastacembelus_armatus ENSMAMG00000001104
hippocampus_comes ENSHCOG00000005078
labrus_bergylta ENSLBEG00000025634
periophthalmus_magnuspinnatus ENSPMGG00000023614
esox_lucius ENSELUG00000008947
eptatretus_burgeri ENSEBUG00000011097
