labrus_bergylta ENSLBEG00000027044
gasterosteus_aculeatus ENSGACG00000003662
mola_mola ENSMMOG00000017953
scophthalmus_maximus ENSSMAG00000007104
cynoglossus_semilaevis ENSCSEG00000008226
seriola_dumerili ENSSDUG00000011788
seriola_lalandi_dorsalis ENSSLDG00000014017
mastacembelus_armatus ENSMAMG00000014330
monopterus_albus ENSMALG00000005772
anabas_testudineus ENSATEG00000013135
amphiprion_percula ENSAPEG00000010715
amphiprion_ocellaris ENSAOCG00000022614
acanthochromis_polyacanthus ENSAPOG00000000495
stegastes_partitus ENSSPAG00000019460
xiphophorus_maculatus ENSXMAG00000003706
gambusia_affinis ENSGAFG00000010334
poecilia_formosa ENSPFOG00000014857
poecilia_mexicana ENSPMEG00000022188
poecilia_latipinna ENSPLAG00000002998
poecilia_reticulata ENSPREG00000008708
cyprinodon_variegatus ENSCVAG00000005277
kryptolebias_marmoratus ENSKMAG00000007806
oryzias_latipes_asm223467v1 ENSORLG00000002803
oryzias_latipes_asm223469v1 ENSORLG00015010562
oryzias_latipes_asm223471v1 ENSORLG00020022111
oryzias_melastigma ENSOMEG00000013313
astatotilapia_calliptera ENSACLG00000014686
maylandia_zebra ENSMZEG00005003061
pundamilia_nyererei ENSPNYG00000012356
haplochromis_burtoni ENSHBUG00000002227
neolamprologus_brichardi ENSNBRG00000013559
oreochromis_niloticus ENSONIG00000002691
amphilophus_citrinellus ENSACIG00000016562
acanthochromis_polyacanthus ENSAPOG00000003593
amphilophus_citrinellus ENSACIG00000004667
periophthalmus_magnuspinnatus ENSPMGG00000023021
hippocampus_comes ENSHCOG00000016279
takifugu_rubripes ENSTRUG00000005820
tetraodon_nigroviridis ENSTNIG00000009146
gadus_morhua ENSGMOG00000002266
ictalurus_punctatus ENSIPUG00000010824
