gopherus_agassizii ENSGAGG00000014695
chelonoidis_abingdonii ENSCABG00000002793
chrysemys_picta_bellii ENSCPBG00000014601
pelodiscus_sinensis ENSPSIG00000005554
apteryx_owenii ENSAOWG00000005620
apteryx_rowi ENSARWG00000007998
apteryx_haastii ENSAHAG00000004381
dromaius_novaehollandiae ENSDNVG00000013289
nothoprocta_perdicaria ENSNPEG00000006226
apteryx_rowi ENSARWG00000007999
anser_brachyrhynchus ENSABRG00000003768
anas_platyrhynchos_platyrhynchos ENSAPLG00000008025
meleagris_gallopavo ENSMGAG00000002114
gallus_gallus ENSGALG00000044087
coturnix_japonica ENSCJPG00005011312
numida_meleagris ENSNMEG00000013185
pogona_vitticeps ENSPVIG00000018444
anolis_carolinensis ENSACAG00000002547
notechis_scutatus ENSNSUG00000004923
salvator_merianae ENSSMRG00000004358
erinaceus_europaeus ENSEEUG00000003698
sorex_araneus ENSSARG00000002108
pteropus_vampyrus ENSPVAG00000008187
myotis_lucifugus ENSMLUG00000001193
ursus_americanus ENSUAMG00000015905
ursus_maritimus ENSUMAG00000019780
ailuropoda_melanoleuca ENSAMEG00000017368
mustela_putorius_furo ENSMPUG00000006157
neovison_vison ENSNVIG00000010210
canis_lupus_familiaris ENSCAFG00000020366
canis_lupus_dingo ENSCAFG00020018130
vulpes_vulpes ENSVVUG00000012031
panthera_pardus ENSPPRG00000005410
panthera_tigris_altaica ENSPTIG00000011820
felis_catus ENSFCAG00000009275
capra_hircus ENSCHIG00000018050
ovis_aries ENSOARG00000002928
bos_mutus ENSBMUG00000003932
bos_taurus ENSBTAG00000032396
bison_bison_bison ENSBBBG00000014992
tursiops_truncatus ENSTTRG00000000458
sus_scrofa ENSSSCG00000002781
vicugna_pacos ENSVPAG00000001098
equus_caballus ENSECAG00000014064
equus_asinus_asinus ENSEASG00005012701
castor_canadensis ENSCCNG00000014594
dipodomys_ordii ENSDORG00000005868
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051648
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032598
mus_spicilegus ENSMSIG00000016043
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031480
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023080
rattus_norvegicus ENSRNOG00000016760
meriones_unguiculatus ENSMUGG00000016594
peromyscus_maniculatus_bairdii ENSPEMG00000012851
microtus_ochrogaster ENSMOCG00000013085
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024518
cricetulus_griseus_crigri-picr ENSCGRG00015007168
cricetulus_griseus_crigri_1.0 ENSCGRG00000012755
mesocricetus_auratus ENSMAUG00000014378
nannospalax_galili ENSNGAG00000017054
jaculus_jaculus ENSJJAG00000010989
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013209
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012309
fukomys_damarensis ENSFDAG00000019620
chinchilla_lanigera ENSCLAG00000005454
octodon_degus ENSODEG00000016312
cavia_porcellus ENSCPOG00000010870
cavia_aperea ENSCAPG00000012693
spermophilus_dauricus ENSSDAG00000017205
ictidomys_tridecemlineatus ENSSTOG00000016442
urocitellus_parryii ENSUPAG00010001430
marmota_marmota_marmota ENSMMMG00000015200
oryctolagus_cuniculus ENSOCUG00000010077
ochotona_princeps ENSOPRG00000013293
tupaia_belangeri ENSTBEG00000012412
pan_paniscus ENSPPAG00000039548
pan_troglodytes ENSPTRG00000008226
homo_sapiens ENSG00000168676
gorilla_gorilla ENSGGOG00000015964
pongo_abelii ENSPPYG00000007453
nomascus_leucogenys ENSNLEG00000004620
piliocolobus_tephrosceles ENSPTEG00000017531
colobus_angolensis_palliatus ENSCANG00000028781
rhinopithecus_bieti ENSRBIG00000039801
rhinopithecus_roxellana ENSRROG00000033022
cercocebus_atys ENSCATG00000037148
mandrillus_leucophaeus ENSMLEG00000041644
theropithecus_gelada ENSTGEG00000005588
papio_anubis ENSPANG00000034300
macaca_mulatta ENSMMUG00000004971
macaca_fascicularis ENSMFAG00000019930
macaca_nemestrina ENSMNEG00000041509
chlorocebus_sabaeus ENSCSAG00000003872
cebus_capucinus_imitator ENSCCAG00000037027
saimiri_boliviensis_boliviensis ENSSBOG00000035579
callithrix_jacchus ENSCJAG00000016220
aotus_nancymaae ENSANAG00000021622
carlito_syrichta ENSTSYG00000005449
propithecus_coquereli ENSPCOG00000016170
prolemur_simus ENSPSMG00000009687
microcebus_murinus ENSMICG00000007810
otolemur_garnettii ENSOGAG00000000017
loxodonta_africana ENSLAFG00000004638
procavia_capensis ENSPCAG00000010244
echinops_telfairi ENSETEG00000019140
dasypus_novemcinctus ENSDNOG00000012061
choloepus_hoffmanni ENSCHOG00000011845
ornithorhynchus_anatinus ENSOANG00000020615
phascolarctos_cinereus ENSPCIG00000017543
notamacropus_eugenii ENSMEUG00000009871
sarcophilus_harrisii ENSSHAG00000012115
monodelphis_domestica ENSMODG00000005972
ornithorhynchus_anatinus ENSOANG00000020405
latimeria_chalumnae ENSLACG00000007421
esox_lucius ENSELUG00000017563
ictalurus_punctatus ENSIPUG00000017579
lepisosteus_oculatus ENSLOCG00000008236
