oryzias_latipes_asm223469v1 ENSORLG00015012173
hippocampus_comes ENSHCOG00000010864
poecilia_mexicana ENSPMEG00000020431
taeniopygia_guttata ENSTGUG00000018192
taeniopygia_guttata ENSTGUG00000018463
taeniopygia_guttata ENSTGUG00000018472
taeniopygia_guttata ENSTGUG00000018260
taeniopygia_guttata ENSTGUG00000018350
taeniopygia_guttata ENSTGUG00000018270
calidris_pygmaea ENSCPGG00000014466
pelodiscus_sinensis ENSPSIG00000001040
ornithorhynchus_anatinus ENSOANG00000021236
mustela_putorius_furo ENSMPUG00000018607
mus_spicilegus ENSMSIG00000019921
mus_spicilegus ENSMSIG00000024574
mus_spicilegus ENSMSIG00000026330
mus_spicilegus ENSMSIG00000023424
mus_spicilegus ENSMSIG00000000627
mus_spicilegus ENSMSIG00000028382
mus_spicilegus ENSMSIG00000000609
rattus_norvegicus ENSRNOG00000038299
gallus_gallus ENSGALG00000049520
gallus_gallus ENSGALG00000052513
coturnix_japonica ENSCJPG00005013482
numida_meleagris ENSNMEG00000019137
gallus_gallus ENSGALG00000033827
gallus_gallus ENSGALG00000053933
gallus_gallus ENSGALG00000047682
gallus_gallus ENSGALG00000045131
gallus_gallus ENSGALG00000053475
gallus_gallus ENSGALG00000046707
gallus_gallus ENSGALG00000051508
gallus_gallus ENSGALG00000047706
gallus_gallus ENSGALG00000052635
gallus_gallus ENSGALG00000048839
gallus_gallus ENSGALG00000049069
gallus_gallus ENSGALG00000046517
gallus_gallus ENSGALG00000047839
gallus_gallus ENSGALG00000050833
gallus_gallus ENSGALG00000029286
gallus_gallus ENSGALG00000050139
gallus_gallus ENSGALG00000044818
gallus_gallus ENSGALG00000044674
gallus_gallus ENSGALG00000049073
gallus_gallus ENSGALG00000046681
gallus_gallus ENSGALG00000054582
gallus_gallus ENSGALG00000050186
gallus_gallus ENSGALG00000052522
gallus_gallus ENSGALG00000050826
gallus_gallus ENSGALG00000052158
gallus_gallus ENSGALG00000053173
gallus_gallus ENSGALG00000049341
gallus_gallus ENSGALG00000051424
gallus_gallus ENSGALG00000054995
gallus_gallus ENSGALG00000048095
gallus_gallus ENSGALG00000050537
gallus_gallus ENSGALG00000047968
gallus_gallus ENSGALG00000049887
gallus_gallus ENSGALG00000054532
gallus_gallus ENSGALG00000051916
gallus_gallus ENSGALG00000053834
gallus_gallus ENSGALG00000049991
gallus_gallus ENSGALG00000050409
gallus_gallus ENSGALG00000052108
gallus_gallus ENSGALG00000054035
gallus_gallus ENSGALG00000049219
gallus_gallus ENSGALG00000048665
gallus_gallus ENSGALG00000049351
gallus_gallus ENSGALG00000053798
gallus_gallus ENSGALG00000054257
apteryx_haastii ENSAHAG00000009886
anas_platyrhynchos_platyrhynchos ENSAPLG00000019401
anas_platyrhynchos_platyrhynchos ENSAPLG00000030966
anas_platyrhynchos_platyrhynchos ENSAPLG00000022776
anas_platyrhynchos_platyrhynchos ENSAPLG00000019588
anas_platyrhynchos_platyrhynchos ENSAPLG00000016525
anas_platyrhynchos_platyrhynchos ENSAPLG00000017858
anser_brachyrhynchus ENSABRG00000013041
gallus_gallus ENSGALG00000047240
gallus_gallus ENSGALG00000052502
gallus_gallus ENSGALG00000049732
gallus_gallus ENSGALG00000047588
gallus_gallus ENSGALG00000053584
gallus_gallus ENSGALG00000049970
gallus_gallus ENSGALG00000053931
gallus_gallus ENSGALG00000050036
gallus_gallus ENSGALG00000048976
gallus_gallus ENSGALG00000047083
gallus_gallus ENSGALG00000048658
gallus_gallus ENSGALG00000051034
gallus_gallus ENSGALG00000050856
gallus_gallus ENSGALG00000047164
gallus_gallus ENSGALG00000052387
gallus_gallus ENSGALG00000048580
gallus_gallus ENSGALG00000054534
gallus_gallus ENSGALG00000047540
gallus_gallus ENSGALG00000051320
gallus_gallus ENSGALG00000049474
gallus_gallus ENSGALG00000049868
gallus_gallus ENSGALG00000047946
gallus_gallus ENSGALG00000054605
gallus_gallus ENSGALG00000052920
gallus_gallus ENSGALG00000052575
gallus_gallus ENSGALG00000048697
gallus_gallus ENSGALG00000047718
gallus_gallus ENSGALG00000053407
gallus_gallus ENSGALG00000050918
gallus_gallus ENSGALG00000050817
gallus_gallus ENSGALG00000052946
gallus_gallus ENSGALG00000053520
coturnix_japonica ENSCJPG00005002966
numida_meleagris ENSNMEG00000017646
calidris_pugnax ENSCPUG00000006660
calidris_pugnax ENSCPUG00000017812
calidris_pygmaea ENSCPGG00000017488
serinus_canaria ENSSCAG00000005566
serinus_canaria ENSSCAG00000000137
taeniopygia_guttata ENSTGUG00000018256
lepidothrix_coronata ENSLCOG00000001723
ornithorhynchus_anatinus ENSOANG00000030991
xiphophorus_maculatus ENSXMAG00000021320
xiphophorus_maculatus ENSXMAG00000022621
xiphophorus_maculatus ENSXMAG00000021698
xiphophorus_maculatus ENSXMAG00000028001
melopsittacus_undulatus ENSMUNG00000010482
lepisosteus_oculatus ENSLOCG00000017478
pelodiscus_sinensis ENSPSIG00000010105
