oryzias_latipes_asm223471v1 ENSORLG00020009613
oryzias_latipes_asm223469v1 ENSORLG00015012788
monopterus_albus ENSMALG00000017305
labrus_bergylta ENSLBEG00000014725
tetraodon_nigroviridis ENSTNIG00000015678
scophthalmus_maximus ENSSMAG00000007570
seriola_lalandi_dorsalis ENSSLDG00000019415
mola_mola ENSMMOG00000019484
neolamprologus_brichardi ENSNBRG00000011858
astatotilapia_calliptera ENSACLG00000018073
oreochromis_niloticus ENSONIG00000015738
amphilophus_citrinellus ENSACIG00000005891
gambusia_affinis ENSGAFG00000004292
xiphophorus_couchianus ENSXCOG00000018314
poecilia_latipinna ENSPLAG00000006267
poecilia_reticulata ENSPREG00000001220
poecilia_formosa ENSPFOG00000006395
poecilia_mexicana ENSPMEG00000022523
monopterus_albus ENSMALG00000017319
periophthalmus_magnuspinnatus ENSPMGG00000001155
acanthochromis_polyacanthus ENSAPOG00000016043
amphiprion_ocellaris ENSAOCG00000018347
cynoglossus_semilaevis ENSCSEG00000008860
anabas_testudineus ENSATEG00000002020
gadus_morhua ENSGMOG00000015669
gasterosteus_aculeatus ENSGACG00000001360
astyanax_mexicanus ENSAMXG00000034330
pygocentrus_nattereri ENSPNAG00000010081
ictalurus_punctatus ENSIPUG00000004105
danio_rerio ENSDARG00000005576
scleropages_formosus ENSSFOG00015001477
paramormyrops_kingsleyae ENSPKIG00000003488
lepisosteus_oculatus ENSLOCG00000010812
mustela_putorius_furo ENSMPUG00000013337
mustela_putorius_furo ENSMPUG00000013340
ursus_maritimus ENSUMAG00000013986
ursus_americanus ENSUAMG00000004691
ailuropoda_melanoleuca ENSAMEG00000017413
canis_lupus_dingo ENSCAFG00020002017
vulpes_vulpes ENSVVUG00000006397
panthera_tigris_altaica ENSPTIG00000017801
panthera_pardus ENSPPRG00000008851
felis_catus ENSFCAG00000002362
myotis_lucifugus ENSMLUG00000017661
erinaceus_europaeus ENSEEUG00000002922
sorex_araneus ENSSARG00000005961
ovis_aries ENSOARG00000014285
capra_hircus ENSCHIG00000020165
bos_taurus ENSBTAG00000003922
bos_mutus ENSBMUG00000018711
bison_bison_bison ENSBBBG00000013583
tursiops_truncatus ENSTTRG00000003336
pteropus_vampyrus ENSPVAG00000016459
pteropus_vampyrus ENSPVAG00000005035
sus_scrofa ENSSSCG00000009570
vicugna_pacos ENSVPAG00000010028
equus_caballus ENSECAG00000012777
equus_asinus_asinus ENSEASG00005000147
mus_spicilegus ENSMSIG00000004972
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020231
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079184
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019340
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030358
rattus_norvegicus ENSRNOG00000051238
rattus_norvegicus ENSRNOG00000061152
meriones_unguiculatus ENSMUGG00000025079
microtus_ochrogaster ENSMOCG00000009441
peromyscus_maniculatus_bairdii ENSPEMG00000015110
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000268
cricetulus_griseus_crigri-picr ENSCGRG00015013250
cricetulus_griseus_crigri_1.0 ENSCGRG00000010054
mesocricetus_auratus ENSMAUG00000016609
nannospalax_galili ENSNGAG00000012934
jaculus_jaculus ENSJJAG00000017955
castor_canadensis ENSCCNG00000008732
dipodomys_ordii ENSDORG00000023318
urocitellus_parryii ENSUPAG00010018779
ictidomys_tridecemlineatus ENSSTOG00000028371
spermophilus_dauricus ENSSDAG00000002317
marmota_marmota_marmota ENSMMMG00000008877
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000098
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018813
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006845
fukomys_damarensis ENSFDAG00000010060
chinchilla_lanigera ENSCLAG00000005140
octodon_degus ENSODEG00000004571
cavia_porcellus ENSCPOG00000002864
cavia_aperea ENSCAPG00000015892
oryctolagus_cuniculus ENSOCUG00000000429
ochotona_princeps ENSOPRG00000006083
carlito_syrichta ENSTSYG00000028309
propithecus_coquereli ENSPCOG00000020055
microcebus_murinus ENSMICG00000014677
prolemur_simus ENSPSMG00000000132
otolemur_garnettii ENSOGAG00000012635
homo_sapiens ENSG00000196199
gorilla_gorilla ENSGGOG00000005909
pan_paniscus ENSPPAG00000027281
pan_troglodytes ENSPTRG00000024080
pongo_abelii ENSPPYG00000005184
nomascus_leucogenys ENSNLEG00000001235
macaca_fascicularis ENSMFAG00000033341
macaca_mulatta ENSMMUG00000016475
macaca_nemestrina ENSMNEG00000029396
cercocebus_atys ENSCATG00000034719
papio_anubis ENSPANG00000018684
mandrillus_leucophaeus ENSMLEG00000043586
theropithecus_gelada ENSTGEG00000017646
chlorocebus_sabaeus ENSCSAG00000018093
colobus_angolensis_palliatus ENSCANG00000042640
piliocolobus_tephrosceles ENSPTEG00000013340
rhinopithecus_bieti ENSRBIG00000020664
rhinopithecus_roxellana ENSRROG00000044267
callithrix_jacchus ENSCJAG00000004525
cebus_capucinus_imitator ENSCCAG00000034840
saimiri_boliviensis_boliviensis ENSSBOG00000026560
aotus_nancymaae ENSANAG00000020044
tupaia_belangeri ENSTBEG00000000967
choloepus_hoffmanni ENSCHOG00000007149
dasypus_novemcinctus ENSDNOG00000007048
loxodonta_africana ENSLAFG00000006719
loxodonta_africana ENSLAFG00000030270
procavia_capensis ENSPCAG00000013008
echinops_telfairi ENSETEG00000001973
notamacropus_eugenii ENSMEUG00000007047
phascolarctos_cinereus ENSPCIG00000017695
monodelphis_domestica ENSMODG00000007995
sarcophilus_harrisii ENSSHAG00000000020
ornithorhynchus_anatinus ENSOANG00000009016
apteryx_owenii ENSAOWG00000015361
apteryx_haastii ENSAHAG00000007268
apteryx_rowi ENSARWG00000013542
nothoprocta_perdicaria ENSNPEG00000006759
junco_hyemalis ENSJHYG00000005418
zonotrichia_albicollis ENSZALG00000011975
serinus_canaria ENSSCAG00000005216
lonchura_striata_domestica ENSLSDG00000007792
lonchura_striata_domestica ENSLSDG00000007789
taeniopygia_guttata ENSTGUG00000011292
taeniopygia_guttata ENSTGUG00000011293
ficedula_albicollis ENSFALG00000008755
cyanistes_caeruleus ENSCCEG00000023866
parus_major ENSPMJG00000017633
lepidothrix_coronata ENSLCOG00000005975
manacus_vitellinus ENSMVIG00005013233
melopsittacus_undulatus ENSMUNG00000003655
calidris_pygmaea ENSCPGG00000003504
calidris_pugnax ENSCPUG00000014750
gallus_gallus ENSGALG00000017145
coturnix_japonica ENSCJPG00005001488
meleagris_gallopavo ENSMGAG00000015135
numida_meleagris ENSNMEG00000019465
anser_brachyrhynchus ENSABRG00000017207
anas_platyrhynchos_platyrhynchos ENSAPLG00000018803
parus_major ENSPMJG00000017632
calidris_pugnax ENSCPUG00000014749
crocodylus_porosus ENSCPRG00005013214
chrysemys_picta_bellii ENSCPBG00000020877
chelonoidis_abingdonii ENSCABG00000016502
pelodiscus_sinensis ENSPSIG00000005148
pogona_vitticeps ENSPVIG00000001014
anolis_carolinensis ENSACAG00000001907
notechis_scutatus ENSNSUG00000013467
salvator_merianae ENSSMRG00000015113
notechis_scutatus ENSNSUG00000013468
sphenodon_punctatus ENSSPUG00000008565
sphenodon_punctatus ENSSPUG00000008562
xenopus_tropicalis ENSXETG00000032076
latimeria_chalumnae ENSLACG00000008234
petromyzon_marinus ENSPMAG00000005569
ciona_savignyi ENSCSAVG00000007711
