lonchura_striata_domestica ENSLSDG00000014353
taeniopygia_guttata ENSTGUG00000006224
serinus_canaria ENSSCAG00000004934
zonotrichia_albicollis ENSZALG00000016557
ficedula_albicollis ENSFALG00000010043
cyanistes_caeruleus ENSCCEG00000016453
parus_major ENSPMJG00000016154
manacus_vitellinus ENSMVIG00005014388
lepidothrix_coronata ENSLCOG00000000760
melopsittacus_undulatus ENSMUNG00000016563
calidris_pygmaea ENSCPGG00000016418
calidris_pugnax ENSCPUG00000013520
anser_brachyrhynchus ENSABRG00000002309
anas_platyrhynchos_platyrhynchos ENSAPLG00000004910
gallus_gallus ENSGALG00000014960
coturnix_japonica ENSCJPG00005001786
meleagris_gallopavo ENSMGAG00000004910
numida_meleagris ENSNMEG00000008441
apteryx_haastii ENSAHAG00000015187
apteryx_rowi ENSARWG00000014075
apteryx_owenii ENSAOWG00000006662
dromaius_novaehollandiae ENSDNVG00000013400
nothoprocta_perdicaria ENSNPEG00000015997
crocodylus_porosus ENSCPRG00005000427
gopherus_agassizii ENSGAGG00000002581
chelonoidis_abingdonii ENSCABG00000009754
chrysemys_picta_bellii ENSCPBG00000001139
pelodiscus_sinensis ENSPSIG00000012014
anolis_carolinensis ENSACAG00000008393
pogona_vitticeps ENSPVIG00000011721
notechis_scutatus ENSNSUG00000010508
salvator_merianae ENSSMRG00000004013
xenopus_tropicalis ENSXETG00000003349
latimeria_chalumnae ENSLACG00000001342
paramormyrops_kingsleyae ENSPKIG00000018516
scleropages_formosus ENSSFOG00015016366
tetraodon_nigroviridis ENSTNIG00000015423
takifugu_rubripes ENSTRUG00000025429
mola_mola ENSMMOG00000018272
labrus_bergylta ENSLBEG00000021761
gasterosteus_aculeatus ENSGACG00000010031
periophthalmus_magnuspinnatus ENSPMGG00000022152
monopterus_albus ENSMALG00000010069
mastacembelus_armatus ENSMAMG00000012256
anabas_testudineus ENSATEG00000004644
scophthalmus_maximus ENSSMAG00000009748
cynoglossus_semilaevis ENSCSEG00000011897
seriola_dumerili ENSSDUG00000015960
seriola_lalandi_dorsalis ENSSLDG00000003836
xiphophorus_maculatus ENSXMAG00000007002
xiphophorus_couchianus ENSXCOG00000016771
gambusia_affinis ENSGAFG00000009248
poecilia_formosa ENSPFOG00000018064
poecilia_mexicana ENSPMEG00000019201
poecilia_latipinna ENSPLAG00000020134
poecilia_reticulata ENSPREG00000003643
fundulus_heteroclitus ENSFHEG00000006670
kryptolebias_marmoratus ENSKMAG00000011941
oryzias_latipes_asm223467v1 ENSORLG00000009402
oryzias_latipes_asm223469v1 ENSORLG00015023078
oryzias_latipes_asm223471v1 ENSORLG00020010333
oryzias_melastigma ENSOMEG00000005604
amphiprion_ocellaris ENSAOCG00000005381
amphiprion_percula ENSAPEG00000019305
acanthochromis_polyacanthus ENSAPOG00000024207
stegastes_partitus ENSSPAG00000021228
maylandia_zebra ENSMZEG00005015071
astatotilapia_calliptera ENSACLG00000004421
haplochromis_burtoni ENSHBUG00000009126
pundamilia_nyererei ENSPNYG00000019658
neolamprologus_brichardi ENSNBRG00000002890
oreochromis_niloticus ENSONIG00000016123
amphilophus_citrinellus ENSACIG00000021589
hippocampus_comes ENSHCOG00000014871
gadus_morhua ENSGMOG00000010940
esox_lucius ENSELUG00000010115
pygocentrus_nattereri ENSPNAG00000002821
astyanax_mexicanus ENSAMXG00000036512
ictalurus_punctatus ENSIPUG00000013008
danio_rerio ENSDARG00000059982
lepisosteus_oculatus ENSLOCG00000005510
petromyzon_marinus ENSPMAG00000007961
eptatretus_burgeri ENSEBUG00000001333
ciona_intestinalis ENSCING00000003287
