anser_brachyrhynchus ENSABRG00000006766
anas_platyrhynchos_platyrhynchos ENSAPLG00000009868
gallus_gallus ENSGALG00000002043
gallus_gallus ENSGALG00000052210
gallus_gallus ENSGALG00000053889
meleagris_gallopavo ENSMGAG00000001252
coturnix_japonica ENSCJPG00005015893
numida_meleagris ENSNMEG00000017102
calidris_pugnax ENSCPUG00000018857
calidris_pygmaea ENSCPGG00000007296
ficedula_albicollis ENSFALG00000003521
ficedula_albicollis ENSFALG00000003514
taeniopygia_guttata ENSTGUG00000005784
lonchura_striata_domestica ENSLSDG00000001555
serinus_canaria ENSSCAG00000008715
junco_hyemalis ENSJHYG00000017534
zonotrichia_albicollis ENSZALG00000000364
parus_major ENSPMJG00000016457
lepidothrix_coronata ENSLCOG00000006412
manacus_vitellinus ENSMVIG00005011440
melopsittacus_undulatus ENSMUNG00000014176
nothoprocta_perdicaria ENSNPEG00000013137
nothoprocta_perdicaria ENSNPEG00000013106
dromaius_novaehollandiae ENSDNVG00000000364
dromaius_novaehollandiae ENSDNVG00000000350
apteryx_owenii ENSAOWG00000011806
apteryx_owenii ENSAOWG00000011810
apteryx_haastii ENSAHAG00000016586
crocodylus_porosus ENSCPRG00005008702
gopherus_agassizii ENSGAGG00000021299
chelonoidis_abingdonii ENSCABG00000019140
chrysemys_picta_bellii ENSCPBG00000019128
pelodiscus_sinensis ENSPSIG00000002879
pogona_vitticeps ENSPVIG00000024003
anolis_carolinensis ENSACAG00000005263
salvator_merianae ENSSMRG00000021978
sphenodon_punctatus ENSSPUG00000014886
phascolarctos_cinereus ENSPCIG00000011797
notamacropus_eugenii ENSMEUG00000014744
monodelphis_domestica ENSMODG00000018659
sarcophilus_harrisii ENSSHAG00000003914
choloepus_hoffmanni ENSCHOG00000012141
dasypus_novemcinctus ENSDNOG00000006892
loxodonta_africana ENSLAFG00000011749
procavia_capensis ENSPCAG00000006840
echinops_telfairi ENSETEG00000009160
mustela_putorius_furo ENSMPUG00000016687
neovison_vison ENSNVIG00000023516
canis_lupus_dingo ENSCAFG00020003598
canis_lupus_familiaris ENSCAFG00000004326
vulpes_vulpes ENSVVUG00000008661
ursus_maritimus ENSUMAG00000008286
ursus_americanus ENSUAMG00000027625
ailuropoda_melanoleuca ENSAMEG00000011757
panthera_pardus ENSPPRG00000024620
panthera_tigris_altaica ENSPTIG00000018313
felis_catus ENSFCAG00000009043
equus_asinus_asinus ENSEASG00005007112
equus_caballus ENSECAG00000000691
bison_bison_bison ENSBBBG00000022018
bos_mutus ENSBMUG00000023226
bos_taurus ENSBTAG00000005987
capra_hircus ENSCHIG00000019104
ovis_aries ENSOARG00000016015
tursiops_truncatus ENSTTRG00000011614
sus_scrofa ENSSSCG00000015861
vicugna_pacos ENSVPAG00000011631
pteropus_vampyrus ENSPVAG00000009495
myotis_lucifugus ENSMLUG00000012220
erinaceus_europaeus ENSEEUG00000004342
sorex_araneus ENSSARG00000009135
castor_canadensis ENSCCNG00000008441
dipodomys_ordii ENSDORG00000023513
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024400
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022978
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022067
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018801
rattus_norvegicus ENSRNOG00000011382
meriones_unguiculatus ENSMUGG00000011401
microtus_ochrogaster ENSMOCG00000004814
peromyscus_maniculatus_bairdii ENSPEMG00000013103
cricetulus_griseus_crigri-picr ENSCGRG00015023786
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018500
cricetulus_griseus_crigri_1.0 ENSCGRG00000015492
mesocricetus_auratus ENSMAUG00000022246
nannospalax_galili ENSNGAG00000023927
jaculus_jaculus ENSJJAG00000014055
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010717
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018258
fukomys_damarensis ENSFDAG00000020587
cavia_porcellus ENSCPOG00000013783
cavia_aperea ENSCAPG00000002971
octodon_degus ENSODEG00000005785
chinchilla_lanigera ENSCLAG00000005199
meriones_unguiculatus ENSMUGG00000011187
mus_spicilegus ENSMSIG00000031889
jaculus_jaculus ENSJJAG00000004864
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006171
spermophilus_dauricus ENSSDAG00000016758
ictidomys_tridecemlineatus ENSSTOG00000005531
urocitellus_parryii ENSUPAG00010005880
marmota_marmota_marmota ENSMMMG00000020688
oryctolagus_cuniculus ENSOCUG00000011375
ochotona_princeps ENSOPRG00000012862
homo_sapiens ENSG00000136709
gorilla_gorilla ENSGGOG00000004756
pan_troglodytes ENSPTRG00000012435
pan_paniscus ENSPPAG00000022001
pongo_abelii ENSPPYG00000012760
nomascus_leucogenys ENSNLEG00000015749
papio_anubis ENSPANG00000010541
cercocebus_atys ENSCATG00000026129
theropithecus_gelada ENSTGEG00000028948
mandrillus_leucophaeus ENSMLEG00000037321
macaca_mulatta ENSMMUG00000019277
macaca_nemestrina ENSMNEG00000038503
macaca_fascicularis ENSMFAG00000005367
chlorocebus_sabaeus ENSCSAG00000016859
rhinopithecus_roxellana ENSRROG00000034845
rhinopithecus_bieti ENSRBIG00000041069
piliocolobus_tephrosceles ENSPTEG00000021810
colobus_angolensis_palliatus ENSCANG00000033800
cebus_capucinus_imitator ENSCCAG00000031522
saimiri_boliviensis_boliviensis ENSSBOG00000030950
callithrix_jacchus ENSCJAG00000010706
aotus_nancymaae ENSANAG00000028337
carlito_syrichta ENSTSYG00000009593
prolemur_simus ENSPSMG00000002049
propithecus_coquereli ENSPCOG00000022859
microcebus_murinus ENSMICG00000031042
otolemur_garnettii ENSOGAG00000014877
tupaia_belangeri ENSTBEG00000008409
ornithorhynchus_anatinus ENSOANG00000008958
cyanistes_caeruleus ENSCCEG00000003908
cyanistes_caeruleus ENSCCEG00000003903
apteryx_rowi ENSARWG00000002462
apteryx_rowi ENSARWG00000002463
notechis_scutatus ENSNSUG00000012005
notechis_scutatus ENSNSUG00000012007
aotus_nancymaae ENSANAG00000034558
xenopus_tropicalis ENSXETG00000002960
latimeria_chalumnae ENSLACG00000017266
gambusia_affinis ENSGAFG00000018946
xiphophorus_maculatus ENSXMAG00000004188
poecilia_formosa ENSPFOG00000011785
poecilia_latipinna ENSPLAG00000001423
poecilia_reticulata ENSPREG00000001184
poecilia_mexicana ENSPMEG00000004789
cyprinodon_variegatus ENSCVAG00000017372
fundulus_heteroclitus ENSFHEG00000018043
oryzias_latipes_asm223467v1 ENSORLG00000007142
oryzias_latipes_asm223471v1 ENSORLG00020016505
oryzias_melastigma ENSOMEG00000002158
amphiprion_ocellaris ENSAOCG00000011914
acanthochromis_polyacanthus ENSAPOG00000008605
maylandia_zebra ENSMZEG00005021822
astatotilapia_calliptera ENSACLG00000017215
pundamilia_nyererei ENSPNYG00000011942
haplochromis_burtoni ENSHBUG00000009919
neolamprologus_brichardi ENSNBRG00000016897
oreochromis_niloticus ENSONIG00000014056
mola_mola ENSMMOG00000018014
mola_mola ENSMMOG00000018017
takifugu_rubripes ENSTRUG00000009821
tetraodon_nigroviridis ENSTNIG00000004911
labrus_bergylta ENSLBEG00000001835
cynoglossus_semilaevis ENSCSEG00000014770
monopterus_albus ENSMALG00000009574
anabas_testudineus ENSATEG00000004574
seriola_dumerili ENSSDUG00000006059
gasterosteus_aculeatus ENSGACG00000001571
hippocampus_comes ENSHCOG00000012860
gadus_morhua ENSGMOG00000018411
