notamacropus_eugenii ENSMEUG00000005685
phascolarctos_cinereus ENSPCIG00000010612
sarcophilus_harrisii ENSSHAG00000015453
ursus_maritimus ENSUMAG00000001064
ursus_americanus ENSUAMG00000026164
ailuropoda_melanoleuca ENSAMEG00000010642
neovison_vison ENSNVIG00000023393
canis_lupus_familiaris ENSCAFG00000019276
canis_lupus_dingo ENSCAFG00020025723
vulpes_vulpes ENSVVUG00000016172
panthera_pardus ENSPPRG00000003076
panthera_tigris_altaica ENSPTIG00000014796
felis_catus ENSFCAG00000026125
equus_asinus_asinus ENSEASG00005001140
equus_caballus ENSECAG00000026828
bos_taurus ENSBTAG00000000611
bos_mutus ENSBMUG00000001306
bison_bison_bison ENSBBBG00000022172
capra_hircus ENSCHIG00000018274
ovis_aries ENSOARG00000001838
tursiops_truncatus ENSTTRG00000013612
sus_scrofa ENSSSCG00000007957
myotis_lucifugus ENSMLUG00000023647
pteropus_vampyrus ENSPVAG00000016541
cebus_capucinus_imitator ENSCCAG00000026552
saimiri_boliviensis_boliviensis ENSSBOG00000033858
callithrix_jacchus ENSCJAG00000019654
aotus_nancymaae ENSANAG00000022658
pan_paniscus ENSPPAG00000032262
pan_troglodytes ENSPTRG00000034133
homo_sapiens ENSG00000215131
gorilla_gorilla ENSGGOG00000016572
pongo_abelii ENSPPYG00000007047
nomascus_leucogenys ENSNLEG00000009661
macaca_mulatta ENSMMUG00000045936
macaca_fascicularis ENSMFAG00000042292
macaca_nemestrina ENSMNEG00000028767
papio_anubis ENSPANG00000016181
mandrillus_leucophaeus ENSMLEG00000033810
chlorocebus_sabaeus ENSCSAG00000009993
cercocebus_atys ENSCATG00000032788
theropithecus_gelada ENSTGEG00000025186
rhinopithecus_roxellana ENSRROG00000034465
rhinopithecus_bieti ENSRBIG00000023887
piliocolobus_tephrosceles ENSPTEG00000011025
colobus_angolensis_palliatus ENSCANG00000041457
carlito_syrichta ENSTSYG00000010886
prolemur_simus ENSPSMG00000017506
microcebus_murinus ENSMICG00000046465
propithecus_coquereli ENSPCOG00000021304
otolemur_garnettii ENSOGAG00000034097
mus_spicilegus ENSMSIG00000026545
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005983
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021286
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020392
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016100
rattus_norvegicus ENSRNOG00000007268
meriones_unguiculatus ENSMUGG00000017188
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015460
cricetulus_griseus_crigri-picr ENSCGRG00015014042
cricetulus_griseus_crigri_1.0 ENSCGRG00000010863
microtus_ochrogaster ENSMOCG00000008711
peromyscus_maniculatus_bairdii ENSPEMG00000024135
nannospalax_galili ENSNGAG00000020261
jaculus_jaculus ENSJJAG00000015579
castor_canadensis ENSCCNG00000021096
dipodomys_ordii ENSDORG00000009753
spermophilus_dauricus ENSSDAG00000008032
ictidomys_tridecemlineatus ENSSTOG00000021041
urocitellus_parryii ENSUPAG00010018938
marmota_marmota_marmota ENSMMMG00000007456
oryctolagus_cuniculus ENSOCUG00000026288
ochotona_princeps ENSOPRG00000018333
procavia_capensis ENSPCAG00000015740
dasypus_novemcinctus ENSDNOG00000033942
ornithorhynchus_anatinus ENSOANG00000011971
