propithecus_coquereli ENSPCOG00000025494
prolemur_simus ENSPSMG00000011521
microcebus_murinus ENSMICG00000005835
otolemur_garnettii ENSOGAG00000007892
gorilla_gorilla ENSGGOG00000024454
homo_sapiens ENSG00000147889
nomascus_leucogenys ENSNLEG00000017493
rhinopithecus_roxellana ENSRROG00000037214
colobus_angolensis_palliatus ENSCANG00000019289
macaca_mulatta ENSMMUG00000001134
macaca_nemestrina ENSMNEG00000044907
macaca_fascicularis ENSMFAG00000043625
cercocebus_atys ENSCATG00000009720
theropithecus_gelada ENSTGEG00000012983
mandrillus_leucophaeus ENSMLEG00000033190
saimiri_boliviensis_boliviensis ENSSBOG00000030194
cebus_capucinus_imitator ENSCCAG00000034154
callithrix_jacchus ENSCJAG00000008048
aotus_nancymaae ENSANAG00000025540
dipodomys_ordii ENSDORG00000012075
castor_canadensis ENSCCNG00000018917
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016483
cricetulus_griseus_crigri_1.0 ENSCGRG00000010658
mesocricetus_auratus ENSMAUG00000003307
microtus_ochrogaster ENSMOCG00000013892
peromyscus_maniculatus_bairdii ENSPEMG00000010842
meriones_unguiculatus ENSMUGG00000014830
nannospalax_galili ENSNGAG00000022636
jaculus_jaculus ENSJJAG00000017320
marmota_marmota_marmota ENSMMMG00000009612
marmota_marmota_marmota ENSMMMG00000009596
chinchilla_lanigera ENSCLAG00000001664
cavia_porcellus ENSCPOG00000023988
bison_bison_bison ENSBBBG00000007436
capra_hircus ENSCHIG00000025939
sus_scrofa ENSSSCG00000005134
tursiops_truncatus ENSTTRG00000000158
canis_lupus_familiaris ENSCAFG00000001675
ailuropoda_melanoleuca ENSAMEG00000019101
mustela_putorius_furo ENSMPUG00000015974
panthera_pardus ENSPPRG00000019225
panthera_pardus ENSPPRG00000011594
felis_catus ENSFCAG00000022826
equus_asinus_asinus ENSEASG00005004708
equus_caballus ENSECAG00000018552
myotis_lucifugus ENSMLUG00000029865
carlito_syrichta ENSTSYG00000026215
oryctolagus_cuniculus ENSOCUG00000027972
choloepus_hoffmanni ENSCHOG00000009411
ornithorhynchus_anatinus ENSOANG00000002246
chrysemys_picta_bellii ENSCPBG00000007794
chelonoidis_abingdonii ENSCABG00000000983
gopherus_agassizii ENSGAGG00000022734
gopherus_agassizii ENSGAGG00000022735
chrysemys_picta_bellii ENSCPBG00000007792
pelodiscus_sinensis ENSPSIG00000015429
anser_brachyrhynchus ENSABRG00000014598
anas_platyrhynchos_platyrhynchos ENSAPLG00000026699
gallus_gallus ENSGALG00000026137
coturnix_japonica ENSCJPG00005006016
numida_meleagris ENSNMEG00000014319
calidris_pygmaea ENSCPGG00000018703
calidris_pugnax ENSCPUG00000001636
taeniopygia_guttata ENSTGUG00000001524
lonchura_striata_domestica ENSLSDG00000011509
parus_major ENSPMJG00000004212
lepidothrix_coronata ENSLCOG00000007239
melopsittacus_undulatus ENSMUNG00000012755
lepidothrix_coronata ENSLCOG00000007240
parus_major ENSPMJG00000004209
taeniopygia_guttata ENSTGUG00000001525
lonchura_striata_domestica ENSLSDG00000011513
melopsittacus_undulatus ENSMUNG00000012756
anas_platyrhynchos_platyrhynchos ENSAPLG00000023995
nothoprocta_perdicaria ENSNPEG00000004742
nothoprocta_perdicaria ENSNPEG00000000106
pogona_vitticeps ENSPVIG00000025463
notechis_scutatus ENSNSUG00000007188
salvator_merianae ENSSMRG00000020936
sphenodon_punctatus ENSSPUG00000003191
sphenodon_punctatus ENSSPUG00000003203
xenopus_tropicalis ENSXETG00000005465
kryptolebias_marmoratus ENSKMAG00000001262
astatotilapia_calliptera ENSACLG00000021277
