apteryx_rowi ENSARWG00000017147
apteryx_owenii ENSAOWG00000001444
apteryx_haastii ENSAHAG00000012856
nothoprocta_perdicaria ENSNPEG00000014786
dromaius_novaehollandiae ENSDNVG00000009827
crocodylus_porosus ENSCPRG00005010710
chrysemys_picta_bellii ENSCPBG00000002490
chrysemys_picta_bellii ENSCPBG00000005000
chelonoidis_abingdonii ENSCABG00000000427
pelodiscus_sinensis ENSPSIG00000004412
pogona_vitticeps ENSPVIG00000010308
notechis_scutatus ENSNSUG00000002333
salvator_merianae ENSSMRG00000003248
notamacropus_eugenii ENSMEUG00000012814
phascolarctos_cinereus ENSPCIG00000022379
monodelphis_domestica ENSMODG00000009505
chinchilla_lanigera ENSCLAG00000003933
octodon_degus ENSODEG00000017640
cavia_porcellus ENSCPOG00000003084
cavia_aperea ENSCAPG00000009361
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016224
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000644
fukomys_damarensis ENSFDAG00000011605
spermophilus_dauricus ENSSDAG00000000422
urocitellus_parryii ENSUPAG00010023479
marmota_marmota_marmota ENSMMMG00000018695
ictidomys_tridecemlineatus ENSSTOG00000008898
castor_canadensis ENSCCNG00000008577
dipodomys_ordii ENSDORG00000023780
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024028
mus_spicilegus ENSMSIG00000028440
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026931
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023107
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014595
rattus_norvegicus ENSRNOG00000025953
meriones_unguiculatus ENSMUGG00000018117
peromyscus_maniculatus_bairdii ENSPEMG00000005549
microtus_ochrogaster ENSMOCG00000021861
cricetulus_griseus_crigri-picr ENSCGRG00015010238
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003615
cricetulus_griseus_crigri_1.0 ENSCGRG00000012563
mesocricetus_auratus ENSMAUG00000011699
nannospalax_galili ENSNGAG00000015530
jaculus_jaculus ENSJJAG00000022503
oryctolagus_cuniculus ENSOCUG00000013115
ochotona_princeps ENSOPRG00000001872
pan_paniscus ENSPPAG00000027519
pan_troglodytes ENSPTRG00000002973
gorilla_gorilla ENSGGOG00000000980
homo_sapiens ENSG00000165863
pongo_abelii ENSPPYG00000002684
nomascus_leucogenys ENSNLEG00000016494
rhinopithecus_bieti ENSRBIG00000042980
rhinopithecus_roxellana ENSRROG00000030318
piliocolobus_tephrosceles ENSPTEG00000036612
colobus_angolensis_palliatus ENSCANG00000042197
macaca_nemestrina ENSMNEG00000031041
macaca_fascicularis ENSMFAG00000031805
macaca_mulatta ENSMMUG00000010907
mandrillus_leucophaeus ENSMLEG00000019566
theropithecus_gelada ENSTGEG00000026333
papio_anubis ENSPANG00000020741
cercocebus_atys ENSCATG00000019870
cebus_capucinus_imitator ENSCCAG00000001277
callithrix_jacchus ENSCJAG00000019437
saimiri_boliviensis_boliviensis ENSSBOG00000023119
aotus_nancymaae ENSANAG00000028068
carlito_syrichta ENSTSYG00000003118
propithecus_coquereli ENSPCOG00000028794
prolemur_simus ENSPSMG00000018280
microcebus_murinus ENSMICG00000015602
otolemur_garnettii ENSOGAG00000010164
tupaia_belangeri ENSTBEG00000013564
dasypus_novemcinctus ENSDNOG00000045239
capra_hircus ENSCHIG00000021577
ovis_aries ENSOARG00000017180
bos_taurus ENSBTAG00000013763
bos_mutus ENSBMUG00000026165
bison_bison_bison ENSBBBG00000001667
tursiops_truncatus ENSTTRG00000000369
sus_scrofa ENSSSCG00000034237
vicugna_pacos ENSVPAG00000005518
ursus_maritimus ENSUMAG00000002785
ursus_americanus ENSUAMG00000020222
ailuropoda_melanoleuca ENSAMEG00000014023
neovison_vison ENSNVIG00000004603
mustela_putorius_furo ENSMPUG00000003428
canis_lupus_familiaris ENSCAFG00000011870
canis_lupus_dingo ENSCAFG00020013663
vulpes_vulpes ENSVVUG00000010528
panthera_pardus ENSPPRG00000024732
panthera_tigris_altaica ENSPTIG00000007057
felis_catus ENSFCAG00000013644
pteropus_vampyrus ENSPVAG00000009318
myotis_lucifugus ENSMLUG00000008166
equus_asinus_asinus ENSEASG00005014549
equus_caballus ENSECAG00000000731
erinaceus_europaeus ENSEEUG00000001876
procavia_capensis ENSPCAG00000015106
echinops_telfairi ENSETEG00000007646
loxodonta_africana ENSLAFG00000014418
choloepus_hoffmanni ENSCHOG00000013778
ornithorhynchus_anatinus ENSOANG00000014137
lepisosteus_oculatus ENSLOCG00000009582
