notechis_scutatus ENSNSUG00000004563
pogona_vitticeps ENSPVIG00000000134
salvator_merianae ENSSMRG00000019908
anolis_carolinensis ENSACAG00000013762
sphenodon_punctatus ENSSPUG00000015593
gopherus_agassizii ENSGAGG00000019756
chelonoidis_abingdonii ENSCABG00000023150
chrysemys_picta_bellii ENSCPBG00000026805
pelodiscus_sinensis ENSPSIG00000012666
gallus_gallus ENSGALG00000020939
coturnix_japonica ENSCJPG00005006568
meleagris_gallopavo ENSMGAG00000008631
anas_platyrhynchos_platyrhynchos ENSAPLG00000012587
anser_brachyrhynchus ENSABRG00000009491
numida_meleagris ENSNMEG00000016512
melopsittacus_undulatus ENSMUNG00000002529
lonchura_striata_domestica ENSLSDG00000001757
taeniopygia_guttata ENSTGUG00000005747
serinus_canaria ENSSCAG00000013684
junco_hyemalis ENSJHYG00000001079
zonotrichia_albicollis ENSZALG00000004819
cyanistes_caeruleus ENSCCEG00000004716
parus_major ENSPMJG00000005776
ficedula_albicollis ENSFALG00000004843
manacus_vitellinus ENSMVIG00005007163
lepidothrix_coronata ENSLCOG00000009906
calidris_pugnax ENSCPUG00000005762
calidris_pygmaea ENSCPGG00000005569
apteryx_haastii ENSAHAG00000006676
apteryx_owenii ENSAOWG00000005155
dromaius_novaehollandiae ENSDNVG00000006603
apteryx_rowi ENSARWG00000014059
nothoprocta_perdicaria ENSNPEG00000006946
dipodomys_ordii ENSDORG00000011107
dipodomys_ordii ENSDORG00000014357
castor_canadensis ENSCCNG00000023397
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025603
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017664
mus_spicilegus ENSMSIG00000023010
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024683
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026125
rattus_norvegicus ENSRNOG00000018649
meriones_unguiculatus ENSMUGG00000006426
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024168
cricetulus_griseus_crigri_1.0 ENSCGRG00000011086
cricetulus_griseus_crigri-picr ENSCGRG00015020609
mesocricetus_auratus ENSMAUG00000019425
peromyscus_maniculatus_bairdii ENSPEMG00000016889
microtus_ochrogaster ENSMOCG00000000795
nannospalax_galili ENSNGAG00000013983
jaculus_jaculus ENSJJAG00000016360
spermophilus_dauricus ENSSDAG00000005685
urocitellus_parryii ENSUPAG00010021490
ictidomys_tridecemlineatus ENSSTOG00000012093
marmota_marmota_marmota ENSMMMG00000006119
ursus_maritimus ENSUMAG00000025123
ursus_americanus ENSUAMG00000009195
ailuropoda_melanoleuca ENSAMEG00000000122
neovison_vison ENSNVIG00000009604
mustela_putorius_furo ENSMPUG00000017602
canis_lupus_familiaris ENSCAFG00000010265
canis_lupus_dingo ENSCAFG00020014391
vulpes_vulpes ENSVVUG00000016489
panthera_pardus ENSPPRG00000001802
panthera_tigris_altaica ENSPTIG00000009363
felis_catus ENSFCAG00000001100
equus_asinus_asinus ENSEASG00005023360
equus_caballus ENSECAG00000025106
capra_hircus ENSCHIG00000013307
ovis_aries ENSOARG00000008685
bos_taurus ENSBTAG00000003635
bos_mutus ENSBMUG00000005643
bison_bison_bison ENSBBBG00000002297
sus_scrofa ENSSSCG00000022777
tursiops_truncatus ENSTTRG00000006176
vicugna_pacos ENSVPAG00000007249
myotis_lucifugus ENSMLUG00000008764
pteropus_vampyrus ENSPVAG00000014148
erinaceus_europaeus ENSEEUG00000001558
pan_troglodytes ENSPTRG00000013582
pan_paniscus ENSPPAG00000037157
homo_sapiens ENSG00000080189
gorilla_gorilla ENSGGOG00000014052
pongo_abelii ENSPPYG00000011091
nomascus_leucogenys ENSNLEG00000006880
rhinopithecus_roxellana ENSRROG00000034120
rhinopithecus_bieti ENSRBIG00000036744
piliocolobus_tephrosceles ENSPTEG00000026010
colobus_angolensis_palliatus ENSCANG00000021984
macaca_mulatta ENSMMUG00000018071
macaca_nemestrina ENSMNEG00000035072
macaca_fascicularis ENSMFAG00000042038
chlorocebus_sabaeus ENSCSAG00000014758
cercocebus_atys ENSCATG00000045244
mandrillus_leucophaeus ENSMLEG00000039379
papio_anubis ENSPANG00000007533
theropithecus_gelada ENSTGEG00000018437
cebus_capucinus_imitator ENSCCAG00000033921
saimiri_boliviensis_boliviensis ENSSBOG00000021256
callithrix_jacchus ENSCJAG00000017091
aotus_nancymaae ENSANAG00000030421
carlito_syrichta ENSTSYG00000002064
microcebus_murinus ENSMICG00000010654
prolemur_simus ENSPSMG00000008212
propithecus_coquereli ENSPCOG00000024312
otolemur_garnettii ENSOGAG00000015988
oryctolagus_cuniculus ENSOCUG00000013391
ochotona_princeps ENSOPRG00000000277
tupaia_belangeri ENSTBEG00000005486
dasypus_novemcinctus ENSDNOG00000015190
choloepus_hoffmanni ENSCHOG00000011583
loxodonta_africana ENSLAFG00000002360
procavia_capensis ENSPCAG00000014710
