lonchura_striata_domestica ENSLSDG00000015279
taeniopygia_guttata ENSTGUG00000001198
serinus_canaria ENSSCAG00000006857
cyanistes_caeruleus ENSCCEG00000016807
parus_major ENSPMJG00000000692
ficedula_albicollis ENSFALG00000000516
junco_hyemalis ENSJHYG00000000081
anser_brachyrhynchus ENSABRG00000012496
zonotrichia_albicollis ENSZALG00000016010
anas_platyrhynchos_platyrhynchos ENSAPLG00000029813
lepidothrix_coronata ENSLCOG00000009663
manacus_vitellinus ENSMVIG00005008657
calidris_pugnax ENSCPUG00000016727
apteryx_rowi ENSARWG00000011113
apteryx_owenii ENSAOWG00000010723
nothoprocta_perdicaria ENSNPEG00000011241
dromaius_novaehollandiae ENSDNVG00000008655
melopsittacus_undulatus ENSMUNG00000002232
anas_platyrhynchos_platyrhynchos ENSAPLG00000022159
calidris_pygmaea ENSCPGG00000017636
apteryx_haastii ENSAHAG00000010145
gallus_gallus ENSGALG00000004002
meleagris_gallopavo ENSMGAG00000005676
coturnix_japonica ENSCJPG00005005098
numida_meleagris ENSNMEG00000011835
chelonoidis_abingdonii ENSCABG00000002007
gopherus_agassizii ENSGAGG00000005327
chrysemys_picta_bellii ENSCPBG00000000554
pelodiscus_sinensis ENSPSIG00000007169
anolis_carolinensis ENSACAG00000005161
pogona_vitticeps ENSPVIG00000020275
notechis_scutatus ENSNSUG00000019806
salvator_merianae ENSSMRG00000000196
sphenodon_punctatus ENSSPUG00000001384
crocodylus_porosus ENSCPRG00005016486
ornithorhynchus_anatinus ENSOANG00000004173
chelonoidis_abingdonii ENSCABG00000019203
phascolarctos_cinereus ENSPCIG00000014305
notamacropus_eugenii ENSMEUG00000004768
monodelphis_domestica ENSMODG00000012872
propithecus_coquereli ENSPCOG00000025740
prolemur_simus ENSPSMG00000013374
microcebus_murinus ENSMICG00000005841
otolemur_garnettii ENSOGAG00000032260
pongo_abelii ENSPPYG00000001733
pongo_abelii ENSPPYG00000016496
pan_troglodytes ENSPTRG00000049841
pan_paniscus ENSPPAG00000019643
gorilla_gorilla ENSGGOG00000004330
homo_sapiens ENSG00000011009
pan_paniscus ENSPPAG00000039323
pan_troglodytes ENSPTRG00000043410
pan_paniscus ENSPPAG00000026915
nomascus_leucogenys ENSNLEG00000031179
rhinopithecus_bieti ENSRBIG00000033370
rhinopithecus_roxellana ENSRROG00000030625
colobus_angolensis_palliatus ENSCANG00000040186
piliocolobus_tephrosceles ENSPTEG00000013130
theropithecus_gelada ENSTGEG00000004188
cercocebus_atys ENSCATG00000031699
papio_anubis ENSPANG00000014433
mandrillus_leucophaeus ENSMLEG00000007933
macaca_fascicularis ENSMFAG00000033593
macaca_mulatta ENSMMUG00000019551
macaca_nemestrina ENSMNEG00000040849
chlorocebus_sabaeus ENSCSAG00000000932
cebus_capucinus_imitator ENSCCAG00000034117
saimiri_boliviensis_boliviensis ENSSBOG00000035575
callithrix_jacchus ENSCJAG00000020914
aotus_nancymaae ENSANAG00000020894
carlito_syrichta ENSTSYG00000028185
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027631
mus_spicilegus ENSMSIG00000004429
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028670
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026651
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028984
rattus_norvegicus ENSRNOG00000010067
meriones_unguiculatus ENSMUGG00000020699
microtus_ochrogaster ENSMOCG00000010122
microtus_ochrogaster ENSMOCG00000001745
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024962
cricetulus_griseus_crigri_1.0 ENSCGRG00000001097
cricetulus_griseus_crigri-picr ENSCGRG00015019464
mesocricetus_auratus ENSMAUG00000015204
peromyscus_maniculatus_bairdii ENSPEMG00000009264
nannospalax_galili ENSNGAG00000015285
jaculus_jaculus ENSJJAG00000006819
octodon_degus ENSODEG00000014635
octodon_degus ENSODEG00000010124
chinchilla_lanigera ENSCLAG00000010904
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011699
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007785
fukomys_damarensis ENSFDAG00000018117
fukomys_damarensis ENSFDAG00000019109
cavia_aperea ENSCAPG00000017558
cavia_porcellus ENSCPOG00000033750
castor_canadensis ENSCCNG00000022436
urocitellus_parryii ENSUPAG00010021003
spermophilus_dauricus ENSSDAG00000020329
