pteropus_vampyrus ENSPVAG00000010156
felis_catus ENSFCAG00000026836
equus_asinus_asinus ENSEASG00005018655
equus_caballus ENSECAG00000027712
ursus_maritimus ENSUMAG00000014462
vulpes_vulpes ENSVVUG00000022598
bos_mutus ENSBMUG00000000219
dasypus_novemcinctus ENSDNOG00000043134
mus_spicilegus ENSMSIG00000002031
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020923
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020025
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020027
ornithorhynchus_anatinus ENSOANG00000010585
chelonoidis_abingdonii ENSCABG00000018378
crocodylus_porosus ENSCPRG00005019022
pogona_vitticeps ENSPVIG00000024646
pundamilia_nyererei ENSPNYG00000007820
astatotilapia_calliptera ENSACLG00000007690
maylandia_zebra ENSMZEG00005006665
gambusia_affinis ENSGAFG00000011750
esox_lucius ENSELUG00000011091
sorex_araneus ENSSARG00000011400
pogona_vitticeps ENSPVIG00000025285
lepisosteus_oculatus ENSLOCG00000017847
gambusia_affinis ENSGAFG00000011732
