seriola_lalandi_dorsalis ENSSLDG00000021181
seriola_dumerili ENSSDUG00000007638
scophthalmus_maximus ENSSMAG00000011849
monopterus_albus ENSMALG00000020212
amphiprion_ocellaris ENSAOCG00000013623
amphiprion_percula ENSAPEG00000015107
acanthochromis_polyacanthus ENSAPOG00000015381
stegastes_partitus ENSSPAG00000010983
kryptolebias_marmoratus ENSKMAG00000013817
mastacembelus_armatus ENSMAMG00000005033
cynoglossus_semilaevis ENSCSEG00000000503
maylandia_zebra ENSMZEG00005001304
astatotilapia_calliptera ENSACLG00000001027
pundamilia_nyererei ENSPNYG00000000733
haplochromis_burtoni ENSHBUG00000009207
neolamprologus_brichardi ENSNBRG00000015148
oreochromis_niloticus ENSONIG00000006057
xiphophorus_maculatus ENSXMAG00000002274
xiphophorus_couchianus ENSXCOG00000011551
poecilia_formosa ENSPFOG00000016737
poecilia_mexicana ENSPMEG00000022100
poecilia_latipinna ENSPLAG00000021701
fundulus_heteroclitus ENSFHEG00000012581
cyprinodon_variegatus ENSCVAG00000006812
oryzias_latipes_asm223471v1 ENSORLG00020009779
oryzias_latipes_asm223469v1 ENSORLG00015009768
oryzias_latipes_asm223467v1 ENSORLG00000010930
oryzias_melastigma ENSOMEG00000003515
labrus_bergylta ENSLBEG00000016927
gasterosteus_aculeatus ENSGACG00000004075
tetraodon_nigroviridis ENSTNIG00000017112
takifugu_rubripes ENSTRUG00000007740
poecilia_reticulata ENSPREG00000008198
gambusia_affinis ENSGAFG00000002562
amphilophus_citrinellus ENSACIG00000016590
stegastes_partitus ENSSPAG00000010970
anabas_testudineus ENSATEG00000004496
mola_mola ENSMMOG00000004258
periophthalmus_magnuspinnatus ENSPMGG00000002872
hippocampus_comes ENSHCOG00000015699
gadus_morhua ENSGMOG00000005264
esox_lucius ENSELUG00000021899
pygocentrus_nattereri ENSPNAG00000008220
astyanax_mexicanus ENSAMXG00000033306
ictalurus_punctatus ENSIPUG00000006447
paramormyrops_kingsleyae ENSPKIG00000011166
scleropages_formosus ENSSFOG00015001791
lepisosteus_oculatus ENSLOCG00000010889
anolis_carolinensis ENSACAG00000005499
anolis_carolinensis ENSACAG00000028279
salvator_merianae ENSSMRG00000014054
sphenodon_punctatus ENSSPUG00000006430
apteryx_haastii ENSAHAG00000014028
apteryx_owenii ENSAOWG00000012688
apteryx_rowi ENSARWG00000001860
dromaius_novaehollandiae ENSDNVG00000001372
nothoprocta_perdicaria ENSNPEG00000001651
junco_hyemalis ENSJHYG00000010394
zonotrichia_albicollis ENSZALG00000015557
serinus_canaria ENSSCAG00000010369
taeniopygia_guttata ENSTGUG00000017019
lonchura_striata_domestica ENSLSDG00000004275
taeniopygia_guttata ENSTGUG00000001259
ficedula_albicollis ENSFALG00000007417
cyanistes_caeruleus ENSCCEG00000014829
parus_major ENSPMJG00000006880
lepidothrix_coronata ENSLCOG00000002737
manacus_vitellinus ENSMVIG00005006472
melopsittacus_undulatus ENSMUNG00000006008
calidris_pygmaea ENSCPGG00000014910
calidris_pugnax ENSCPUG00000010151
anser_brachyrhynchus ENSABRG00000004422
anas_platyrhynchos_platyrhynchos ENSAPLG00000013036
gallus_gallus ENSGALG00000008602
coturnix_japonica ENSCJPG00005004149
meleagris_gallopavo ENSMGAG00000007487
numida_meleagris ENSNMEG00000009876
crocodylus_porosus ENSCPRG00005010511
gopherus_agassizii ENSGAGG00000025020
chelonoidis_abingdonii ENSCABG00000010581
chrysemys_picta_bellii ENSCPBG00000015056
pelodiscus_sinensis ENSPSIG00000013515
phascolarctos_cinereus ENSPCIG00000021044
notamacropus_eugenii ENSMEUG00000016782
sarcophilus_harrisii ENSSHAG00000011792
monodelphis_domestica ENSMODG00000009637
myotis_lucifugus ENSMLUG00000007079
pteropus_vampyrus ENSPVAG00000006327
equus_asinus_asinus ENSEASG00005019922
equus_caballus ENSECAG00000000525
capra_hircus ENSCHIG00000024612
ovis_aries ENSOARG00000012674
bos_mutus ENSBMUG00000008793
bos_taurus ENSBTAG00000015525
bison_bison_bison ENSBBBG00000001627
tursiops_truncatus ENSTTRG00000013135
sus_scrofa ENSSSCG00000011039
vicugna_pacos ENSVPAG00000003353
ursus_maritimus ENSUMAG00000013212
ailuropoda_melanoleuca ENSAMEG00000001380
mustela_putorius_furo ENSMPUG00000011888
neovison_vison ENSNVIG00000002193
canis_lupus_dingo ENSCAFG00020009626
canis_lupus_familiaris ENSCAFG00000004488
vulpes_vulpes ENSVVUG00000003879
panthera_pardus ENSPPRG00000002119
panthera_tigris_altaica ENSPTIG00000015896
felis_catus ENSFCAG00000015489
erinaceus_europaeus ENSEEUG00000000783
sorex_araneus ENSSARG00000009709
gorilla_gorilla ENSGGOG00000015467
homo_sapiens ENSG00000148482
pan_paniscus ENSPPAG00000038102
pan_troglodytes ENSPTRG00000002338
pongo_abelii ENSPPYG00000002129
nomascus_leucogenys ENSNLEG00000012624
macaca_mulatta ENSMMUG00000011624
macaca_fascicularis ENSMFAG00000034042
macaca_nemestrina ENSMNEG00000042340
mandrillus_leucophaeus ENSMLEG00000036905
papio_anubis ENSPANG00000023178
theropithecus_gelada ENSTGEG00000006818
cercocebus_atys ENSCATG00000030106
chlorocebus_sabaeus ENSCSAG00000012595
colobus_angolensis_palliatus ENSCANG00000040125
piliocolobus_tephrosceles ENSPTEG00000029814
rhinopithecus_bieti ENSRBIG00000036728
rhinopithecus_roxellana ENSRROG00000032251
cebus_capucinus_imitator ENSCCAG00000030436
saimiri_boliviensis_boliviensis ENSSBOG00000026815
callithrix_jacchus ENSCJAG00000008439
aotus_nancymaae ENSANAG00000036311
carlito_syrichta ENSTSYG00000002162
propithecus_coquereli ENSPCOG00000019529
microcebus_murinus ENSMICG00000005988
prolemur_simus ENSPSMG00000019063
otolemur_garnettii ENSOGAG00000007775
tupaia_belangeri ENSTBEG00000013249
castor_canadensis ENSCCNG00000006071
dipodomys_ordii ENSDORG00000014530
peromyscus_maniculatus_bairdii ENSPEMG00000012373
microtus_ochrogaster ENSMOCG00000013804
mesocricetus_auratus ENSMAUG00000004847
mesocricetus_auratus ENSMAUG00000002961
cricetulus_griseus_crigri_1.0 ENSCGRG00000014627
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009935
cricetulus_griseus_crigri-picr ENSCGRG00015022307
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024110
mus_spicilegus ENSMSIG00000026045
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023193
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036949
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024651
rattus_norvegicus ENSRNOG00000025639
nannospalax_galili ENSNGAG00000016149
jaculus_jaculus ENSJJAG00000020093
urocitellus_parryii ENSUPAG00010006668
spermophilus_dauricus ENSSDAG00000005565
ictidomys_tridecemlineatus ENSSTOG00000014809
marmota_marmota_marmota ENSMMMG00000014822
chinchilla_lanigera ENSCLAG00000015075
octodon_degus ENSODEG00000010075
cavia_porcellus ENSCPOG00000013668
cavia_aperea ENSCAPG00000007794
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013677
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004349
fukomys_damarensis ENSFDAG00000014124
oryctolagus_cuniculus ENSOCUG00000014837
ochotona_princeps ENSOPRG00000005968
dasypus_novemcinctus ENSDNOG00000005367
loxodonta_africana ENSLAFG00000000148
procavia_capensis ENSPCAG00000016276
echinops_telfairi ENSETEG00000011296
ornithorhynchus_anatinus ENSOANG00000005707
xenopus_tropicalis ENSXETG00000001368
latimeria_chalumnae ENSLACG00000008395
petromyzon_marinus ENSPMAG00000006863
petromyzon_marinus ENSPMAG00000008381
