prolemur_simus ENSPSMG00000009478
microcebus_murinus ENSMICG00000012870
pongo_abelii ENSPPYG00000004089
pongo_abelii ENSPPYG00000019959
homo_sapiens ENSG00000189253
homo_sapiens ENSG00000204450
gorilla_gorilla ENSGGOG00000008355
pan_troglodytes ENSPTRG00000034335
nomascus_leucogenys ENSNLEG00000010490
nomascus_leucogenys ENSNLEG00000030073
nomascus_leucogenys ENSNLEG00000007077
pan_paniscus ENSPPAG00000036567
pan_troglodytes ENSPTRG00000034530
homo_sapiens ENSG00000214891
gorilla_gorilla ENSGGOG00000027897
rhinopithecus_roxellana ENSRROG00000030924
rhinopithecus_roxellana ENSRROG00000015469
colobus_angolensis_palliatus ENSCANG00000030489
colobus_angolensis_palliatus ENSCANG00000018460
colobus_angolensis_palliatus ENSCANG00000036681
piliocolobus_tephrosceles ENSPTEG00000035978
macaca_nemestrina ENSMNEG00000020297
macaca_fascicularis ENSMFAG00000034272
papio_anubis ENSPANG00000012860
macaca_fascicularis ENSMFAG00000041752
macaca_mulatta ENSMMUG00000013598
chlorocebus_sabaeus ENSCSAG00000003583
macaca_nemestrina ENSMNEG00000027943
cercocebus_atys ENSCATG00000032889
rhinopithecus_bieti ENSRBIG00000044200
pongo_abelii ENSPPYG00000003758
colobus_angolensis_palliatus ENSCANG00000019646
piliocolobus_tephrosceles ENSPTEG00000035925
rhinopithecus_roxellana ENSRROG00000007890
macaca_mulatta ENSMMUG00000000414
macaca_nemestrina ENSMNEG00000032066
papio_anubis ENSPANG00000033612
papio_anubis ENSPANG00000033583
papio_anubis ENSPANG00000035822
chlorocebus_sabaeus ENSCSAG00000003560
callithrix_jacchus ENSCJAG00000000824
cebus_capucinus_imitator ENSCCAG00000035585
aotus_nancymaae ENSANAG00000026972
bison_bison_bison ENSBBBG00000017389
bos_mutus ENSBMUG00000019144
