mus_spicilegus ENSMSIG00000021743
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002668
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021804
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022715
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020793
rattus_norvegicus ENSRNOG00000046050
meriones_unguiculatus ENSMUGG00000006526
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020022
cricetulus_griseus_crigri_1.0 ENSCGRG00000011662
cricetulus_griseus_crigri-picr ENSCGRG00015001536
mesocricetus_auratus ENSMAUG00000006409
peromyscus_maniculatus_bairdii ENSPEMG00000023860
microtus_ochrogaster ENSMOCG00000001187
nannospalax_galili ENSNGAG00000015322
castor_canadensis ENSCCNG00000027170
ictidomys_tridecemlineatus ENSSTOG00000032756
ictidomys_tridecemlineatus ENSSTOG00000002404
spermophilus_dauricus ENSSDAG00000010071
urocitellus_parryii ENSUPAG00010023662
marmota_marmota_marmota ENSMMMG00000019533
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000277
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009705
fukomys_damarensis ENSFDAG00000016501
cavia_porcellus ENSCPOG00000003232
cavia_aperea ENSCAPG00000008424
chinchilla_lanigera ENSCLAG00000012303
octodon_degus ENSODEG00000015746
oryctolagus_cuniculus ENSOCUG00000010627
ochotona_princeps ENSOPRG00000017139
tupaia_belangeri ENSTBEG00000005629
gorilla_gorilla ENSGGOG00000007075
homo_sapiens ENSG00000205744
pan_troglodytes ENSPTRG00000029159
pan_paniscus ENSPPAG00000037306
pongo_abelii ENSPPYG00000009458
nomascus_leucogenys ENSNLEG00000015941
theropithecus_gelada ENSTGEG00000019621
papio_anubis ENSPANG00000004918
cercocebus_atys ENSCATG00000016215
mandrillus_leucophaeus ENSMLEG00000039863
macaca_fascicularis ENSMFAG00000031978
macaca_mulatta ENSMMUG00000005600
macaca_nemestrina ENSMNEG00000029798
chlorocebus_sabaeus ENSCSAG00000009587
rhinopithecus_roxellana ENSRROG00000036222
rhinopithecus_bieti ENSRBIG00000036859
colobus_angolensis_palliatus ENSCANG00000031585
piliocolobus_tephrosceles ENSPTEG00000026768
cebus_capucinus_imitator ENSCCAG00000034905
saimiri_boliviensis_boliviensis ENSSBOG00000030628
callithrix_jacchus ENSCJAG00000016543
aotus_nancymaae ENSANAG00000026774
carlito_syrichta ENSTSYG00000031145
microcebus_murinus ENSMICG00000004586
propithecus_coquereli ENSPCOG00000004246
prolemur_simus ENSPSMG00000010519
otolemur_garnettii ENSOGAG00000034782
pteropus_vampyrus ENSPVAG00000007256
myotis_lucifugus ENSMLUG00000015589
ursus_maritimus ENSUMAG00000011179
ursus_americanus ENSUAMG00000023104
ursus_americanus ENSUAMG00000023107
ailuropoda_melanoleuca ENSAMEG00000007101
neovison_vison ENSNVIG00000015781
mustela_putorius_furo ENSMPUG00000006946
canis_lupus_dingo ENSCAFG00020019317
canis_lupus_familiaris ENSCAFG00000018636
vulpes_vulpes ENSVVUG00000026697
panthera_pardus ENSPPRG00000011124
panthera_tigris_altaica ENSPTIG00000015765
felis_catus ENSFCAG00000012514
capra_hircus ENSCHIG00000017569
ovis_aries ENSOARG00000005599
bos_taurus ENSBTAG00000031809
bos_mutus ENSBMUG00000000321
bison_bison_bison ENSBBBG00000007187
tursiops_truncatus ENSTTRG00000007794
sus_scrofa ENSSSCG00000013546
equus_caballus ENSECAG00000010964
equus_asinus_asinus ENSEASG00005000214
procavia_capensis ENSPCAG00000016381
echinops_telfairi ENSETEG00000002885
dasypus_novemcinctus ENSDNOG00000036339
dipodomys_ordii ENSDORG00000029765
jaculus_jaculus ENSJJAG00000023239
sorex_araneus ENSSARG00000004800
monodelphis_domestica ENSMODG00000002048
sarcophilus_harrisii ENSSHAG00000011768
notamacropus_eugenii ENSMEUG00000006565
ornithorhynchus_anatinus ENSOANG00000008407
sphenodon_punctatus ENSSPUG00000016561
sphenodon_punctatus ENSSPUG00000016554
pelodiscus_sinensis ENSPSIG00000012540
gopherus_agassizii ENSGAGG00000003896
xenopus_tropicalis ENSXETG00000024511
ornithorhynchus_anatinus ENSOANG00000002668
eptatretus_burgeri ENSEBUG00000006660
