astyanax_mexicanus ENSAMXG00000017185
pygocentrus_nattereri ENSPNAG00000018405
ictalurus_punctatus ENSIPUG00000010208
danio_rerio ENSDARG00000021252
mola_mola ENSMMOG00000013095
cynoglossus_semilaevis ENSCSEG00000018519
fundulus_heteroclitus ENSFHEG00000022478
cyprinodon_variegatus ENSCVAG00000006074
xiphophorus_maculatus ENSXMAG00000007335
xiphophorus_couchianus ENSXCOG00000009189
gambusia_affinis ENSGAFG00000001650
poecilia_formosa ENSPFOG00000010825
poecilia_mexicana ENSPMEG00000014020
poecilia_latipinna ENSPLAG00000018036
poecilia_reticulata ENSPREG00000009049
kryptolebias_marmoratus ENSKMAG00000006309
oryzias_latipes_asm223469v1 ENSORLG00015021975
oryzias_latipes_asm223471v1 ENSORLG00020016768
oryzias_latipes_asm223467v1 ENSORLG00000002860
oryzias_melastigma ENSOMEG00000009223
labrus_bergylta ENSLBEG00000000081
gasterosteus_aculeatus ENSGACG00000020494
seriola_lalandi_dorsalis ENSSLDG00000015447
seriola_dumerili ENSSDUG00000017640
scophthalmus_maximus ENSSMAG00000001645
mastacembelus_armatus ENSMAMG00000020958
monopterus_albus ENSMALG00000018073
anabas_testudineus ENSATEG00000007825
amphiprion_ocellaris ENSAOCG00000015067
amphiprion_percula ENSAPEG00000017553
acanthochromis_polyacanthus ENSAPOG00000022549
acanthochromis_polyacanthus ENSAPOG00000016033
stegastes_partitus ENSSPAG00000008535
pundamilia_nyererei ENSPNYG00000018731
haplochromis_burtoni ENSHBUG00000006235
astatotilapia_calliptera ENSACLG00000006865
maylandia_zebra ENSMZEG00005024869
neolamprologus_brichardi ENSNBRG00000002182
oreochromis_niloticus ENSONIG00000008750
amphilophus_citrinellus ENSACIG00000019496
tetraodon_nigroviridis ENSTNIG00000016119
takifugu_rubripes ENSTRUG00000010228
periophthalmus_magnuspinnatus ENSPMGG00000010124
hippocampus_comes ENSHCOG00000009555
esox_lucius ENSELUG00000006939
esox_lucius ENSELUG00000008140
gadus_morhua ENSGMOG00000007068
scleropages_formosus ENSSFOG00015001924
paramormyrops_kingsleyae ENSPKIG00000006077
lepisosteus_oculatus ENSLOCG00000004174
notamacropus_eugenii ENSMEUG00000003527
monodelphis_domestica ENSMODG00000006565
ovis_aries ENSOARG00000009208
cebus_capucinus_imitator ENSCCAG00000033971
callithrix_jacchus ENSCJAG00000014646
saimiri_boliviensis_boliviensis ENSSBOG00000025684
aotus_nancymaae ENSANAG00000036626
pongo_abelii ENSPPYG00000008174
homo_sapiens ENSG00000132141
rhinopithecus_roxellana ENSRROG00000031362
piliocolobus_tephrosceles ENSPTEG00000014399
macaca_fascicularis ENSMFAG00000038145
macaca_mulatta ENSMMUG00000006399
theropithecus_gelada ENSTGEG00000015138
chlorocebus_sabaeus ENSCSAG00000006334
rhinopithecus_bieti ENSRBIG00000043772
colobus_angolensis_palliatus ENSCANG00000028239
mandrillus_leucophaeus ENSMLEG00000037417
cercocebus_atys ENSCATG00000039984
macaca_nemestrina ENSMNEG00000041565
papio_anubis ENSPANG00000023018
pan_paniscus ENSPPAG00000037136
pan_troglodytes ENSPTRG00000023221
gorilla_gorilla ENSGGOG00000022453
nomascus_leucogenys ENSNLEG00000001570
carlito_syrichta ENSTSYG00000004221
prolemur_simus ENSPSMG00000017271
propithecus_coquereli ENSPCOG00000022222
microcebus_murinus ENSMICG00000035976
otolemur_garnettii ENSOGAG00000009862
tupaia_belangeri ENSTBEG00000002242
castor_canadensis ENSCCNG00000016199
dipodomys_ordii ENSDORG00000001249
mus_spicilegus ENSMSIG00000006565
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020698
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017698
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016854
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017991
rattus_norvegicus ENSRNOG00000007523
meriones_unguiculatus ENSMUGG00000014357
cricetulus_griseus_crigri-picr ENSCGRG00015012775
cricetulus_griseus_crigri_1.0 ENSCGRG00000007776
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020850
mesocricetus_auratus ENSMAUG00000001673
microtus_ochrogaster ENSMOCG00000015382
peromyscus_maniculatus_bairdii ENSPEMG00000022000
nannospalax_galili ENSNGAG00000011636
jaculus_jaculus ENSJJAG00000014826
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013027
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001186
fukomys_damarensis ENSFDAG00000015196
cavia_porcellus ENSCPOG00000002794
cavia_aperea ENSCAPG00000015234
chinchilla_lanigera ENSCLAG00000014724
octodon_degus ENSODEG00000013365
ictidomys_tridecemlineatus ENSSTOG00000027687
urocitellus_parryii ENSUPAG00010005803
spermophilus_dauricus ENSSDAG00000009800
marmota_marmota_marmota ENSMMMG00000013567
oryctolagus_cuniculus ENSOCUG00000012343
ochotona_princeps ENSOPRG00000011707
ursus_maritimus ENSUMAG00000015641
ursus_americanus ENSUAMG00000012254
ailuropoda_melanoleuca ENSAMEG00000014473
neovison_vison ENSNVIG00000019712
mustela_putorius_furo ENSMPUG00000014856
canis_lupus_familiaris ENSCAFG00000030750
canis_lupus_familiaris ENSCAFG00000018298
canis_lupus_dingo ENSCAFG00020014065
vulpes_vulpes ENSVVUG00000020499
panthera_pardus ENSPPRG00000007926
panthera_tigris_altaica ENSPTIG00000019230
felis_catus ENSFCAG00000022789
erinaceus_europaeus ENSEEUG00000004622
sorex_araneus ENSSARG00000001490
pteropus_vampyrus ENSPVAG00000013423
myotis_lucifugus ENSMLUG00000012459
capra_hircus ENSCHIG00000023739
ovis_aries ENSOARG00000008571
bos_mutus ENSBMUG00000013437
bos_taurus ENSBTAG00000020338
bison_bison_bison ENSBBBG00000015432
tursiops_truncatus ENSTTRG00000015442
sus_scrofa ENSSSCG00000022196
vicugna_pacos ENSVPAG00000000151
equus_asinus_asinus ENSEASG00005010982
equus_caballus ENSECAG00000021342
choloepus_hoffmanni ENSCHOG00000009820
dasypus_novemcinctus ENSDNOG00000019733
loxodonta_africana ENSLAFG00000018317
procavia_capensis ENSPCAG00000000769
echinops_telfairi ENSETEG00000001704
phascolarctos_cinereus ENSPCIG00000003668
sarcophilus_harrisii ENSSHAG00000006710
monodelphis_domestica ENSMODG00000019152
ornithorhynchus_anatinus ENSOANG00000010444
notechis_scutatus ENSNSUG00000006133
pogona_vitticeps ENSPVIG00000010312
salvator_merianae ENSSMRG00000010716
