capra_hircus ENSCHIG00000014994
bos_taurus ENSBTAG00000054074
sus_scrofa ENSSSCG00000032196
equus_asinus_asinus ENSEASG00005020394
mandrillus_leucophaeus ENSMLEG00000036934
cercocebus_atys ENSCATG00000036762
macaca_fascicularis ENSMFAG00000036734
macaca_nemestrina ENSMNEG00000043999
theropithecus_gelada ENSTGEG00000014863
papio_anubis ENSPANG00000014393
chlorocebus_sabaeus ENSCSAG00000001638
piliocolobus_tephrosceles ENSPTEG00000002537
colobus_angolensis_palliatus ENSCANG00000036964
rhinopithecus_bieti ENSRBIG00000037341
rhinopithecus_roxellana ENSRROG00000042323
pan_paniscus ENSPPAG00000030234
pan_troglodytes ENSPTRG00000011555
gorilla_gorilla ENSGGOG00000036331
homo_sapiens ENSG00000186272
homo_sapiens ENSG00000269533
cebus_capucinus_imitator ENSCCAG00000029826
saimiri_boliviensis_boliviensis ENSSBOG00000032752
callithrix_jacchus ENSCJAG00000000033
aotus_nancymaae ENSANAG00000028476
carlito_syrichta ENSTSYG00000002163
castor_canadensis ENSCCNG00000006001
