scophthalmus_maximus ENSSMAG00000011337
cynoglossus_semilaevis ENSCSEG00000011271
gasterosteus_aculeatus ENSGACG00000005860
monopterus_albus ENSMALG00000016444
pundamilia_nyererei ENSPNYG00000001888
astatotilapia_calliptera ENSACLG00000014387
haplochromis_burtoni ENSHBUG00000003682
amphiprion_percula ENSAPEG00000016860
xiphophorus_maculatus ENSXMAG00000011252
gambusia_affinis ENSGAFG00000008861
poecilia_formosa ENSPFOG00000004447
poecilia_mexicana ENSPMEG00000022290
poecilia_latipinna ENSPLAG00000015502
cyprinodon_variegatus ENSCVAG00000004241
kryptolebias_marmoratus ENSKMAG00000013059
oryzias_latipes_asm223469v1 ENSORLG00015001186
oryzias_latipes_asm223467v1 ENSORLG00000016681
oryzias_latipes_asm223471v1 ENSORLG00020001240
gadus_morhua ENSGMOG00000019228
esox_lucius ENSELUG00000016250
astyanax_mexicanus ENSAMXG00000036417
pygocentrus_nattereri ENSPNAG00000003515
ictalurus_punctatus ENSIPUG00000021294
hippocampus_comes ENSHCOG00000002117
periophthalmus_magnuspinnatus ENSPMGG00000006440
xiphophorus_couchianus ENSXCOG00000000678
poecilia_reticulata ENSPREG00000008734
fundulus_heteroclitus ENSFHEG00000021604
oryzias_melastigma ENSOMEG00000002150
acanthochromis_polyacanthus ENSAPOG00000007642
seriola_lalandi_dorsalis ENSSLDG00000002916
labrus_bergylta ENSLBEG00000020972
mastacembelus_armatus ENSMAMG00000002060
anabas_testudineus ENSATEG00000019632
mola_mola ENSMMOG00000003802
amphiprion_ocellaris ENSAOCG00000017736
stegastes_partitus ENSSPAG00000005663
neolamprologus_brichardi ENSNBRG00000015668
maylandia_zebra ENSMZEG00005008166
oreochromis_niloticus ENSONIG00000008980
amphilophus_citrinellus ENSACIG00000000648
seriola_dumerili ENSSDUG00000018149
seriola_lalandi_dorsalis ENSSLDG00000006372
takifugu_rubripes ENSTRUG00000007687
tetraodon_nigroviridis ENSTNIG00000016482
danio_rerio ENSDARG00000099227
paramormyrops_kingsleyae ENSPKIG00000000165
scleropages_formosus ENSSFOG00015023321
