erinaceus_europaeus ENSEEUG00000002357
sorex_araneus ENSSARG00000000486
ursus_americanus ENSUAMG00000023017
ursus_maritimus ENSUMAG00000009224
neovison_vison ENSNVIG00000023168
canis_lupus_familiaris ENSCAFG00000007212
canis_lupus_dingo ENSCAFG00020021737
vulpes_vulpes ENSVVUG00000027976
panthera_pardus ENSPPRG00000014147
panthera_tigris_altaica ENSPTIG00000021053
equus_asinus_asinus ENSEASG00005009198
equus_caballus ENSECAG00000017745
equus_caballus ENSECAG00000018183
equus_asinus_asinus ENSEASG00005009203
vicugna_pacos ENSVPAG00000011716
sus_scrofa ENSSSCG00000037806
pteropus_vampyrus ENSPVAG00000006596
myotis_lucifugus ENSMLUG00000005396
pan_troglodytes ENSPTRG00000004987
pan_paniscus ENSPPAG00000040618
gorilla_gorilla ENSGGOG00000039891
homo_sapiens ENSG00000172867
pongo_abelii ENSPPYG00000004554
nomascus_leucogenys ENSNLEG00000017740
piliocolobus_tephrosceles ENSPTEG00000038091
colobus_angolensis_palliatus ENSCANG00000041681
rhinopithecus_bieti ENSRBIG00000035624
rhinopithecus_roxellana ENSRROG00000006577
mandrillus_leucophaeus ENSMLEG00000027408
cercocebus_atys ENSCATG00000044333
papio_anubis ENSPANG00000009257
chlorocebus_sabaeus ENSCSAG00000005646
theropithecus_gelada ENSTGEG00000006668
macaca_fascicularis ENSMFAG00000044049
macaca_mulatta ENSMMUG00000002305
macaca_nemestrina ENSMNEG00000043811
cebus_capucinus_imitator ENSCCAG00000035582
saimiri_boliviensis_boliviensis ENSSBOG00000022716
callithrix_jacchus ENSCJAG00000018016
aotus_nancymaae ENSANAG00000032348
carlito_syrichta ENSTSYG00000033575
propithecus_coquereli ENSPCOG00000014718
microcebus_murinus ENSMICG00000002217
prolemur_simus ENSPSMG00000003960
chinchilla_lanigera ENSCLAG00000001040
octodon_degus ENSODEG00000013406
cavia_porcellus ENSCPOG00000038420
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000849
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007139
fukomys_damarensis ENSFDAG00000014206
marmota_marmota_marmota ENSMMMG00000001795
urocitellus_parryii ENSUPAG00010000191
ictidomys_tridecemlineatus ENSSTOG00000006467
spermophilus_dauricus ENSSDAG00000022346
castor_canadensis ENSCCNG00000020930
dipodomys_ordii ENSDORG00000002891
cricetulus_griseus_crigri-picr ENSCGRG00015028628
cricetulus_griseus_crigri_1.0 ENSCGRG00000010431
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015052
mesocricetus_auratus ENSMAUG00000015165
microtus_ochrogaster ENSMOCG00000002432
peromyscus_maniculatus_bairdii ENSPEMG00000012842
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064201
mus_spicilegus ENSMSIG00000010186
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021219
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020326
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020325
rattus_norvegicus ENSRNOG00000009563
meriones_unguiculatus ENSMUGG00000024882
nannospalax_galili ENSNGAG00000001284
jaculus_jaculus ENSJJAG00000003900
ochotona_princeps ENSOPRG00000008837
oryctolagus_cuniculus ENSOCUG00000029348
equus_caballus ENSECAG00000039613
bos_mutus ENSBMUG00000009052
bos_taurus ENSBTAG00000039261
bison_bison_bison ENSBBBG00000000669
tupaia_belangeri ENSTBEG00000008519
procavia_capensis ENSPCAG00000005767
phascolarctos_cinereus ENSPCIG00000013928
notamacropus_eugenii ENSMEUG00000011412
sarcophilus_harrisii ENSSHAG00000015553
