junco_hyemalis ENSJHYG00000005170
zonotrichia_albicollis ENSZALG00000007658
ficedula_albicollis ENSFALG00000014094
anas_platyrhynchos_platyrhynchos ENSAPLG00000002000
numida_meleagris ENSNMEG00000003480
coturnix_japonica ENSCJPG00005011152
melopsittacus_undulatus ENSMUNG00000009269
anser_brachyrhynchus ENSABRG00000002971
apteryx_haastii ENSAHAG00000010853
apteryx_rowi ENSARWG00000015692
apteryx_owenii ENSAOWG00000003657
nothoprocta_perdicaria ENSNPEG00000002028
crocodylus_porosus ENSCPRG00005000818
gopherus_agassizii ENSGAGG00000009636
chelonoidis_abingdonii ENSCABG00000004225
chrysemys_picta_bellii ENSCPBG00000012437
sphenodon_punctatus ENSSPUG00000007338
chinchilla_lanigera ENSCLAG00000008012
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002444
cavia_porcellus ENSCPOG00000006951
cricetulus_griseus_crigri-picr ENSCGRG00015004671
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013008
cricetulus_griseus_crigri_1.0 ENSCGRG00000005701
mesocricetus_auratus ENSMAUG00000017709
microtus_ochrogaster ENSMOCG00000020915
peromyscus_maniculatus_bairdii ENSPEMG00000012586
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034845
mus_spicilegus ENSMSIG00000030638
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032308
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031189
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021654
rattus_norvegicus ENSRNOG00000017676
meriones_unguiculatus ENSMUGG00000023340
castor_canadensis ENSCCNG00000021087
oryctolagus_cuniculus ENSOCUG00000016890
ochotona_princeps ENSOPRG00000012802
prolemur_simus ENSPSMG00000025067
propithecus_coquereli ENSPCOG00000025460
otolemur_garnettii ENSOGAG00000032556
pan_troglodytes ENSPTRG00000010671
pan_paniscus ENSPPAG00000027257
homo_sapiens ENSG00000130300
gorilla_gorilla ENSGGOG00000006691
pongo_abelii ENSPPYG00000009712
nomascus_leucogenys ENSNLEG00000005758
rhinopithecus_bieti ENSRBIG00000038932
rhinopithecus_roxellana ENSRROG00000016070
colobus_angolensis_palliatus ENSCANG00000029907
piliocolobus_tephrosceles ENSPTEG00000001061
macaca_fascicularis ENSMFAG00000040183
macaca_mulatta ENSMMUG00000002413
macaca_nemestrina ENSMNEG00000029212
papio_anubis ENSPANG00000013958
cercocebus_atys ENSCATG00000038826
mandrillus_leucophaeus ENSMLEG00000038786
theropithecus_gelada ENSTGEG00000012483
chlorocebus_sabaeus ENSCSAG00000005605
callithrix_jacchus ENSCJAG00000009753
cebus_capucinus_imitator ENSCCAG00000024573
saimiri_boliviensis_boliviensis ENSSBOG00000025435
aotus_nancymaae ENSANAG00000036886
tupaia_belangeri ENSTBEG00000003100
ovis_aries ENSOARG00000016828
capra_hircus ENSCHIG00000021053
bos_taurus ENSBTAG00000005434
bos_mutus ENSBMUG00000019693
bison_bison_bison ENSBBBG00000007023
tursiops_truncatus ENSTTRG00000003142
vicugna_pacos ENSVPAG00000010800
sus_scrofa ENSSSCG00000037025
equus_asinus_asinus ENSEASG00005002913
equus_caballus ENSECAG00000022390
ursus_maritimus ENSUMAG00000011789
ursus_americanus ENSUAMG00000001773
ailuropoda_melanoleuca ENSAMEG00000010513
canis_lupus_dingo ENSCAFG00020010429
canis_lupus_familiaris ENSCAFG00000015337
vulpes_vulpes ENSVVUG00000016116
neovison_vison ENSNVIG00000016032
mustela_putorius_furo ENSMPUG00000015888
panthera_pardus ENSPPRG00000008926
felis_catus ENSFCAG00000008511
pteropus_vampyrus ENSPVAG00000007878
myotis_lucifugus ENSMLUG00000009457
ictidomys_tridecemlineatus ENSSTOG00000012250
urocitellus_parryii ENSUPAG00010019443
spermophilus_dauricus ENSSDAG00000008890
jaculus_jaculus ENSJJAG00000000206
carlito_syrichta ENSTSYG00000037161
microcebus_murinus ENSMICG00000043750
sorex_araneus ENSSARG00000011936
dasypus_novemcinctus ENSDNOG00000046214
loxodonta_africana ENSLAFG00000026924
echinops_telfairi ENSETEG00000020362
dipodomys_ordii ENSDORG00000012745
phascolarctos_cinereus ENSPCIG00000018387
notamacropus_eugenii ENSMEUG00000010550
monodelphis_domestica ENSMODG00000029528
sarcophilus_harrisii ENSSHAG00000014324
monodelphis_domestica ENSMODG00000028922
ornithorhynchus_anatinus ENSOANG00000007382
salvator_merianae ENSSMRG00000019640
latimeria_chalumnae ENSLACG00000004745
scophthalmus_maximus ENSSMAG00000005872
cynoglossus_semilaevis ENSCSEG00000011799
seriola_dumerili ENSSDUG00000012515
seriola_lalandi_dorsalis ENSSLDG00000021443
mastacembelus_armatus ENSMAMG00000005700
monopterus_albus ENSMALG00000000884
anabas_testudineus ENSATEG00000018580
labrus_bergylta ENSLBEG00000013371
amphiprion_percula ENSAPEG00000015739
amphiprion_ocellaris ENSAOCG00000012403
acanthochromis_polyacanthus ENSAPOG00000015315
stegastes_partitus ENSSPAG00000000179
haplochromis_burtoni ENSHBUG00000011183
pundamilia_nyererei ENSPNYG00000002833
astatotilapia_calliptera ENSACLG00000008142
maylandia_zebra ENSMZEG00005004129
neolamprologus_brichardi ENSNBRG00000001643
oreochromis_niloticus ENSONIG00000010515
amphilophus_citrinellus ENSACIG00000020722
kryptolebias_marmoratus ENSKMAG00000015598
takifugu_rubripes ENSTRUG00000008476
tetraodon_nigroviridis ENSTNIG00000001308
mola_mola ENSMMOG00000006228
gasterosteus_aculeatus ENSGACG00000015588
fundulus_heteroclitus ENSFHEG00000000150
cyprinodon_variegatus ENSCVAG00000022793
xiphophorus_maculatus ENSXMAG00000014977
xiphophorus_couchianus ENSXCOG00000006998
gambusia_affinis ENSGAFG00000013065
poecilia_latipinna ENSPLAG00000016282
poecilia_formosa ENSPFOG00000002102
poecilia_mexicana ENSPMEG00000017427
poecilia_reticulata ENSPREG00000008656
oryzias_latipes_asm223471v1 ENSORLG00020013076
oryzias_latipes_asm223467v1 ENSORLG00000008728
oryzias_latipes_asm223469v1 ENSORLG00015008978
oryzias_melastigma ENSOMEG00000005836
periophthalmus_magnuspinnatus ENSPMGG00000014396
hippocampus_comes ENSHCOG00000013474
gadus_morhua ENSGMOG00000010360
esox_lucius ENSELUG00000019968
pygocentrus_nattereri ENSPNAG00000001528
astyanax_mexicanus ENSAMXG00000007356
ictalurus_punctatus ENSIPUG00000020871
danio_rerio ENSDARG00000076972
scleropages_formosus ENSSFOG00015007424
fundulus_heteroclitus ENSFHEG00000022156
cyprinodon_variegatus ENSCVAG00000021977
xiphophorus_maculatus ENSXMAG00000002400
gambusia_affinis ENSGAFG00000007075
poecilia_formosa ENSPFOG00000011373
poecilia_latipinna ENSPLAG00000006244
poecilia_mexicana ENSPMEG00000015213
poecilia_reticulata ENSPREG00000012598
xiphophorus_couchianus ENSXCOG00000008920
kryptolebias_marmoratus ENSKMAG00000003898
oryzias_latipes_asm223467v1 ENSORLG00000008874
oryzias_latipes_asm223469v1 ENSORLG00015009080
oryzias_latipes_asm223471v1 ENSORLG00020013411
oryzias_melastigma ENSOMEG00000005004
maylandia_zebra ENSMZEG00005018830
pundamilia_nyererei ENSPNYG00000014001
astatotilapia_calliptera ENSACLG00000012060
haplochromis_burtoni ENSHBUG00000004706
oreochromis_niloticus ENSONIG00000010111
neolamprologus_brichardi ENSNBRG00000021610
amphilophus_citrinellus ENSACIG00000012375
gasterosteus_aculeatus ENSGACG00000007785
scophthalmus_maximus ENSSMAG00000020944
cynoglossus_semilaevis ENSCSEG00000016606
seriola_dumerili ENSSDUG00000010680
seriola_lalandi_dorsalis ENSSLDG00000002698
mastacembelus_armatus ENSMAMG00000007110
monopterus_albus ENSMALG00000020919
anabas_testudineus ENSATEG00000017440
takifugu_rubripes ENSTRUG00000003997
tetraodon_nigroviridis ENSTNIG00000010180
mola_mola ENSMMOG00000007048
labrus_bergylta ENSLBEG00000027085
amphiprion_percula ENSAPEG00000007482
amphiprion_ocellaris ENSAOCG00000002996
acanthochromis_polyacanthus ENSAPOG00000012568
stegastes_partitus ENSSPAG00000003866
hippocampus_comes ENSHCOG00000007510
periophthalmus_magnuspinnatus ENSPMGG00000014745
gadus_morhua ENSGMOG00000000024
esox_lucius ENSELUG00000019563
astyanax_mexicanus ENSAMXG00000043184
pygocentrus_nattereri ENSPNAG00000023565
ictalurus_punctatus ENSIPUG00000007210
danio_rerio ENSDARG00000045003
scleropages_formosus ENSSFOG00015019849
paramormyrops_kingsleyae ENSPKIG00000008672
paramormyrops_kingsleyae ENSPKIG00000025671
lepisosteus_oculatus ENSLOCG00000003074
