tetraodon_nigroviridis ENSTNIG00000014805
takifugu_rubripes ENSTRUG00000015522
mola_mola ENSMMOG00000010731
gasterosteus_aculeatus ENSGACG00000001665
labrus_bergylta ENSLBEG00000025236
seriola_lalandi_dorsalis ENSSLDG00000015904
cynoglossus_semilaevis ENSCSEG00000021646
seriola_lalandi_dorsalis ENSSLDG00000007100
labrus_bergylta ENSLBEG00000022180
seriola_lalandi_dorsalis ENSSLDG00000004816
seriola_dumerili ENSSDUG00000015453
scophthalmus_maximus ENSSMAG00000014325
mastacembelus_armatus ENSMAMG00000014767
monopterus_albus ENSMALG00000008151
anabas_testudineus ENSATEG00000024979
fundulus_heteroclitus ENSFHEG00000023064
cyprinodon_variegatus ENSCVAG00000012368
poecilia_mexicana ENSPMEG00000003634
poecilia_formosa ENSPFOG00000013138
poecilia_latipinna ENSPLAG00000016446
poecilia_reticulata ENSPREG00000006322
xiphophorus_maculatus ENSXMAG00000017330
xiphophorus_couchianus ENSXCOG00000013524
gambusia_affinis ENSGAFG00000012620
kryptolebias_marmoratus ENSKMAG00000010240
oryzias_latipes_asm223467v1 ENSORLG00000004432
oryzias_latipes_asm223469v1 ENSORLG00015015188
oryzias_latipes_asm223471v1 ENSORLG00020019296
oryzias_melastigma ENSOMEG00000020937
astatotilapia_calliptera ENSACLG00000016700
maylandia_zebra ENSMZEG00005013881
pundamilia_nyererei ENSPNYG00000018859
haplochromis_burtoni ENSHBUG00000009776
neolamprologus_brichardi ENSNBRG00000021527
oreochromis_niloticus ENSONIG00000014331
amphilophus_citrinellus ENSACIG00000019010
amphiprion_percula ENSAPEG00000004953
amphiprion_ocellaris ENSAOCG00000022233
acanthochromis_polyacanthus ENSAPOG00000011538
stegastes_partitus ENSSPAG00000007939
hippocampus_comes ENSHCOG00000019800
periophthalmus_magnuspinnatus ENSPMGG00000013835
gadus_morhua ENSGMOG00000001375
esox_lucius ENSELUG00000013192
pygocentrus_nattereri ENSPNAG00000008214
astyanax_mexicanus ENSAMXG00000043041
ictalurus_punctatus ENSIPUG00000011668
scleropages_formosus ENSSFOG00015001328
paramormyrops_kingsleyae ENSPKIG00000024820
pygocentrus_nattereri ENSPNAG00000022259
astyanax_mexicanus ENSAMXG00000043189
ictalurus_punctatus ENSIPUG00000017984
esox_lucius ENSELUG00000017401
lepisosteus_oculatus ENSLOCG00000013954
propithecus_coquereli ENSPCOG00000017510
microcebus_murinus ENSMICG00000016663
prolemur_simus ENSPSMG00000000463
otolemur_garnettii ENSOGAG00000002971
pan_troglodytes ENSPTRG00000014632
pan_paniscus ENSPPAG00000029006
homo_sapiens ENSG00000132170
gorilla_gorilla ENSGGOG00000013117
pongo_abelii ENSPPYG00000013648
nomascus_leucogenys ENSNLEG00000004650
piliocolobus_tephrosceles ENSPTEG00000038049
rhinopithecus_roxellana ENSRROG00000044807
colobus_angolensis_palliatus ENSCANG00000006161
cercocebus_atys ENSCATG00000022947
papio_anubis ENSPANG00000016461
macaca_fascicularis ENSMFAG00000034317
macaca_nemestrina ENSMNEG00000028217
macaca_mulatta ENSMMUG00000007191
theropithecus_gelada ENSTGEG00000016166
mandrillus_leucophaeus ENSMLEG00000043422
chlorocebus_sabaeus ENSCSAG00000009839
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029779
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000440
mus_spicilegus ENSMSIG00000031935
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028751
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022502
rattus_norvegicus ENSRNOG00000008839
meriones_unguiculatus ENSMUGG00000021094
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013849
cricetulus_griseus_crigri_1.0 ENSCGRG00000012652
cricetulus_griseus_crigri-picr ENSCGRG00015003424
microtus_ochrogaster ENSMOCG00000017202
peromyscus_maniculatus_bairdii ENSPEMG00000013545
nannospalax_galili ENSNGAG00000014683
jaculus_jaculus ENSJJAG00000023734
castor_canadensis ENSCCNG00000011361
dipodomys_ordii ENSDORG00000003445
ochotona_princeps ENSOPRG00000003439
pteropus_vampyrus ENSPVAG00000009845
myotis_lucifugus ENSMLUG00000017638
vicugna_pacos ENSVPAG00000011059
bos_mutus ENSBMUG00000011177
ursus_maritimus ENSUMAG00000017617
ailuropoda_melanoleuca ENSAMEG00000004774
mustela_putorius_furo ENSMPUG00000017181
neovison_vison ENSNVIG00000008444
canis_lupus_familiaris ENSCAFG00000004991
canis_lupus_dingo ENSCAFG00020007261
vulpes_vulpes ENSVVUG00000015266
panthera_pardus ENSPPRG00000001758
panthera_tigris_altaica ENSPTIG00000021339
felis_catus ENSFCAG00000006231
ursus_americanus ENSUAMG00000002110
equus_caballus ENSECAG00000016664
equus_asinus_asinus ENSEASG00005014732
bison_bison_bison ENSBBBG00000011336
bos_taurus ENSBTAG00000001333
ovis_aries ENSOARG00000016452
capra_hircus ENSCHIG00000015877
tursiops_truncatus ENSTTRG00000016565
sus_scrofa ENSSSCG00000011579
tupaia_belangeri ENSTBEG00000011278
urocitellus_parryii ENSUPAG00010023031
ictidomys_tridecemlineatus ENSSTOG00000012778
marmota_marmota_marmota ENSMMMG00000010840
spermophilus_dauricus ENSSDAG00000024057
cavia_porcellus ENSCPOG00000002043
cavia_aperea ENSCAPG00000010043
octodon_degus ENSODEG00000002659
chinchilla_lanigera ENSCLAG00000014746
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011839
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000775
fukomys_damarensis ENSFDAG00000004743
oryctolagus_cuniculus ENSOCUG00000013194
rhinopithecus_bieti ENSRBIG00000042269
erinaceus_europaeus ENSEEUG00000006334
sorex_araneus ENSSARG00000009808
echinops_telfairi ENSETEG00000001775
loxodonta_africana ENSLAFG00000030870
procavia_capensis ENSPCAG00000001034
choloepus_hoffmanni ENSCHOG00000007152
carlito_syrichta ENSTSYG00000006950
saimiri_boliviensis_boliviensis ENSSBOG00000005712
cebus_capucinus_imitator ENSCCAG00000027364
callithrix_jacchus ENSCJAG00000016687
aotus_nancymaae ENSANAG00000020115
dasypus_novemcinctus ENSDNOG00000018641
notamacropus_eugenii ENSMEUG00000007824
phascolarctos_cinereus ENSPCIG00000002060
sarcophilus_harrisii ENSSHAG00000008610
monodelphis_domestica ENSMODG00000006233
ornithorhynchus_anatinus ENSOANG00000014847
rhinopithecus_bieti ENSRBIG00000033045
mesocricetus_auratus ENSMAUG00000012323
ornithorhynchus_anatinus ENSOANG00000022445
xenopus_tropicalis ENSXETG00000012062
taeniopygia_guttata ENSTGUG00000015508
gopherus_agassizii ENSGAGG00000009511
chelonoidis_abingdonii ENSCABG00000022125
chrysemys_picta_bellii ENSCPBG00000026361
pelodiscus_sinensis ENSPSIG00000011100
anser_brachyrhynchus ENSABRG00000009733
anas_platyrhynchos_platyrhynchos ENSAPLG00000009031
gallus_gallus ENSGALG00000004974
meleagris_gallopavo ENSMGAG00000004981
numida_meleagris ENSNMEG00000013440
calidris_pygmaea ENSCPGG00000011851
calidris_pugnax ENSCPUG00000005456
lepidothrix_coronata ENSLCOG00000012190
manacus_vitellinus ENSMVIG00005001519
melopsittacus_undulatus ENSMUNG00000011707
apteryx_owenii ENSAOWG00000015179
apteryx_haastii ENSAHAG00000016573
apteryx_rowi ENSARWG00000008264
dromaius_novaehollandiae ENSDNVG00000001690
parus_major ENSPMJG00000005054
cyanistes_caeruleus ENSCCEG00000024383
taeniopygia_guttata ENSTGUG00000004069
lonchura_striata_domestica ENSLSDG00000009183
junco_hyemalis ENSJHYG00000003910
serinus_canaria ENSSCAG00000011103
ficedula_albicollis ENSFALG00000000011
nothoprocta_perdicaria ENSNPEG00000005590
anolis_carolinensis ENSACAG00000013360
pogona_vitticeps ENSPVIG00000008327
notechis_scutatus ENSNSUG00000020114
salvator_merianae ENSSMRG00000019578
sphenodon_punctatus ENSSPUG00000018117
coturnix_japonica ENSCJPG00005012868
zonotrichia_albicollis ENSZALG00000010625
crocodylus_porosus ENSCPRG00005019174
xenopus_tropicalis ENSXETG00000017422
latimeria_chalumnae ENSLACG00000009212
