mus_spicilegus ENSMSIG00000015679
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023880
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034321
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022959
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014449
rattus_norvegicus ENSRNOG00000048708
meriones_unguiculatus ENSMUGG00000007872
mesocricetus_auratus ENSMAUG00000020462
mesocricetus_auratus ENSMAUG00000016551
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000335
cricetulus_griseus_crigri_1.0 ENSCGRG00000011602
cricetulus_griseus_crigri-picr ENSCGRG00015024749
peromyscus_maniculatus_bairdii ENSPEMG00000010710
microtus_ochrogaster ENSMOCG00000006004
microtus_ochrogaster ENSMOCG00000017124
nannospalax_galili ENSNGAG00000022033
jaculus_jaculus ENSJJAG00000013311
chinchilla_lanigera ENSCLAG00000002463
octodon_degus ENSODEG00000016709
cavia_porcellus ENSCPOG00000001173
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012208
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016927
fukomys_damarensis ENSFDAG00000000846
castor_canadensis ENSCCNG00000020520
dipodomys_ordii ENSDORG00000016528
urocitellus_parryii ENSUPAG00010014471
urocitellus_parryii ENSUPAG00010020516
spermophilus_dauricus ENSSDAG00000023101
ictidomys_tridecemlineatus ENSSTOG00000006615
marmota_marmota_marmota ENSMMMG00000021593
rhinopithecus_bieti ENSRBIG00000035618
rhinopithecus_roxellana ENSRROG00000032589
colobus_angolensis_palliatus ENSCANG00000034159
piliocolobus_tephrosceles ENSPTEG00000031140
macaca_fascicularis ENSMFAG00000001493
macaca_mulatta ENSMMUG00000020028
macaca_nemestrina ENSMNEG00000029816
theropithecus_gelada ENSTGEG00000015314
cercocebus_atys ENSCATG00000034114
papio_anubis ENSPANG00000021324
chlorocebus_sabaeus ENSCSAG00000005870
pan_troglodytes ENSPTRG00000002808
homo_sapiens ENSG00000171311
pongo_abelii ENSPPYG00000002531
nomascus_leucogenys ENSNLEG00000013872
gorilla_gorilla ENSGGOG00000003099
pan_paniscus ENSPPAG00000039842
mandrillus_leucophaeus ENSMLEG00000027643
callithrix_jacchus ENSCJAG00000016586
saimiri_boliviensis_boliviensis ENSSBOG00000000359
aotus_nancymaae ENSANAG00000034669
cebus_capucinus_imitator ENSCCAG00000023986
carlito_syrichta ENSTSYG00000000760
propithecus_coquereli ENSPCOG00000027539
microcebus_murinus ENSMICG00000007664
prolemur_simus ENSPSMG00000008122
otolemur_garnettii ENSOGAG00000016259
tupaia_belangeri ENSTBEG00000006011
vicugna_pacos ENSVPAG00000010695
sus_scrofa ENSSSCG00000010518
capra_hircus ENSCHIG00000015253
ovis_aries ENSOARG00000010136
bos_taurus ENSBTAG00000012699
bos_mutus ENSBMUG00000019207
bison_bison_bison ENSBBBG00000021190
tursiops_truncatus ENSTTRG00000009887
ursus_maritimus ENSUMAG00000022002
ursus_americanus ENSUAMG00000010266
myotis_lucifugus ENSMLUG00000009228
erinaceus_europaeus ENSEEUG00000005647
sorex_araneus ENSSARG00000000162
neovison_vison ENSNVIG00000020409
equus_asinus_asinus ENSEASG00005008684
choloepus_hoffmanni ENSCHOG00000006477
ailuropoda_melanoleuca ENSAMEG00000000129
mustela_putorius_furo ENSMPUG00000017044
canis_lupus_dingo ENSCAFG00020006002
canis_lupus_familiaris ENSCAFG00000009068
vulpes_vulpes ENSVVUG00000023192
panthera_pardus ENSPPRG00000023366
panthera_tigris_altaica ENSPTIG00000017701
pteropus_vampyrus ENSPVAG00000003372
castor_canadensis ENSCCNG00000023912
peromyscus_maniculatus_bairdii ENSPEMG00000027015
ictidomys_tridecemlineatus ENSSTOG00000029860
spermophilus_dauricus ENSSDAG00000004096
equus_caballus ENSECAG00000010621
felis_catus ENSFCAG00000040563
dasypus_novemcinctus ENSDNOG00000007983
loxodonta_africana ENSLAFG00000015983
procavia_capensis ENSPCAG00000009135
echinops_telfairi ENSETEG00000002469
echinops_telfairi ENSETEG00000013426
oryctolagus_cuniculus ENSOCUG00000011898
