anas_platyrhynchos_platyrhynchos ENSAPLG00000028329
anser_brachyrhynchus ENSABRG00000005873
gallus_gallus ENSGALG00000035282
coturnix_japonica ENSCJPG00005018582
meleagris_gallopavo ENSMGAG00000007945
numida_meleagris ENSNMEG00000011434
calidris_pygmaea ENSCPGG00000015322
calidris_pugnax ENSCPUG00000003256
melopsittacus_undulatus ENSMUNG00000010085
lonchura_striata_domestica ENSLSDG00000012144
taeniopygia_guttata ENSTGUG00000009330
serinus_canaria ENSSCAG00000004566
junco_hyemalis ENSJHYG00000012728
zonotrichia_albicollis ENSZALG00000016905
ficedula_albicollis ENSFALG00000011591
parus_major ENSPMJG00000009333
cyanistes_caeruleus ENSCCEG00000008372
manacus_vitellinus ENSMVIG00005010508
lepidothrix_coronata ENSLCOG00000013801
apteryx_haastii ENSAHAG00000017150
apteryx_owenii ENSAOWG00000001489
apteryx_rowi ENSARWG00000010691
dromaius_novaehollandiae ENSDNVG00000014200
nothoprocta_perdicaria ENSNPEG00000009519
chelonoidis_abingdonii ENSCABG00000010706
gopherus_agassizii ENSGAGG00000018546
chrysemys_picta_bellii ENSCPBG00000007386
pelodiscus_sinensis ENSPSIG00000012570
crocodylus_porosus ENSCPRG00005017008
anolis_carolinensis ENSACAG00000009707
notechis_scutatus ENSNSUG00000017444
salvator_merianae ENSSMRG00000014170
pogona_vitticeps ENSPVIG00000000440
sphenodon_punctatus ENSSPUG00000002683
mustela_putorius_furo ENSMPUG00000005645
neovison_vison ENSNVIG00000007655
ursus_americanus ENSUAMG00000020860
ailuropoda_melanoleuca ENSAMEG00000002167
canis_lupus_dingo ENSCAFG00020017411
canis_lupus_familiaris ENSCAFG00000010090
vulpes_vulpes ENSVVUG00000002631
felis_catus ENSFCAG00000032546
panthera_pardus ENSPPRG00000013191
pteropus_vampyrus ENSPVAG00000012242
bos_taurus ENSBTAG00000013066
bison_bison_bison ENSBBBG00000000920
bos_mutus ENSBMUG00000020373
ovis_aries ENSOARG00000003586
capra_hircus ENSCHIG00000020968
tursiops_truncatus ENSTTRG00000015429
sus_scrofa ENSSSCG00000035293
equus_caballus ENSECAG00000028346
equus_asinus_asinus ENSEASG00005000414
pan_troglodytes ENSPTRG00000047625
pan_paniscus ENSPPAG00000035852
homo_sapiens ENSG00000167244
gorilla_gorilla ENSGGOG00000041245
pongo_abelii ENSPPYG00000002922
nomascus_leucogenys ENSNLEG00000035771
theropithecus_gelada ENSTGEG00000026673
papio_anubis ENSPANG00000005120
mandrillus_leucophaeus ENSMLEG00000003815
cercocebus_atys ENSCATG00000042810
chlorocebus_sabaeus ENSCSAG00000009799
macaca_mulatta ENSMMUG00000047449
macaca_fascicularis ENSMFAG00000044613
macaca_nemestrina ENSMNEG00000036468
rhinopithecus_roxellana ENSRROG00000029481
rhinopithecus_bieti ENSRBIG00000042870
colobus_angolensis_palliatus ENSCANG00000017063
piliocolobus_tephrosceles ENSPTEG00000014378
saimiri_boliviensis_boliviensis ENSSBOG00000023566
cebus_capucinus_imitator ENSCCAG00000026656
callithrix_jacchus ENSCJAG00000018424
aotus_nancymaae ENSANAG00000015793
