meleagris_gallopavo ENSMGAG00000007980
coturnix_japonica ENSCJPG00005018840
numida_meleagris ENSNMEG00000002316
anser_brachyrhynchus ENSABRG00000002598
lonchura_striata_domestica ENSLSDG00000001355
junco_hyemalis ENSJHYG00000012813
parus_major ENSPMJG00000011417
manacus_vitellinus ENSMVIG00005005219
apteryx_haastii ENSAHAG00000012355
apteryx_owenii ENSAOWG00000019121
dromaius_novaehollandiae ENSDNVG00000009707
nothoprocta_perdicaria ENSNPEG00000004004
crocodylus_porosus ENSCPRG00005006145
gopherus_agassizii ENSGAGG00000024751
notechis_scutatus ENSNSUG00000010095
pogona_vitticeps ENSPVIG00000017796
salvator_merianae ENSSMRG00000017831
sphenodon_punctatus ENSSPUG00000013648
monodelphis_domestica ENSMODG00000002362
dasypus_novemcinctus ENSDNOG00000040351
anser_brachyrhynchus ENSABRG00000002583
anas_platyrhynchos_platyrhynchos ENSAPLG00000014254
gallus_gallus ENSGALG00000041977
coturnix_japonica ENSCJPG00005018841
numida_meleagris ENSNMEG00000002319
calidris_pygmaea ENSCPGG00000011034
calidris_pugnax ENSCPUG00000001416
melopsittacus_undulatus ENSMUNG00000015911
ficedula_albicollis ENSFALG00000002800
parus_major ENSPMJG00000011418
lonchura_striata_domestica ENSLSDG00000001370
junco_hyemalis ENSJHYG00000012803
taeniopygia_guttata ENSTGUG00000004446
serinus_canaria ENSSCAG00000016633
manacus_vitellinus ENSMVIG00005005216
lepidothrix_coronata ENSLCOG00000015454
zonotrichia_albicollis ENSZALG00000000949
cyanistes_caeruleus ENSCCEG00000019997
apteryx_rowi ENSARWG00000001510
nothoprocta_perdicaria ENSNPEG00000004010
crocodylus_porosus ENSCPRG00005006160
gopherus_agassizii ENSGAGG00000022117
chelonoidis_abingdonii ENSCABG00000014431
chrysemys_picta_bellii ENSCPBG00000020772
pelodiscus_sinensis ENSPSIG00000010727
pogona_vitticeps ENSPVIG00000017795
anolis_carolinensis ENSACAG00000005668
notechis_scutatus ENSNSUG00000010096
salvator_merianae ENSSMRG00000017832
myotis_lucifugus ENSMLUG00000007892
pteropus_vampyrus ENSPVAG00000000171
equus_caballus ENSECAG00000016718
equus_asinus_asinus ENSEASG00005004812
bos_taurus ENSBTAG00000022920
bos_mutus ENSBMUG00000002553
ovis_aries ENSOARG00000018913
capra_hircus ENSCHIG00000012965
vicugna_pacos ENSVPAG00000005772
sus_scrofa ENSSSCG00000012551
tursiops_truncatus ENSTTRG00000007536
canis_lupus_familiaris ENSCAFG00000017931
canis_lupus_dingo ENSCAFG00020006883
vulpes_vulpes ENSVVUG00000009626
felis_catus ENSFCAG00000031876
panthera_pardus ENSPPRG00000019456
neovison_vison ENSNVIG00000018986
mustela_putorius_furo ENSMPUG00000003695
ailuropoda_melanoleuca ENSAMEG00000002659
tupaia_belangeri ENSTBEG00000006342
choloepus_hoffmanni ENSCHOG00000012652
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004188
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000094
fukomys_damarensis ENSFDAG00000017018
octodon_degus ENSODEG00000009900
urocitellus_parryii ENSUPAG00010013903
spermophilus_dauricus ENSSDAG00000011512
ictidomys_tridecemlineatus ENSSTOG00000022922
marmota_marmota_marmota ENSMMMG00000011490
oryctolagus_cuniculus ENSOCUG00000012328
ochotona_princeps ENSOPRG00000011162
pan_troglodytes ENSPTRG00000022151
pan_paniscus ENSPPAG00000040811
homo_sapiens ENSG00000133135
pongo_abelii ENSPPYG00000020604
nomascus_leucogenys ENSNLEG00000013778
papio_anubis ENSPANG00000014699
mandrillus_leucophaeus ENSMLEG00000036694
