sorex_araneus ENSSARG00000006019
erinaceus_europaeus ENSEEUG00000000692
panthera_pardus ENSPPRG00000006237
panthera_tigris_altaica ENSPTIG00000006102
felis_catus ENSFCAG00000005067
ursus_maritimus ENSUMAG00000016381
ursus_americanus ENSUAMG00000010857
myotis_lucifugus ENSMLUG00000017063
pteropus_vampyrus ENSPVAG00000006531
ictidomys_tridecemlineatus ENSSTOG00000033729
marmota_marmota_marmota ENSMMMG00000017751
urocitellus_parryii ENSUPAG00010009640
spermophilus_dauricus ENSSDAG00000003592
spermophilus_dauricus ENSSDAG00000003557
microcebus_murinus ENSMICG00000046891
microcebus_murinus ENSMICG00000044018
ursus_maritimus ENSUMAG00000016416
bos_taurus ENSBTAG00000049220
pan_troglodytes ENSPTRG00000004652
pan_paniscus ENSPPAG00000035493
homo_sapiens ENSG00000126838
gorilla_gorilla ENSGGOG00000005938
pongo_abelii ENSPPYG00000004251
nomascus_leucogenys ENSNLEG00000002652
mandrillus_leucophaeus ENSMLEG00000040303
cercocebus_atys ENSCATG00000038497
papio_anubis ENSPANG00000006503
theropithecus_gelada ENSTGEG00000005118
macaca_fascicularis ENSMFAG00000036700
macaca_nemestrina ENSMNEG00000044019
macaca_mulatta ENSMMUG00000045034
chlorocebus_sabaeus ENSCSAG00000009465
rhinopithecus_bieti ENSRBIG00000034456
rhinopithecus_roxellana ENSRROG00000036968
colobus_angolensis_palliatus ENSCANG00000035719
piliocolobus_tephrosceles ENSPTEG00000010882
cebus_capucinus_imitator ENSCCAG00000025126
cebus_capucinus_imitator ENSCCAG00000025046
saimiri_boliviensis_boliviensis ENSSBOG00000032616
callithrix_jacchus ENSCJAG00000018610
tupaia_belangeri ENSTBEG00000006570
mustela_putorius_furo ENSMPUG00000001352
mustela_putorius_furo ENSMPUG00000001355
choloepus_hoffmanni ENSCHOG00000013691
dasypus_novemcinctus ENSDNOG00000008127
echinops_telfairi ENSETEG00000014086
