poecilia_formosa ENSPFOG00000023525
poecilia_reticulata ENSPREG00000011410
poecilia_reticulata ENSPREG00000015804
poecilia_mexicana ENSPMEG00000017491
poecilia_mexicana ENSPMEG00000017792
xiphophorus_maculatus ENSXMAG00000026435
gambusia_affinis ENSGAFG00000021127
gambusia_affinis ENSGAFG00000004645
xiphophorus_maculatus ENSXMAG00000028154
xiphophorus_couchianus ENSXCOG00000012148
gambusia_affinis ENSGAFG00000010782
poecilia_mexicana ENSPMEG00000006617
poecilia_reticulata ENSPREG00000009102
poecilia_latipinna ENSPLAG00000014099
poecilia_latipinna ENSPLAG00000004146
poecilia_reticulata ENSPREG00000004995
xiphophorus_couchianus ENSXCOG00000000484
xiphophorus_couchianus ENSXCOG00000020281
xiphophorus_maculatus ENSXMAG00000022472
xiphophorus_maculatus ENSXMAG00000025657
xiphophorus_maculatus ENSXMAG00000021366
gambusia_affinis ENSGAFG00000010346
gambusia_affinis ENSGAFG00000019764
xiphophorus_couchianus ENSXCOG00000008093
poecilia_reticulata ENSPREG00000012852
poecilia_reticulata ENSPREG00000002159
poecilia_reticulata ENSPREG00000005518
poecilia_reticulata ENSPREG00000007355
poecilia_mexicana ENSPMEG00000022799
poecilia_mexicana ENSPMEG00000001989
poecilia_mexicana ENSPMEG00000000436
poecilia_latipinna ENSPLAG00000002909
poecilia_latipinna ENSPLAG00000016594
xiphophorus_couchianus ENSXCOG00000006417
xiphophorus_couchianus ENSXCOG00000000072
xiphophorus_maculatus ENSXMAG00000028968
xiphophorus_maculatus ENSXMAG00000022770
xiphophorus_maculatus ENSXMAG00000029599
xiphophorus_couchianus ENSXCOG00000000151
poecilia_reticulata ENSPREG00000004792
