meleagris_gallopavo ENSMGAG00000009056
cyanistes_caeruleus ENSCCEG00000013612
zonotrichia_albicollis ENSZALG00000002479
serinus_canaria ENSSCAG00000016929
pelodiscus_sinensis ENSPSIG00000013233
apteryx_owenii ENSAOWG00000015713
phascolarctos_cinereus ENSPCIG00000029336
notamacropus_eugenii ENSMEUG00000004426
sarcophilus_harrisii ENSSHAG00000005392
monodelphis_domestica ENSMODG00000016487
apteryx_rowi ENSARWG00000013926
apteryx_haastii ENSAHAG00000016784
dromaius_novaehollandiae ENSDNVG00000017951
nothoprocta_perdicaria ENSNPEG00000001767
gallus_gallus ENSGALG00000005383
coturnix_japonica ENSCJPG00005011181
numida_meleagris ENSNMEG00000011504
calidris_pugnax ENSCPUG00000000408
manacus_vitellinus ENSMVIG00005003163
parus_major ENSPMJG00000011800
lepidothrix_coronata ENSLCOG00000014705
lonchura_striata_domestica ENSLSDG00000007332
junco_hyemalis ENSJHYG00000004875
ficedula_albicollis ENSFALG00000011686
calidris_pygmaea ENSCPGG00000007041
anser_brachyrhynchus ENSABRG00000020312
anas_platyrhynchos_platyrhynchos ENSAPLG00000004484
pogona_vitticeps ENSPVIG00000005740
anolis_carolinensis ENSACAG00000000447
notechis_scutatus ENSNSUG00000000576
salvator_merianae ENSSMRG00000013164
sphenodon_punctatus ENSSPUG00000018976
gopherus_agassizii ENSGAGG00000011358
chelonoidis_abingdonii ENSCABG00000013784
chrysemys_picta_bellii ENSCPBG00000005992
crocodylus_porosus ENSCPRG00005000130
ornithorhynchus_anatinus ENSOANG00000008720
neovison_vison ENSNVIG00000011655
mustela_putorius_furo ENSMPUG00000016134
sus_scrofa ENSSSCG00000012813
sorex_araneus ENSSARG00000005459
myotis_lucifugus ENSMLUG00000005420
ursus_americanus ENSUAMG00000002153
ursus_maritimus ENSUMAG00000017317
ailuropoda_melanoleuca ENSAMEG00000011969
panthera_pardus ENSPPRG00000018359
panthera_tigris_altaica ENSPTIG00000007619
felis_catus ENSFCAG00000019258
vulpes_vulpes ENSVVUG00000009689
canis_lupus_dingo ENSCAFG00020001468
canis_lupus_dingo ENSCAFG00020008684
pteropus_vampyrus ENSPVAG00000016850
ovis_aries ENSOARG00000003566
capra_hircus ENSCHIG00000018267
capra_hircus ENSCHIG00000011894
capra_hircus ENSCHIG00000018831
bos_mutus ENSBMUG00000007115
bos_taurus ENSBTAG00000007817
capra_hircus ENSCHIG00000007639
vulpes_vulpes ENSVVUG00000020709
canis_lupus_familiaris ENSCAFG00000031436
erinaceus_europaeus ENSEEUG00000007893
vicugna_pacos ENSVPAG00000001361
otolemur_garnettii ENSOGAG00000005255
equus_caballus ENSECAG00000021441
equus_asinus_asinus ENSEASG00005004482
procavia_capensis ENSPCAG00000010770
cavia_porcellus ENSCPOG00000001882
cavia_porcellus ENSCPOG00000033981
octodon_degus ENSODEG00000000422
chinchilla_lanigera ENSCLAG00000000163
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001061
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007778
fukomys_damarensis ENSFDAG00000013604
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011334
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003144
fukomys_damarensis ENSFDAG00000011804
ictidomys_tridecemlineatus ENSSTOG00000019781
urocitellus_parryii ENSUPAG00010008154
spermophilus_dauricus ENSSDAG00000024821
marmota_marmota_marmota ENSMMMG00000000076
dipodomys_ordii ENSDORG00000013161
castor_canadensis ENSCCNG00000017657
cricetulus_griseus_crigri-picr ENSCGRG00015008832
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000059
cricetulus_griseus_crigri_1.0 ENSCGRG00000010163
mesocricetus_auratus ENSMAUG00000017183
peromyscus_maniculatus_bairdii ENSPEMG00000014353
microtus_ochrogaster ENSMOCG00000000841
microtus_ochrogaster ENSMOCG00000017215
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031201
mus_spicilegus ENSMSIG00000031737
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034358
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033198
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031742
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000112039
meriones_unguiculatus ENSMUGG00000024181
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009076
cricetulus_griseus_crigri_1.0 ENSCGRG00000019793
cricetulus_griseus_crigri-picr ENSCGRG00015010531
peromyscus_maniculatus_bairdii ENSPEMG00000012864
nannospalax_galili ENSNGAG00000000120
jaculus_jaculus ENSJJAG00000017846
jaculus_jaculus ENSJJAG00000012368
oryctolagus_cuniculus ENSOCUG00000009730
ochotona_princeps ENSOPRG00000006577
tupaia_belangeri ENSTBEG00000009294
otolemur_garnettii ENSOGAG00000028801
loxodonta_africana ENSLAFG00000013564
echinops_telfairi ENSETEG00000013819
dasypus_novemcinctus ENSDNOG00000040788
pan_troglodytes ENSPTRG00000044491
pan_paniscus ENSPPAG00000039895
gorilla_gorilla ENSGGOG00000027248
pan_troglodytes ENSPTRG00000046052
pan_paniscus ENSPPAG00000018818
gorilla_gorilla ENSGGOG00000027093
homo_sapiens ENSG00000185515
pongo_abelii ENSPPYG00000020899
nomascus_leucogenys ENSNLEG00000014460
piliocolobus_tephrosceles ENSPTEG00000012160
colobus_angolensis_palliatus ENSCANG00000040628
chlorocebus_sabaeus ENSCSAG00000006538
macaca_fascicularis ENSMFAG00000031106
macaca_mulatta ENSMMUG00000010253
macaca_nemestrina ENSMNEG00000032943
cercocebus_atys ENSCATG00000021334
mandrillus_leucophaeus ENSMLEG00000028598
papio_anubis ENSPANG00000010904
theropithecus_gelada ENSTGEG00000013871
rhinopithecus_bieti ENSRBIG00000041345
rhinopithecus_roxellana ENSRROG00000039699
macaca_fascicularis ENSMFAG00000041039
macaca_mulatta ENSMMUG00000004737
macaca_nemestrina ENSMNEG00000038644
chlorocebus_sabaeus ENSCSAG00000011503
papio_anubis ENSPANG00000017407
cercocebus_atys ENSCATG00000033147
mandrillus_leucophaeus ENSMLEG00000038090
theropithecus_gelada ENSTGEG00000016137
rhinopithecus_roxellana ENSRROG00000032116
rhinopithecus_bieti ENSRBIG00000028995
colobus_angolensis_palliatus ENSCANG00000017728
saimiri_boliviensis_boliviensis ENSSBOG00000035771
pongo_abelii ENSPPYG00000029491
aotus_nancymaae ENSANAG00000024915
callithrix_jacchus ENSCJAG00000004308
cebus_capucinus_imitator ENSCCAG00000033753
carlito_syrichta ENSTSYG00000006632
propithecus_coquereli ENSPCOG00000010400
microcebus_murinus ENSMICG00000036150
tursiops_truncatus ENSTTRG00000008160
choloepus_hoffmanni ENSCHOG00000003151
rattus_norvegicus ENSRNOG00000048061
phascolarctos_cinereus ENSPCIG00000022566
sarcophilus_harrisii ENSSHAG00000011855
melopsittacus_undulatus ENSMUNG00000002078
xenopus_tropicalis ENSXETG00000009622
xenopus_tropicalis ENSXETG00000026184
