choloepus_hoffmanni ENSCHOG00000013152
dasypus_novemcinctus ENSDNOG00000034702
equus_caballus ENSECAG00000036783
equus_asinus_asinus ENSEASG00005013098
pteropus_vampyrus ENSPVAG00000004483
felis_catus ENSFCAG00000045110
prolemur_simus ENSPSMG00000019588
microcebus_murinus ENSMICG00000036788
otolemur_garnettii ENSOGAG00000012013
pan_troglodytes ENSPTRG00000024164
pan_paniscus ENSPPAG00000042426
homo_sapiens ENSG00000198168
gorilla_gorilla ENSGGOG00000015542
pongo_abelii ENSPPYG00000003414
nomascus_leucogenys ENSNLEG00000034281
macaca_mulatta ENSMMUG00000020820
macaca_fascicularis ENSMFAG00000041569
macaca_nemestrina ENSMNEG00000019961
cercocebus_atys ENSCATG00000014121
papio_anubis ENSPANG00000009253
theropithecus_gelada ENSTGEG00000007557
mandrillus_leucophaeus ENSMLEG00000027773
chlorocebus_sabaeus ENSCSAG00000005177
colobus_angolensis_palliatus ENSCANG00000043333
rhinopithecus_roxellana ENSRROG00000033540
piliocolobus_tephrosceles ENSPTEG00000021678
saimiri_boliviensis_boliviensis ENSSBOG00000014814
saimiri_boliviensis_boliviensis ENSSBOG00000025364
cebus_capucinus_imitator ENSCCAG00000029213
aotus_nancymaae ENSANAG00000033060
tupaia_belangeri ENSTBEG00000011466
mus_spicilegus ENSMSIG00000011561
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074093
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030902
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029799
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013024
rattus_norvegicus ENSRNOG00000037137
meriones_unguiculatus ENSMUGG00000009581
cricetulus_griseus_crigri-picr ENSCGRG00015018141
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017087
cricetulus_griseus_crigri_1.0 ENSCGRG00000008012
mesocricetus_auratus ENSMAUG00000000318
microtus_ochrogaster ENSMOCG00000012616
peromyscus_maniculatus_bairdii ENSPEMG00000017315
nannospalax_galili ENSNGAG00000012743
jaculus_jaculus ENSJJAG00000021446
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020057
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021144
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006647
cavia_porcellus ENSCPOG00000036943
octodon_degus ENSODEG00000000706
dipodomys_ordii ENSDORG00000028303
spermophilus_dauricus ENSSDAG00000018345
ictidomys_tridecemlineatus ENSSTOG00000027870
urocitellus_parryii ENSUPAG00010003805
marmota_marmota_marmota ENSMMMG00000006618
ochotona_princeps ENSOPRG00000005373
carlito_syrichta ENSTSYG00000002373
callithrix_jacchus ENSCJAG00000039116
castor_canadensis ENSCCNG00000007543
panthera_tigris_altaica ENSPTIG00000013133
panthera_pardus ENSPPRG00000015315
felis_catus ENSFCAG00000037161
ursus_americanus ENSUAMG00000010965
ailuropoda_melanoleuca ENSAMEG00000014780
neovison_vison ENSNVIG00000017000
mustela_putorius_furo ENSMPUG00000014081
canis_lupus_dingo ENSCAFG00020019459
bos_mutus ENSBMUG00000002437
bos_taurus ENSBTAG00000054222
bos_mutus ENSBMUG00000025488
bos_taurus ENSBTAG00000050652
bison_bison_bison ENSBBBG00000011735
capra_hircus ENSCHIG00000018647
tursiops_truncatus ENSTTRG00000016011
sus_scrofa ENSSSCG00000039613
vicugna_pacos ENSVPAG00000001394
echinops_telfairi ENSETEG00000016136
monodelphis_domestica ENSMODG00000027515
phascolarctos_cinereus ENSPCIG00000034557
