notechis_scutatus ENSNSUG00000014878
anolis_carolinensis ENSACAG00000009290
salvator_merianae ENSSMRG00000018798
sphenodon_punctatus ENSSPUG00000002761
chrysemys_picta_bellii ENSCPBG00000013694
gopherus_agassizii ENSGAGG00000011011
pelodiscus_sinensis ENSPSIG00000015368
lepidothrix_coronata ENSLCOG00000005849
manacus_vitellinus ENSMVIG00005011788
lonchura_striata_domestica ENSLSDG00000003081
taeniopygia_guttata ENSTGUG00000005234
ficedula_albicollis ENSFALG00000002674
serinus_canaria ENSSCAG00000002484
zonotrichia_albicollis ENSZALG00000008155
junco_hyemalis ENSJHYG00000002975
cyanistes_caeruleus ENSCCEG00000013214
parus_major ENSPMJG00000010762
gallus_gallus ENSGALG00000035453
meleagris_gallopavo ENSMGAG00000012101
coturnix_japonica ENSCJPG00005006911
numida_meleagris ENSNMEG00000019494
anser_brachyrhynchus ENSABRG00000003688
anas_platyrhynchos_platyrhynchos ENSAPLG00000007544
melopsittacus_undulatus ENSMUNG00000004946
calidris_pygmaea ENSCPGG00000006491
calidris_pugnax ENSCPUG00000017913
apteryx_owenii ENSAOWG00000018960
apteryx_rowi ENSARWG00000003337
dromaius_novaehollandiae ENSDNVG00000012564
crocodylus_porosus ENSCPRG00005010088
pogona_vitticeps ENSPVIG00000020583
rattus_norvegicus ENSRNOG00000029456
marmota_marmota_marmota ENSMMMG00000017372
tupaia_belangeri ENSTBEG00000009535
ailuropoda_melanoleuca ENSAMEG00000006617
ursus_maritimus ENSUMAG00000002824
ursus_maritimus ENSUMAG00000002784
ursus_americanus ENSUAMG00000017794
ailuropoda_melanoleuca ENSAMEG00000006662
vulpes_vulpes ENSVVUG00000021327
neovison_vison ENSNVIG00000010567
panthera_tigris_altaica ENSPTIG00000015481
panthera_tigris_altaica ENSPTIG00000015541
myotis_lucifugus ENSMLUG00000023079
myotis_lucifugus ENSMLUG00000022680
pteropus_vampyrus ENSPVAG00000002049
carlito_syrichta ENSTSYG00000006940
loxodonta_africana ENSLAFG00000006429
urocitellus_parryii ENSUPAG00010010304
marmota_marmota_marmota ENSMMMG00000010853
ictidomys_tridecemlineatus ENSSTOG00000024497
castor_canadensis ENSCCNG00000010205
jaculus_jaculus ENSJJAG00000000509
dipodomys_ordii ENSDORG00000026432
dipodomys_ordii ENSDORG00000006619
cricetulus_griseus_crigri_1.0 ENSCGRG00000012000
cricetulus_griseus_crigri-picr ENSCGRG00015004060
cavia_porcellus ENSCPOG00000021798
cavia_aperea ENSCAPG00000018020
chinchilla_lanigera ENSCLAG00000000714
fukomys_damarensis ENSFDAG00000018920
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006517
octodon_degus ENSODEG00000007433
ochotona_princeps ENSOPRG00000014694
mandrillus_leucophaeus ENSMLEG00000037088
pan_paniscus ENSPPAG00000040570
saimiri_boliviensis_boliviensis ENSSBOG00000034496
carlito_syrichta ENSTSYG00000031306
vicugna_pacos ENSVPAG00000009990
vicugna_pacos ENSVPAG00000009993
bos_mutus ENSBMUG00000009612
bos_taurus ENSBTAG00000032598
sorex_araneus ENSSARG00000008003
procavia_capensis ENSPCAG00000015317
monodelphis_domestica ENSMODG00000004176
monodelphis_domestica ENSMODG00000011762
monodelphis_domestica ENSMODG00000025514
monodelphis_domestica ENSMODG00000004858
sarcophilus_harrisii ENSSHAG00000001730
phascolarctos_cinereus ENSPCIG00000012252
latimeria_chalumnae ENSLACG00000010035
pygocentrus_nattereri ENSPNAG00000007963
astyanax_mexicanus ENSAMXG00000038776
ictalurus_punctatus ENSIPUG00000022601
danio_rerio ENSDARG00000098942
paramormyrops_kingsleyae ENSPKIG00000000552
lepisosteus_oculatus ENSLOCG00000007119
gadus_morhua ENSGMOG00000000528
cynoglossus_semilaevis ENSCSEG00000008277
scleropages_formosus ENSSFOG00015011570
poecilia_formosa ENSPFOG00000005886
poecilia_mexicana ENSPMEG00000021688
poecilia_latipinna ENSPLAG00000022201
poecilia_reticulata ENSPREG00000004608
xiphophorus_couchianus ENSXCOG00000020165
xiphophorus_maculatus ENSXMAG00000023881
gambusia_affinis ENSGAFG00000015796
