lepidothrix_coronata ENSLCOG00000001720
manacus_vitellinus ENSMVIG00005003071
zonotrichia_albicollis ENSZALG00000004382
junco_hyemalis ENSJHYG00000000998
serinus_canaria ENSSCAG00000009822
taeniopygia_guttata ENSTGUG00000008442
taeniopygia_guttata ENSTGUG00000008468
lonchura_striata_domestica ENSLSDG00000002266
ficedula_albicollis ENSFALG00000013951
parus_major ENSPMJG00000017263
cyanistes_caeruleus ENSCCEG00000022432
calidris_pygmaea ENSCPGG00000016422
calidris_pugnax ENSCPUG00000004901
melopsittacus_undulatus ENSMUNG00000005345
anas_platyrhynchos_platyrhynchos ENSAPLG00000008834
anser_brachyrhynchus ENSABRG00000005017
anser_brachyrhynchus ENSABRG00000006576
gallus_gallus ENSGALG00000003781
coturnix_japonica ENSCJPG00005014072
meleagris_gallopavo ENSMGAG00000002073
numida_meleagris ENSNMEG00000008736
apteryx_owenii ENSAOWG00000017671
apteryx_haastii ENSAHAG00000010814
apteryx_rowi ENSARWG00000017752
dromaius_novaehollandiae ENSDNVG00000009784
nothoprocta_perdicaria ENSNPEG00000001680
crocodylus_porosus ENSCPRG00005017303
chelonoidis_abingdonii ENSCABG00000003701
gopherus_agassizii ENSGAGG00000003718
chrysemys_picta_bellii ENSCPBG00000020536
pelodiscus_sinensis ENSPSIG00000004554
anolis_carolinensis ENSACAG00000005488
anolis_carolinensis ENSACAG00000026971
pogona_vitticeps ENSPVIG00000001995
salvator_merianae ENSSMRG00000020103
notechis_scutatus ENSNSUG00000014105
sphenodon_punctatus ENSSPUG00000001497
notechis_scutatus ENSNSUG00000014104
phascolarctos_cinereus ENSPCIG00000013584
sarcophilus_harrisii ENSSHAG00000012971
monodelphis_domestica ENSMODG00000008621
octodon_degus ENSODEG00000010273
chinchilla_lanigera ENSCLAG00000013811
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002847
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009193
fukomys_damarensis ENSFDAG00000019237
cavia_porcellus ENSCPOG00000002301
cavia_aperea ENSCAPG00000012385
urocitellus_parryii ENSUPAG00010020771
ictidomys_tridecemlineatus ENSSTOG00000003895
spermophilus_dauricus ENSSDAG00000016675
marmota_marmota_marmota ENSMMMG00000009621
dipodomys_ordii ENSDORG00000002734
castor_canadensis ENSCCNG00000001668
mus_spicilegus ENSMSIG00000030023
mus_spicilegus ENSMSIG00000000022
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036817
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028930
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027926
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024498
rattus_norvegicus ENSRNOG00000001299
meriones_unguiculatus ENSMUGG00000011002
peromyscus_maniculatus_bairdii ENSPEMG00000023465
microtus_ochrogaster ENSMOCG00000008565
cricetulus_griseus_crigri_1.0 ENSCGRG00000009140
cricetulus_griseus_crigri-picr ENSCGRG00015011031
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019963
mesocricetus_auratus ENSMAUG00000016426
nannospalax_galili ENSNGAG00000012274
jaculus_jaculus ENSJJAG00000022626
ochotona_princeps ENSOPRG00000007214
oryctolagus_cuniculus ENSOCUG00000026255
tupaia_belangeri ENSTBEG00000008267
gorilla_gorilla ENSGGOG00000012630
gorilla_gorilla ENSGGOG00000037071
pan_troglodytes ENSPTRG00000018833
pan_troglodytes ENSPTRG00000047557
pan_paniscus ENSPPAG00000041385
homo_sapiens ENSG00000164828
pongo_abelii ENSPPYG00000017288
nomascus_leucogenys ENSNLEG00000008323
cercocebus_atys ENSCATG00000011433
mandrillus_leucophaeus ENSMLEG00000031714
theropithecus_gelada ENSTGEG00000002513
