notamacropus_eugenii ENSMEUG00000006559
phascolarctos_cinereus ENSPCIG00000008796
sarcophilus_harrisii ENSSHAG00000000350
monodelphis_domestica ENSMODG00000011910
prolemur_simus ENSPSMG00000012806
microcebus_murinus ENSMICG00000048899
propithecus_coquereli ENSPCOG00000013103
otolemur_garnettii ENSOGAG00000016116
pan_troglodytes ENSPTRG00000015392
pan_paniscus ENSPPAG00000024112
homo_sapiens ENSG00000114670
gorilla_gorilla ENSGGOG00000002547
pongo_abelii ENSPPYG00000014489
nomascus_leucogenys ENSNLEG00000002697
piliocolobus_tephrosceles ENSPTEG00000037385
colobus_angolensis_palliatus ENSCANG00000034824
rhinopithecus_roxellana ENSRROG00000029026
rhinopithecus_bieti ENSRBIG00000028125
macaca_nemestrina ENSMNEG00000028580
macaca_mulatta ENSMMUG00000005144
macaca_fascicularis ENSMFAG00000041735
mandrillus_leucophaeus ENSMLEG00000007109
cercocebus_atys ENSCATG00000029127
theropithecus_gelada ENSTGEG00000014978
papio_anubis ENSPANG00000012073
chlorocebus_sabaeus ENSCSAG00000010499
cebus_capucinus_imitator ENSCCAG00000034141
callithrix_jacchus ENSCJAG00000003164
saimiri_boliviensis_boliviensis ENSSBOG00000016313
aotus_nancymaae ENSANAG00000029811
chinchilla_lanigera ENSCLAG00000004059
octodon_degus ENSODEG00000018206
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016866
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011512
fukomys_damarensis ENSFDAG00000019009
cavia_porcellus ENSCPOG00000005684
cavia_porcellus ENSCPOG00000040811
urocitellus_parryii ENSUPAG00010022335
marmota_marmota_marmota ENSMMMG00000000271
spermophilus_dauricus ENSSDAG00000009537
ictidomys_tridecemlineatus ENSSTOG00000008652
tupaia_belangeri ENSTBEG00000011253
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015472
meriones_unguiculatus ENSMUGG00000017223
jaculus_jaculus ENSJJAG00000018011
castor_canadensis ENSCCNG00000001596
equus_caballus ENSECAG00000039957
bos_mutus ENSBMUG00000025414
pteropus_vampyrus ENSPVAG00000012964
myotis_lucifugus ENSMLUG00000013883
ursus_americanus ENSUAMG00000020447
ursus_maritimus ENSUMAG00000017634
neovison_vison ENSNVIG00000004648
mustela_putorius_furo ENSMPUG00000010065
canis_lupus_dingo ENSCAFG00020027444
canis_lupus_familiaris ENSCAFG00000006103
vulpes_vulpes ENSVVUG00000002709
panthera_pardus ENSPPRG00000000837
panthera_tigris_altaica ENSPTIG00000001500
felis_catus ENSFCAG00000001171
equus_asinus_asinus ENSEASG00005005611
equus_caballus ENSECAG00000015688
bos_taurus ENSBTAG00000009258
bos_mutus ENSBMUG00000007409
bison_bison_bison ENSBBBG00000012886
ovis_aries ENSOARG00000009309
capra_hircus ENSCHIG00000008883
tursiops_truncatus ENSTTRG00000002974
sus_scrofa ENSSSCG00000011181
vicugna_pacos ENSVPAG00000009685
sorex_araneus ENSSARG00000014514
erinaceus_europaeus ENSEEUG00000002923
loxodonta_africana ENSLAFG00000012436
procavia_capensis ENSPCAG00000011937
oryctolagus_cuniculus ENSOCUG00000006846
dipodomys_ordii ENSDORG00000027488
ochotona_princeps ENSOPRG00000000481
echinops_telfairi ENSETEG00000010951
